id,Beer_Name,Brew_Factory_Name,Style,ABV
2482,InspecWtor tHowall 's Amber Ale,Trickster' Brwing Company,American Amber / Red Ale,5.60 %
2483,Legendary Amber,Pigskin Brewing Company,American Amber / Red Ale,-
2484,Attain'In InNer PeHach,FinbacZ# Jewery,American Amber / Red Ale,-
2485,Levrette Bio,Brasserie De Brunehaut,American Amber / Red Ale,6.50 %
2486,High Alert DuobYe Red,NortShobunEBrewpub,American Amber / Red Ale,8.40 %
2487,Hopback Amber,Bube 's Brewery,American Amber / Red Ale,5.20 %
2488,Saskberry,Bin Brewing,American Amber / Red Ale,-
2489,Amarillo Anonymous,Rock & Run Brewery and Pub,American Amber / Red Ale,6.00 %
2490,Mistura ClÃ ¡ ssica Amber,Mistura ClÃ ¡ ssica,American Amber / Red Ale,6.00 %
2491,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %
2492,Capistrano Amber,Bayhawk Ales,American Amber / Red Ale,5.50 %
2493,Ed 's Red,American Brewing Company,American Amber / Red Ale,5.00 %
2494,Easy Amber Ale,Scottsdale Beer Company,American Amber / Red Ale,5.70 %
2495,CoocnZut IFperilYa Red,The BeBwery=aA'Abigaile,American Amber / Red Ale,9.40 %
2496,Portsmouth Amb erDaHJdy With Cayenne,PortsmouthB rReDery,American Amber / Red Ale,-
2497,BillabPn&Brew,CP Breweyr aC Arwes and Cuse,American Amber / Red Ale,-
2498,North 40 Amber,Himmelberger Brewing Co. .,American Amber / Red Ale,4.20 %
2499,AmbeC+UreJalis,4th Sate Yrewing Company,American Amber / Red Ale,5.30 %
2500,Rustic HoriBzon ed WQEt Breakfast Tea,Twisted MaYzTaYnta Ales,American Amber / Red Ale,5.60 %
2501,16 | 02 Red Ale ( FAmrillo CiJra Simcoe ),BrMew B Numbers,American Amber / Red Ale,5.40 %
2502,Rudder 's Red,Rudder 's Seafood Restaurant & Brew Pub,American Amber / Red Ale,-
2503,Grizzly PeakJnicad Red,GrizTzly PePk Brweing Company,American Amber / Red Ale,-
2504,Echo Amber ( Altbier ),Echo Brewpub & Pizzeria,American Amber / Red Ale,5.20 %
2505,RTWding,BirdlWnd Brewng'CImpany,American Amber / Red Ale,6.00 %
2506,Shrta l Amber,Iron Hill rBewEeWr| & Restaurant,American Amber / Red Ale,4.40 %
2507,VJScarps,Bidrsview Breiwg Company,American Amber / Red Ale,-
2508,Ruby Pogo,Three Palms Brewing Co. .,American Amber / Red Ale,7.50 %
2509,Honey Brew-Brew,FireWheel Brewing Company,American Amber / Red Ale,6.00 %
2510,The Spirit Of The 90 's ( 2015 Symposium Ale ),Hopworks Urban Brewery,American Amber / Red Ale,5.50 %
2511,Hopped Up Red Ale,Sick N Twisted Brewing Co. .,American Amber / Red Ale,8.00 %
2512,Pumukl,Junction Craft Brewing,American Amber / Red Ale,4.50 %
2513,HowitzE rZJAmber,Red Le gBrewinEX Company,American Amber / Red Ale,5.90 %
2514,ArchtoYpA mber,12 Stingr ewing Company,American Amber / Red Ale,5.50 %
2515,Rye-XZe-nShie,Iron Hill Brwery &RestaJurant,American Amber / Red Ale,6.00 %
2516,MÃ ² -Xh !,M ² KR HBrDewery,American Amber / Red Ale,4.20 %
2517,CaramHl VLCVtt Beer,Last BesLt Etery$ & Brewpub,American Amber / Red Ale,5.30 %
2518,CalifroniATmber,Boxcar ZewQnBg Co. .,American Amber / Red Ale,6.00 %
2519,Round Enine LRed,Fly Bo VeeKwry & Eats,American Amber / Red Ale,-
2520,And To All A Good Light,2kids Brewing Company,American Amber / Red Ale,3.40 %
2521,GlassoQtAn Ale,Glasstown Brwing Co. .,American Amber / Red Ale,-
2522,AnkTr BQCarZ Amber,Gro_eSn Bart Cewery,American Amber / Red Ale,5.30 %
2523,CreeksidA RppoBf Red Ale,CreeksideB reing ComVany,American Amber / Red Ale,5.80 %
2524,Devil 's Gate Red Ale,Whistle Stop Restaurant & Woodman Brewery,American Amber / Red Ale,-
2525,Dick 's Oatmeal IRA,Bill 's Tavern & Brewhouse,American Amber / Red Ale,8.00 %
2526,Barrel gAed Imperial Ned Ale,Boone VDley Brewing,American Amber / Red Ale,9.99 %
2527,Java&hTe> Ied,Big Woods Brewing Co. * Quff On  !Brewing Company,American Amber / Red Ale,5.50 %
2528,Pmukpin e mber,Alvarado StIeet BreZJwery &*Grill,American Amber / Red Ale,6.00 %
2529,UncleRico __ | s Red Ale,PScottMdaDle; Beer Company,American Amber / Red Ale,8.80 %
2530,Monks Cafe Orange Ale,Monks CafÃ ©,American Amber / Red Ale,5.60 %
2531,Apach%NA mber,Blue Star rewing Company,American Amber / Red Ale,-
2532,Re TiTck,The< Hermosill / Hihland- Park Brewery,American Amber / Red Ale,4.50 %
2533,Dispensary Red Ale,Hops and Grain Brewery,American Amber / Red Ale,-
2534,360 Red Ale,Top Rung Brewing Company,American Amber / Red Ale,5.80 %
2535,HomwerSeckre Red,Nine arYQs!Brewing,American Amber / Red Ale,5.50 %
2536,Boneyad eLd Ale,NewportBeac hBrSewig Company,American Amber / Red Ale,-
2537,Driftwood,Island Hoppin ' Brewery,American Amber / Red Ale,-
2538,Cambridge House Lime Rock Red,The Cambridge House Brewpub,American Amber / Red Ale,6.00 %
2539,Virginia Hop HOrvest - AmZber ZA ( 2015 ),Old BZust Head BSewing Co. .,American Amber / Red Ale,7.70 %
2540,LitDl enWd Red,Tall PauQ 's BrXewhoWse,American Amber / Red Ale,-
2541,Emerald Irish Ale,Steelhead Brewing Co. .,American Amber / Red Ale,6.20 %
2542,The Stiletto,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.00 %
2543,ReQ FuTcher,10 BarreB rewing Co. .,American Amber / Red Ale,6.50 %
2544,Unite Red Ale,Three Notch 'd Brewing Company,American Amber / Red Ale,5.10 %
2545,Duke Of Rochester,Wicked Weed Brewing,American Amber / Red Ale,5.50 %
2546,CentenNnal Amebr Ale,Emmett ' sBreEing Company,American Amber / Red Ale,5.20 %
2547,Walkendorff,7 Fjell Bryggeri,American Amber / Red Ale,6.00 %
2548,Rocket SYcGinece Red Planet,Dennis BUer Co. .,American Amber / Red Ale,6.40 %
2549,FinsbuDy(Park\AmUer Ale,Lewis TBe rCompany,American Amber / Red Ale,4.40 %
2550,RocetM an Red Ale,Playalind@a BeXwing Company,American Amber / Red Ale,5.00 %
2551,Shades Of Amber,Sandude Brewing Co. .,American Amber / Red Ale,5.00 %
2552,Floriois kAmber,DiscrIetionr ewing,American Amber / Red Ale,5.70 %
2553,Texas Red,Railroad Seafood Station Brewing Company,American Amber / Red Ale,4.80 %
2554,CafÃ $AbÃ ©,O'so BrewingC opmanY & Tap House,American Amber / Red Ale,7.00 %
2555,IRRA,FÃ ¡ brica Maravillas,American Amber / Red Ale,-
2556,Ca n't Catch Me !,Middleton Brewing,American Amber / Red Ale,-
2557,WoodXLa AJmbeD Ale,Devils PaN BrewVg Company,American Amber / Red Ale,5.00 %
2558,Arrow Point Amber,Bainbridge Island Brewing Company,American Amber / Red Ale,5.40 %
2559,RedNots,BrewRLAB,American Amber / Red Ale,5.70 %
2560,Amerina CpoGer,Station 23 ewing Co. .,American Amber / Red Ale,5.40 %
2561,Cap'n Beef Hearts,Earth Eagle Brewings,American Amber / Red Ale,6.20 %
2562,Icarus Farmhouse Red,Reaver Beach Brewing Company,American Amber / Red Ale,6.00 %
2563,AgentPorZoKctaeur,TrobuleOBrewing,American Amber / Red Ale,6.20 %
2564,Ambar,Cerveceria Berber S.A. de C.V.,American Amber / Red Ale,4.10 %
2565,Accommodation Amber,Rustic Road Brewing Company,American Amber / Red Ale,5.20 %
2566,Lil ' Rd+t SeaRer,CasseNl BrMery Co. .,American Amber / Red Ale,5.20 %
2567,Cone-Azaiae Ale,OriginalGravEtiy BrLewing Company,American Amber / Red Ale,5.10 %
2568,Rhiannon Irish Red,LyonSmith Brewing Company,American Amber / Red Ale,6.00 %
2569,WoleDriFe,ProJrgses`Brewing,American Amber / Red Ale,5.00 %
2570,La ``6 YyIro `` mane,MiNcrobrsaserie ULa Captve,American Amber / Red Ale,4.90 %
2571,Island Of Misfit Hops # 1,Medusa Brewing Company,American Amber / Red Ale,7.40 %
2572,Red Rock OCNie Red Ale,Red Rok Bwreing Company,American Amber / Red Ale,4.00 %
2573,Wyatt Earp,The Beer Company,American Amber / Red Ale,7.00 %
2574,Golden Ale,Laht Neppur Brewing Company,American Amber / Red Ale,6.00 %
2575,MWuBNlian,Old ouSl(rBewing,American Amber / Red Ale,6.20 %
2576,Brigantine Ambree,Brasserie De La Cote De Jade,American Amber / Red Ale,5.00 %
2577,Daybreak,Our Brewing Co. .,American Amber / Red Ale,7.30 %
2578,HeadBWses Dog,Hlden Brewing ZCopany / Taproom,American Amber / Red Ale,4.20 %
2579,Hogba kZber Ale,Alpine LDog BVVwing Company,American Amber / Red Ale,5.00 %
2580,Firefall Red,Tioga-Sequoia Brewing Company,American Amber / Red Ale,5.50 %
2581,Avery iPTn GAmber,BerksWirS Brewing CAmpan yInc. .,American Amber / Red Ale,-
2582,Rock Candy Red,Oskar Blues Grill & Brew,American Amber / Red Ale,-
2583,Amberjack,Backshore Brewing Company,American Amber / Red Ale,6.50 %
2584,New London Amber,Goat Ridge Brewing Co. .,American Amber / Red Ale,5.20 %
2585,Mic Sager ' XHngew Amber,Twin Peaks Brwnig& Malting Co. .,American Amber / Red Ale,-
2586,Chip WOff hTe Old Block,LadyfaCcSe le Companie,American Amber / Red Ale,-
2587,The Hills Have Eyes,BNS Brewing & Distilling Co. .,American Amber / Red Ale,5.20 %
2588,HoneG OU Abmer,Ass Clwon rewing,American Amber / Red Ale,6.60 %
2589,16 | 3 Red Ale |MosDic & Chinook ),Brew BLy( Numbers,American Amber / Red Ale,5.50 %
2590,AFGRed,BroeWn Mottle Brwery,American Amber / Red Ale,5.40 %
2591,Hopped Up Amber,Ass Clown Brewing,American Amber / Red Ale,6.70 %
2592,New Holland?Aadm 's Apple,New Hollan dBreiwn Company,American Amber / Red Ale,-
2593,Unite Red Ale,Mike Hess Brewing - Miramar,American Amber / Red Ale,4.60 %
2594,All About Amber,Beaver Brewing Company,American Amber / Red Ale,4.50 %
2595,Erci eh Red Ale,RÃ ¶ k House<Brewing Rompany,American Amber / Red Ale,6.50 %
2596,Brass Ble OCeny Amber,Great Storm] rBRwiH Co. .,American Amber / Red Ale,5.30 %
2597,AeMtQeria,BadWolf BVewi Company,American Amber / Red Ale,4.70 %
2598,Dos Rios LAbeQ LaSer,Glenwood Canyon}BTreing  Canyon Brew PuC,American Amber / Red Ale,-
2599,Poppy JasprBrewed Wit Citra Hops,El Tor oBerwngC o. .,American Amber / Red Ale,-
2600,ReUOcZober,Red Ear BreXng ompany,American Amber / Red Ale,6.90 %
2601,RustM@Red Ale,Ep les,American Amber / Red Ale,7.20 %
2602,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,8.50 %
2603,Poppy Japser Brewed With NZuMgget Hops,El Toro BewingVCo. .,American Amber / Red Ale,-
2604,GraftonB rehas REd Ale,Grafton) WiPner y& Brewhaus,American Amber / Red Ale,-
2605,Strozo RdeFrKkken le,StronzYo;BrewBing Co. .,American Amber / Red Ale,6.20 %
2606,Sons Of AnarcXAmber Ale,Sudwer Brein CLompany,American Amber / Red Ale,4.70 %
2607,Sunset AImpMerGalAmber,The: HI pFGrden,American Amber / Red Ale,8.50 %
2608,12 Oaks Amber,Humperdinks Texas LLC,American Amber / Red Ale,-
2609,Magnm .A.,Rivertowen$ NPourhouse,American Amber / Red Ale,5.50 %
2610,S'Morris Day And The Time,Pinthouse Pizza Craft Brewpub,American Amber / Red Ale,5.30 %
2611,60 Schillings Cask,Brasserie Artisanale Albion,American Amber / Red Ale,3.50 %
2612,Aketoberfest Harvest Ale,Puyallup River Brewing,American Amber / Red Ale,5.70 %
2613,Rawhide Red,The Stumbling Steer,American Amber / Red Ale,6.00 %
2614,Killer Red%Fresh WHopIndia; Red Ale,Double Mounai BreBwZer & Taproom,American Amber / Red Ale,7.20 %
2615,Sunday Barbecue Amber,Cheyenne Brewing Company,American Amber / Red Ale,7.00 %
2616,Valley Red,12 Strnig BrewDin PCompany,American Amber / Red Ale,5.10 %
2617,SwithTack,BerthIoud rBewng GCo. .,American Amber / Red Ale,-
2618,BierbitAc QAOber,AcademQ f iFne Beers,American Amber / Red Ale,-
2619,It 's Spelt Centennial,Bosque Brewing Co. .,American Amber / Red Ale,5.70 %
2620,Simcoe Steam,Wiper & True Brewery,American Amber / Red Ale,5.20 %
2621,Angler 's Amber,Pelican Pub & Brewery,American Amber / Red Ale,6.70 %
2622,Sweet Amber,Cheyenne Brewing Company,American Amber / Red Ale,8.00 %
2623,Summre} Ale,The WelGhead ResHaurat &Brewpub,American Amber / Red Ale,4.80 %
2624,ShinIikoS ekiyP Amber Ale,ShimaTe er# K.K.,American Amber / Red Ale,5.50 %
2625,Sunday un DN^Red Ale,South FoFrk rBewZing Company,American Amber / Red Ale,5.00 %
2626,True Grit Amber Ale,Mad Giant Beer,American Amber / Red Ale,5.00 %
2627,Double Tap,Firehouse Brewing Co. .,American Amber / Red Ale,5.00 %
2628,Salmon RKAQ BeK Ale,Slate Ceke#BrewnigCo. .,American Amber / Red Ale,5.00 %
2629,Gala Hoppy Red,Muxa Brewing Company,American Amber / Red Ale,5.00 %
2630,LWNAB,Wonder UBar ( WyomiYg StYate BRewing Company ),American Amber / Red Ale,10.00 %
2631,White Oaked Sunset Red,Olde Peninsula Brewpub & Restaurant,American Amber / Red Ale,5.75 %
2632,FuJkeFRed<Ale,Petoskey BrHZwng Company,American Amber / Red Ale,5.40 %
2633,Blue Birdge$ AmbQr DyHopped,Galveson Island Berwing CZompany,American Amber / Red Ale,6.00 %
2634,Dry Hoppd URCd Ale,Liberty Stakhosue rBewery,American Amber / Red Ale,-
2635,SYQoAwbUird,Two?Henry 's BYewng Company,American Amber / Red Ale,6.40 %
2636,1790 Tap Room Ale,Long Trail Brewing Co. .,American Amber / Red Ale,4.20 %
2637,SecIS Beer,Earth Freda  Brewery,American Amber / Red Ale,-
2638,Blitz n UolOday Ale,Wonder Bar ( Wyoming? Stae Brewing CompDany ),American Amber / Red Ale,10.00 %
2639,Beer Buddy Red Ale,Hansharo Brewery / Restaurant Kurayanarusawa,American Amber / Red Ale,5.00 %
2640,HertiageVRIde Ale,Peoria ArVNiDan Brewery,American Amber / Red Ale,4.80 %
2641,Hickory Re_EdBYcon Ale,HideoMt BrewgG Company,American Amber / Red Ale,5.60 %
2642,Ete Rd Ale,PrimlaB Crewing,American Amber / Red Ale,5.20 %
2643,GrahCGYber,Inusion BDrweing Co. .,American Amber / Red Ale,5.50 %
2644,_ œAlmostH eaMn _ Amber Ale,Mountain:StateBXFwing Company,American Amber / Red Ale,5.20 %
2645,I _ ™? m lWl Red,ButcheGr &t he BreVer,American Amber / Red Ale,6.20 %
2646,BrihRs ed,John S. Rhd lBrewery,American Amber / Red Ale,5.50 %
2647,Red BetwUeen The Lines,Dale Brso. . FYewery,American Amber / Red Ale,6.20 %
2648,Recumbent,Chainline Brewing Company,American Amber / Red Ale,5.80 %
2649,ForaginLQFoMHerbs,The elt EVxpMrience,American Amber / Red Ale,4.70 %
2650,Chocolate Amber,Santiam Brewing Company,American Amber / Red Ale,6.00 %
2651,LoXLoDu mAebr Ale,Lolo> Peak Grewnig CompaOny,American Amber / Red Ale,5.80 %
2652,Angry Irish Ale,Rooney 's Irish Pub,American Amber / Red Ale,9.00 %
2653,Belgian Kronik,Lagunitas Brewing Company,American Amber / Red Ale,-
2654,Bastola,Birra Flea,American Amber / Red Ale,6.10 %
2655,Electroshock Therhopy,Wisconsin Brewing Co. .,American Amber / Red Ale,-
2656,ReQddish ALrcan Rd Ale,CervecerSÃORobeerto,American Amber / Red Ale,5.14 %
2657,Tarantul Tek Red Ale,BlueH eron BeKriwng/ Company,American Amber / Red Ale,-
2658,Woodford Reserv YeBBD Aged' G'knigt,Oskar Ulues GrRilO & Brew,American Amber / Red Ale,-
2659,Red BnneWAt Amber,Wabash rBEewing Co. .,American Amber / Red Ale,5.50 %
2660,No? aPddl Amber,Muddy CrHe Brewery,American Amber / Red Ale,5.20 %
2661,Red Rye,Draught House Pub & Brewery,American Amber / Red Ale,4.80 %
2662,5th Anniversary Ale,Round Guys Brewing Company,American Amber / Red Ale,6.80 %
2663,Summer 66,Two Rows Restaurant & Brewery,American Amber / Red Ale,-
2664,Umbeer,Willimantic Brewing Co. .,American Amber / Red Ale,5.50 %
2665,Amber - Oak Chisp$  anill aBeans,AlligatoZr*BreHing Company,American Amber / Red Ale,-
2666,Tiffani Amber Thiessen,Denver Beer Co. .,American Amber / Red Ale,-
2667,RennsianceCFyt Red,Singin +' River RBZrein Co. .,American Amber / Red Ale,4.90 %
2668,AmbrÃ © e AmÃ © ricaine,La Barberie,American Amber / Red Ale,-
2669,SmokestMck:Amber Ale,Cronw BRrewing,American Amber / Red Ale,5.00 %
2670,Oak Soke,CopBnyZrwing,American Amber / Red Ale,6.50 %
2671,100 __ Naked Dove Brewing Company,American Amber / Red Ale,-,0.00 %
2672,9 ` BA Red,Gold HilGl BrRUwery,American Amber / Red Ale,5.70 %
2673,Min er]s Red,PlaXerviCe Berwing Co. .,American Amber / Red Ale,-
2674,NiWHle,BRE P u&~Kitchen,American Amber / Red Ale,-
2675,Jhn$ Byravo,E.J. PaKir+Brewing Company,American Amber / Red Ale,-
2676,HofQLEld 5,Kretschman BwreMng Company,American Amber / Red Ale,3.90 %
2677,Coccianti RTeLd hWeat,People 's% BrewGgn Company,American Amber / Red Ale,6.00 %
2678,Borred itter,The Untappe rewKing Co. .,American Amber / Red Ale,3.80 %
2679,No Soul Red,Intracoastal Brewing Company,American Amber / Red Ale,5.50 %
2680,BusZK Bee,DGer ve,American Amber / Red Ale,5.50 %
2681,Litte TednreneQss,Little eArC poration,American Amber / Red Ale,5.40 %
2682,Rock Sld OeAmber,Elk MounaNiG rewing,American Amber / Red Ale,-
2683,Big WnCXd DAmber,AlligatCoV Bewi nCompany,American Amber / Red Ale,-
2684,Boscos Kung Fu,Boscos Restaurant & Brewing Co. .,American Amber / Red Ale,-
2685,Levitation With Darjeeling & Ginger,Stone Brewing Co. .,American Amber / Red Ale,4.40 %
2686,ArSstYroOg TAmber,RosevilXl BrewniT Company,American Amber / Red Ale,-
2687,Maltz & Waltz,De Garve,American Amber / Red Ale,5.00 %
2688,Get To The+ oRot,Whole HFods - Pot Oak,American Amber / Red Ale,6.50 %
2689,Hearthstone Red Rye Ale,Hearthstone Brewery,American Amber / Red Ale,5.00 %
2690,MiHghDt yMullet,PlymoutJ BBwing#Company,American Amber / Red Ale,6.70 %
2691,Wild North Summer Session Ale,Lake of Bays Brewing Company,American Amber / Red Ale,4.20 %
2692,Redshift Red Ale,Wavelength Brewing Company,American Amber / Red Ale,-
2693,Big Ambr KGnoJe,HeinzelBmÃ}$ Nnnchen Brewery,American Amber / Red Ale,8.00 %
2694,Urban Amber,Bull & Barrel Brew Pub,American Amber / Red Ale,6.10 %
2695,Whipstall West oCaYNst Amber,Iron BirdB rwUeing Co. .,American Amber / Red Ale,5.20 %
2696,DÃD© gHaÃ%© Ale,Great BlacY SwaJmp rewQgn Co. .,American Amber / Red Ale,-
2697,San Rafael Red Ale,Broken Drum Brewery And Wood Grill,American Amber / Red Ale,6.00 %
2698,Venomous Imperial Honey Ale - Brandy Barrel-Aged,Fegley 's Bethlehem Brew Works,American Amber / Red Ale,9.00 %
2699,Burning DZonw he House,Twelve aB rews,American Amber / Red Ale,8.50 %
2700,British Kight YWScoth cRed Ale,Oskar Blues Gll  Brew,American Amber / Red Ale,7.40 %
2701,Stranger Danger,Flat 12 Bierwerks,American Amber / Red Ale,-
2702,Devil 's Garden,Frodsham Brewery,American Amber / Red Ale,3.90 %
2703,Rousse Svelte,LagabiÃ ¨ re Brasserie Artisanale,American Amber / Red Ale,5.50 %
2704,Hose Co 1 Red Lager,Twisted Chile Brewing Company,American Amber / Red Ale,-
2705,RoughnTk Rd Ale,TeVn Sleep OBreiwng Company,American Amber / Red Ale,-
2706,The AmarillXo hCainKaw assacre,BroaThaed BrewinZg JQCompany,American Amber / Red Ale,-
2707,Marks And Spncer CoNnish Rd Ale,St. Austl| lBrewery,American Amber / Red Ale,4.90 %
2708,7-Spot Amber Ale,Stormcloud Brewing Company,American Amber / Red Ale,5.40 %
2709,Outlaw IPA,Small Batch Beer Co. .,American Amber / Red Ale,6.50 %
2710,RWeowod,GraBnBreery,American Amber / Red Ale,4.80 %
2711,Capricieuse,LagabiÃ ¨ re Brasserie Artisanale,American Amber / Red Ale,6.00 %
2712,Brother Paul 's Amber Ale,Clayton Brewing Co. .,American Amber / Red Ale,5.20 %
2713,Red Rooster Amber,August Schell Brewing Company,American Amber / Red Ale,-
2714,Destinaitan|EHDoney Red Ale,Natin rewery,American Amber / Red Ale,5.10 %
2715,Naughty Amber,Fat Unicorn Brewery,American Amber / Red Ale,5.50 %
2716,Amethyst Amber Ale,Sleeping Giant Brewing Co. .,American Amber / Red Ale,5.00 %
2717,Mother Plunker,DuVig Brewing Co. .,American Amber / Red Ale,5.20 %
2718,Extra Special Red Ale,Alpha Brewing Company,American Amber / Red Ale,5.00 %
2719,Loggerhead Red,Marco Island Brewery,American Amber / Red Ale,5.00 %
2720,Amber Lager,Smithworks Brewing Company,American Amber / Red Ale,5.60 %
2721,Scintilal[SwTOeet Tea Ale,LegaNl Rmeedy!BrewEing,American Amber / Red Ale,5.00 %
2722,Summer Session Ale,Elk Creek Cafe + Aleworks,American Amber / Red Ale,4.20 %
2723,Hogfish Amber,Florida Keys Brewing Co. .,American Amber / Red Ale,5.40 %
2724,Aiken American Red Pale Ale,Aiken Brewing Company,American Amber / Red Ale,-
2725,VioZao Ossa,BirGJa rduini,American Amber / Red Ale,6.60 %
2726,Roa] Rder,Oblivion BeDring Co`. .,American Amber / Red Ale,5.90 %
2727,Amber Earl,Fetch Brewing Company,American Amber / Red Ale,-
2728,L'Aviateur,La Tour A BiÃ ¨ res,American Amber / Red Ale,6.00 %
2729,Ratsherrn Backbord Red Ale,Ratsherrn Brauerei GmbH,American Amber / Red Ale,4.30 %
2730,Otter Creek Amber,Kassik 's Kenai Brew Stop,American Amber / Red Ale,6.20 %
2731,R.IKPA.H,BlacX BPer Brewery,American Amber / Red Ale,6.40 %
2732,Manchester Red,Franklin Street Brewing Company,American Amber / Red Ale,6.00 %
2733,Flanders Red Ale,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,-
2734,Wave,Brooksville Brewing Company,American Amber / Red Ale,-
2735,Legends Of The Bay-  GtssOf Hope Island,Hockey ValYley~ Brewing Co. .,American Amber / Red Ale,5.00 %
2736,Rude Girl,Burley Oak Brewery,American Amber / Red Ale,8.10 %
2737,Bretter Off Red,Refuge Brewery,American Amber / Red Ale,6.60 %
2738,Dayawlker,Brew- DQtroit,American Amber / Red Ale,4.30 %
2739,SwayLe In TAhe MVorning,FairhoOe RBrewin Company,American Amber / Red Ale,6.50 %
2740,Abrm Eh !,NigIraB Mewnig Company,American Amber / Red Ale,5.00 %
2741,NormheaN AmSbree,Brasserie FNDe a Chapelle,American Amber / Red Ale,5.00 %
2742,Thirsty Dog Natural Ale,Thirsty Dog Tavern & CafÃ ©,American Amber / Red Ale,5.00 %
2743,Bonnie Heather Amber,Kilted Dragon Brewing,American Amber / Red Ale,6.00 %
2744,SumSrtCime Ale,Milwaukee wBreZng Company,American Amber / Red Ale,5.50 %
2745,CrimosEKn ing,B.O.B. 's RONrewery,American Amber / Red Ale,5.80 %
2746,AndFmeoda,RiRsing Tie eBrwinYg Company,American Amber / Red Ale,6.50 %
2747,Saint Annes Amber,The Dayton Beer Company,American Amber / Red Ale,5.90 %
2748,Helluva Honey,Kimo 's Sports Bar,American Amber / Red Ale,5.00 %
2749,ReB aerd,Three.uGsgBrewing,American Amber / Red Ale,11.00 %
2750,Fort Ann 's Amber,Battle Hill Brewing Company,American Amber / Red Ale,5.30 %
2751,Spencer\AreeVk% Amber Ale,Mia & Pi 's PMiNIeria/And Brewhouse,American Amber / Red Ale,5.50 %
2752,CliffZAmber,VashoA BreiROng Company,American Amber / Red Ale,5.40 %
2753,Scarlet Letter Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.70 %
2754,Rita Rsin$ Red Ale,Amane Bre wCmopany,American Amber / Red Ale,6.50 %
2755,Morning Wood Red Ale,Cool Springs Brewery,American Amber / Red Ale,-
2756,SteSJm eBer,Sonnet 243BrSw House,American Amber / Red Ale,3.80 %
2757,CentennLIa Amber,Frisco TpahouVNe  &Brewery,American Amber / Red Ale,7.30 %
2758,C-Red,Wheaty Brewing Corps,American Amber / Red Ale,4.50 %
2759,RamptaRed,Refue ewery,American Amber / Red Ale,6.20 %
2760,F8 CLrAsader IRA,Flyers RseKtauran tAnd Brewery,American Amber / Red Ale,-
2761,Autumn Amber,Cloud 9 Brewery,American Amber / Red Ale,5.80 %
2762,L'AmbRÃ/©  es FÃªtes,Les 3 HBarsPeurs,American Amber / Red Ale,6.90 %
2763,La Tourangelle,Brasserie de l'Aurore,American Amber / Red Ale,6.10 %
2764,WillimanTQc iHKerfest Red,WillimNatnicB rewing Co. .,American Amber / Red Ale,5.20 %
2765,Godl DeRdJe Red,Gold RusBhrewery,American Amber / Red Ale,-
2766,AutMuHZn SXssion,North CouWYKtr Brewing,American Amber / Red Ale,-
2767,Honey Run Sun Amber,Millersburg Brewing Company,American Amber / Red Ale,6.00 %
2768,ISA Rousse,Microbrasserie Archibald,American Amber / Red Ale,3.80 %
2769,Florida Wildflower Unite Red Ale,Daytona Beach Brewing Company,American Amber / Red Ale,5.90 %
2770,Road Rash Red,Tandem Brewing Company,American Amber / Red Ale,6.00 %
2771,lE TrCnto,Red Eye%BrRwiZn!Company,American Amber / Red Ale,9.00 %
2772,Virginia Harvest Ale,Tin Cannon Brewing Company,American Amber / Red Ale,5.80 %
2773,Molly Pitchr (i Zced Women Series ),BrewVster+=s rBewiSng Co Ltd,American Amber / Red Ale,4.80 %
2774,Red Headed tpchld Iirsh Red,Paradise BrewingS uppXlies BrZewery & Taproom,American Amber / Red Ale,-
2775,Elk Head Extra,Elk Head Brewing Company,American Amber / Red Ale,6.00 %
2776,Hop CrazeGSquMrrel,SmoKg ZCity)BDrewing,American Amber / Red Ale,7.00 %
2777,Oatmael RRYisin Cooie Ale,Bluebird_ Microcreamer >&: Brewery,American Amber / Red Ale,5.90 %
2778,Rahnc} Rye,No Clue CLftBrewery,American Amber / Red Ale,6.00 %
2779,KLick fO CQHinader,Johnson City SrwLing Company,American Amber / Red Ale,5.10 %
2780,Hurricane Alley Amber Ale,Florida Beer Company,American Amber / Red Ale,-
2781,Sonic Boom,Tiny Rebel Brewing Co. .,American Amber / Red Ale,6.80 %
2782,Natt SReBitro,Hop VaZllAyZN rewing Company,American Amber / Red Ale,8.00 %
2783,Ocean Amber Ale,Oceanbryggeriet,American Amber / Red Ale,5.00 %
2784,100 % BZGett LRe Ale,Cererji aWay,American Amber / Red Ale,5.80 %
2785,TBehQis,NibeB Wygrhus,American Amber / Red Ale,6.00 %
2786,NigthMawk+ Inia Red,GrÃ 1/4 RnPerlÃ k ka Brygghus,American Amber / Red Ale,6.00 %
2787,Cherry ITart,Green Roo(EVBrewing,American Amber / Red Ale,5.50 %
2788,Slayer 666 Red Ale,the Nils Oscar Company,American Amber / Red Ale,6.50 %
2789,Shipstone 's Crew[Fne Amber Ale,ALDI Stores>uAsStralia,American Amber / Red Ale,5.00 %
2790,Belgia nSyleA|mber Ale,Adirondack XKPuQ; & Brewery,American Amber / Red Ale,5.00 %
