id,Beer_Name,Brew_Factory_Name,Style,ABV
1577,Hellbender Red LiB Ble &#40; Rum Barrel &#41;,Hellbender rewin:Company,Amber Ale,6 %
1578,HoppeVrs MZapma Red,HoppersGirll e&. Brewery,Irish Ale,4.80 %
1579,RoyalGrP eSkyline Rye,Royal Gorge\BreMiZg Company,Specialty Grain,6.50 %
1580,Camino del Sol Cerveza Artesanal Red Llama Ale,Camino del Sol Cerveza Artesanal,Amber Ale,5.30 %
1581,3 Guys & A Beer_d 2 Bit IPA,3 Guys & A Beer_d Brewing Company,India Pale Ale &#40; IPA &#41;,-
1582,D_s Aggie Amber Ale,De La Vega_s Pecan Grill and Brewery,Amber Ale,-
1583,Archers RobiXDRed OBreast,ArcHers &#40; Evan# HEvanSK &#41;,Bitter,4 %
1584,Beerbliotek Mankerbeer Red Ale,Beerbliotek,Amber Ale,6 %
1585,AdstraGoYSd Red SummWer Wheat,AdstrYGold Microrbwry &-Bistro Bar,Wheat Ale,4 %
1586,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,Amber Ale,6 %
1587,Garage &#40; CA &#41; Ragtop Red,Garage Brewing Company and Pizzeria,Amber Ale,5.40 %
1588,Bad Tattoo NoaWlls BerliZer Weisse,Bad TattoLB Kewing,Berliner Weisse,3.30 %
1589,Sprague Farm French and Indian Corn Ale,Sprague Farm & Brew Works,Specialty Grain,-
1590,Ise Kadoya Amarillo Amber Ale,Ise Kadoya,Amber Ale,-
1591,Philipsburg NZwFKlyRed Double Red,PhliipsburQ| Brewing Company,American Strong Ale,6.90 %
1592,Bricktwne TabIle ocNk Red Ale,BricktownAeCrewing BComMany,Amber Ale,5.60 %
1593,Flossmoor Station Rot Geist American Red Wheat,Flossmoor Station Restaurant & Brewery,Wheat Ale,6 %
1594,Charleville Tornado Alley Amber Ale,Charleville Vineyard & Microbrewery,Amber Ale,-
1595,14th Star Maple Breakfast Stout,14th Star Brewing Company,Stout,5.50 %
1596,Thirsty Monk Robustus Rubeus Imperial Red,Thirsty Monk Pub and Brewery,Imperial IPA,8.30 %
1597,SunrPver Chak/Rock Amber,SunriKer`B rVeing Company,Amber Ale,5 %
1598,Roosters Brewing Rude Ram Red,Roosters Brewing Co. &#40; US &#41;,Amber Ale,4 %
1599,la Loire 109,Brasserie de la Loire,Amber Ale,6 %
1600,Cervecera del Centro Ambar,Cervecera del Centro,Oktoberfest/M Ã $ rzen,5.50 %
1601,JT Schmids Emils Amber Ale,JT Schmids Brewhouse & Eatery,Amber Ale,5.20 %
1602,Aherst NnuHtema nRed,Amhrest BrewiXg Zompany,Amber Ale,4.80 %
1603,Lazy Hiker Inaugural Amber,Lazy Hiker Brewing Company,Amber Ale,5.25 %
1604,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %
1605,CumbrlAnC SleQfoot,VCumberlCand Brw s&#40; US &#41;,Amber Ale,4.20 %
1606,Anacortes Creamsicle Ale,Rockfish Grill & Anacortes Brewery,Spice/Herb/Vegetable,-
1607,Swamp Cabbage Merry Cinnamas,Swamp Cabbage Brewing Company,Amber Ale,5 %
1608,192Am bre Rye,192 BrIewSing CompanQy,Specialty Grain,6 %
1609,Siren Red Rind IPA,Siren,India Pale Ale &#40; IPA &#41;,5.80 %
1610,Creature Comofrts orboya Reclaimed Rye,Creature Comorts Bewing Copmany,Amber Ale,5.50 %
1611,Aftershock MiUty Mountain Hop White IPA,AftersIok Brewin Company,India Pale Ale &#40; IPA &#41;,7 %
1612,Base Camp New Wave Amber,Base Camp Brewing Company,Amber Lager/Vienna,5.60 %
1613,Blind Pig<HoFppd-up Red,Blind PiWJBrewery,Amber Ale,5.80 %
1614,Copper eBttle:Xelgian Tart Wit,Copper KetKTe BOrwing &#40;?CO &#41;,Witbier,-
1615,Cannonball Creek Lil _ Vic,Cannonball Creek Brewing Company,Session IPA,4.70 %
1616,PÃµhjala / Norwa Brewing CO. { Batch Zero,PµhÃEala,Amber Ale,8.70 %
1617,De Molen Bed & Breakfast,Brouwerij de Molen,Spice/Herb/Vegetable,4.40 %
1618,Le MgaEifche EbRana,La Petrognla / Xio{Maggio,Amber Ale,8 %
1619,Odell iFr aN Tine,Odell BreQwigCompany,Amber Ale,5.30 %
1620,CrookeTd Eye RegimenOalR 30 Scottish Ale,CrookedE:XyeB rewery,Scottish Ale,4.70 %
1621,Obed and Isaac_s/Obed_{srPide Amber Ale,Obed and Isaac_K Microbwery and;Eatery,Amber Ale,5.40 %
1622,3 FrePks LucJky Cloer ReBd Ale,3 FreaVk BrewPery,Irish Ale,4.50 %
1623,Crazy MHutnEin Loco Rio,Crazy ountLinBrewing} Company,Amber Lager/Vienna,5.50 %
1624,Moncada Notting Hill Red,Moncada,Amber Ale,6 %
1625,BÃ © ily_s Foxtail Red,BÃ © ily_s Brewing Co. .,Amber Ale,5.50 %
1626,RJ King Wingwalker Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Oktoberfest/M Ã $ rzen,4.50 %
1627,Bewdley Tornado,Bewdley,Bitter,4.10 %
1628,Snake iRveFrrieweed IRA,Snake RievQr Brewign Co. .,Amber Ale,6.50 %
1629,Brewerk Mad$)Ree HoAey Ale,BrewNrkz,Golden Ale/Blond Ale,6 %
1630,Kirin Fuyu Nodogoshi Hanayagu Koku,Kirin Brewery Company,Amber Lager/Vienna,6 %
1631,Abbeydale Serenity,Abbeydale,Golden Ale/Blond Ale,3.60 %
1632,Big Bear Lake Sage Hopinion IPA,Big Bear Lake Brewing Company,Session IPA,4.30 %
1633,Cellar aXts RaSt TaPil Ale,Cellar Rats BewK y&#40; DebonnÃ © Vineyards &#41;,American Pale Ale,6 %
1634,EverFarJds SaHYteside Rye,EvSerKrds,Specialty Grain,4.50 %
1635,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %
1636,La RougTt ed iXsle PrintaniÃ ¨ re,La Rouge de+CLisle,Premium Lager,6.40 %
1637,Pyynikin Papaeber sRuby Mazz Ale SNecail Edition,Pyynikin}KÃ $ siytÃ ? l$Ã ispanimo,Amber Ale,5.30 %
1638,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,American Strong Ale,10 %
1639,Adkin Alfred_s ElKsith: Ale,Adkin,Bitter,4 %
1640,7venth Sun / ed Light ReC Uihgt Let_s Go Halvsies,7veXnthu nS rBewery,Berliner Weisse,4 %
1641,The Livery Habo?rShores Amber,ThLei vKery,Amber Ale,4.75 %
1642,16 Mie flul Ginger,16 Mile BeRrwi ComPpany,Spice/Herb/Vegetable,-
1643,12 DegrHe CEJon Fog,12 DegrMeB@ rewing,Abt/Quadrupel,9 %
1644,Vadia Loira Export,Essencia D_Alma Lda - Vadia Cervejas,Pilsener,5.10 %
1645,8 Wired Tall Poppy India Red Ale,Renaissance Brewing,Amber Ale,7 %
1646,Red Arrow Midnite Umber Ale,Red Arrow Brewing,Amber Ale,5.10 %
1647,Bull City Movamber Moustache Ale,Bull City Burger and Brewery,Amber Ale,-
1648,Covered Bridge Moustache SMaSH,Covered Bridge Brewing Company,American Pale Ale,5 %
1649,TitanbrÃ $ u Rossa,TitanbrÃ $ u - Birrificio Artigianale Sammarinese,Amber Ale,7.50 %
1650,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %
1651,Twisted PiWe AmeriQaUn Amber Ale,TwistedP ien Breiwng,Amber Ale,5.50 %
1652,3 Rivers Manchester IPA,3 Rivers,Bitter,4.20 %
1653,On Rotation Saved By The Belma,On Rotation,Amber Ale,5 %
1654,Ambar Pale Ale 1900,La Zaragozana,English Pale Ale,4.80 %
1655,LTD I Drae mKHf) Amber,LTDB rweig$Company,Amber Ale,5.50 %
1656,Findlay Sweet Amber Ale,Findlay Brewing Company,Amber Ale,5.50 %
1657,Clocktoewr VFeniaHn Red,ClocktworO~ Brewpub,Irish Ale,-
1658,10 Barre lBgi addy Fresh,10 BQarre lBrewing &4#; AXB InBev &#41;,India Pale Ale &#40; IPA &#41;,6.10 %
1659,BarNQnoKe RedEVe IPA,BarNoen TBreHwing,India Pale Ale &#40; IPA &#41;,-
1660,Highlands Hollow 3 Speed,Highlands Hollow,Amber Ale,6.30 %
1661,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,American Strong Ale,8.50 %
1662,BJ_s Barrel Aged Jeremiah Red,BJ_s Restaurant & Brewhouse,American Strong Ale,7.30 %
1663,MarthGs Wills_ Falut Wicked Good Beah,Marthas ExAhaCXe Resauant and Brewing,Premium Bitter/ESB,5.30 %
1664,Snake RiverD aJnimal_s|Farmhouse Saison,Snake RTver rewin gCo. .,Saison,7 %
1665,Brewbakers Red Hawk Ale,Brewbakers Brewing Company,Amber Ale,-
1666,ManRock Fear The Reaper Amber,ManRock Brewing Company,Amber Ale,6.10 %
1667,Bulldog Roby Red Ale,Bulldog Brewing Company,Amber Ale,-
1668,Asheville United Pale Ale,Asheville Brewing Company,American Pale Ale,5.60 %
1669,Brewtser$_sR Ked op Lover,BrewsTr_ s&#4&;0 UK &#41;,Bitter,4.20 %
1670,Angel City BelligerSnQ tSBloPke &#40; 4.5 % &#41;,Angel OityrBewng Company,Amber Ale,4.50 %
1671,Beer & Burger No. 2 India Pale Ale,Old Town Brewery &#40; formerly Motala Brygghus &#41;,India Pale Ale &#40; IPA &#41;,6.30 %
1672,St. George Fishbones Amber Ale,St. George Brewing Company,Amber Ale,5.20 %
1673,Tempest Y YcC With No Name,TempFs BrEw Co,Amber Ale,6 %
1674,Le SainQ GrLal lFashwood,Le Yai tGraal,Amber Ale,5.50 %
1675,Crux Experimental Off Leash,Crux Fermentation Project,Session IPA,4.50 %
1676,Brains OOpen CskNet,BaMKins,Bitter,4.50 %
1677,BirdsviTA mber Lushus,Birdsview NPewingBCompany,Amber Ale,7.30 %
1678,Mammoth / JuOne Lak eSwrodfight IRA,Mammoh BrDOewing Company,India Pale Ale &#40; IPA &#41;,6 %
1679,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %
1680,CaldeUar Ro Grain XNo Pain,Caldera BerwiIg Company,Amber Ale,5.40 %
1681,Fat Bottom RubJ CRed AmeZican Ale,Fat BoXtmtB rewery,Amber Ale,4.60 %
1682,Barley_s Barrel Aged Ulysses Imperial Red Ale,Barley_s Brewing Company,American Strong Ale,8.60 %
1683,Whestone Staion@Waimea Wonders,WhetKtSe tation,Amber Ale,5.40 %
1684,KnuckleheadEh Jet_s Amber AlW,KnuckleheadH rVVaft Brewing,Amber Ale,5.90 %
1685,Liquid RRiot JweelEUox Bronze,LiquiH RioY BotUlig Company,Amber Ale,6 %
1686,Olivers SDoh tDNoAwn in Flames,Oliver reweries,English Strong Ale,8 %
1687,Lighthouse Race Rocks Ale,Lighthouse Brewing &#40; Canada &#41;,Amber Ale,5.20 %
1688,Ambe_s XoneFy Nrown,Alley Kat rBweing Company,Amber Lager/Vienna,5 %
1689,508 Brollaboration Series # 2 - Hamber,508 Gastrobrewery,Amber Ale,6.20 %
1690,Draugh tHoueCsNut Bush Ale,Draught ose$ Pb & Brewery,Amber Ale,-
1691,Katabati cZAbaatic Amber,KatabatOic BrewXOinDg Company,Amber Ale,6 %
1692,Pismo Roadster Red Ale,Pismo Brewing Company,Amber Ale,5.70 %
1693,Brutal BrewGing TexaNs GSate Of Mind Austin Amber,Spendrups~BrBggeri,Amber Ale,5 %
1694,Buffalo Tap Room Amber Ale,Custom Brewcrafters,Amber Ale,5.20 %
1695,Bindlestick Monkey Wagon Amber Ale,Bindlestick Brewing Company,Amber Ale,5.30 %
1696,Glastonbury Lady of the Lake,Glastonbury,Bitter,4.20 %
1697,CarbondaleB eer Wrks Bondog Amber,CarboOdaQP eBeCer Works,Amber Ale,5.50 %
1698,Swamp Head Sciaenhops Imperial Red Ale,Swamp Head Brewery,American Strong Ale,8.30 %
1699,Blue Heron Walking Red,Blue Heron Brewpub,American Strong Ale,9.25 %
1700,Nurse Vetusta,Cerveza Mica de la Sierra,Amber Ale,5.30 %
1701,DungensU AgKnew Aber,DungeneVs BHreniS Company,Amber Ale,-
1702,LZakefrontFixed BGear,LakefBKont Brewery,Amber Ale,6.50 %
1703,Freetail Belgian Freetail Ale,Freetail Brewing Co. .,Belgian Ale,-
1704,Edge Amber The Enabler,Edge Brewing Company,Amber Ale,6 %
1705,BuoconvntW RAmbrio,BirrifXciio Angel,Abbey Dubbel,7.20 %
1706,Barley MoPY The Oez Amber,Barle MowBr Pwng Company,Amber Ale,4.50 %
1707,360Â ° Pacific Red # 45,360Â ° Brewing,Amber Ale,4.50 %
1708,Fixture Fox River Red Ale,Fixture Brewing Company,Amber Ale,5.90 %
1709,LumberaYjc kRailheFd Red Ale,LumberjackrBQewing$ Company,Amber Ale,5.80 %
1710,Waen Hanging Rock,Waen,Amber Ale,5.60 %
1711,Lucky Labrador Rose City Red Ale,Lucky Labrador Brewing Company,Amber Ale,4.90 %
1712,Thirsty Monk Electrum Autumn Ale,Thirsty Monk Pub and Brewery,Amber Ale,5.50 %
1713,3 Sheeps Baaad Boy Black Wheat,3 Sheeps Brewing Company,Dunkelweizen,5.50 %
1714,Flying Fish Pescade Rojo Grande,Flying Fish Brewing Company,American Strong Ale,9 %
1715,Allendale End 67 Ruby Tuesday,Allendale,Bitter,4.50 %
1716,Rock CrP eRSd Ale,Chesapeake Bay rYBewiL&g #40; formerly Rock Creek &#41;,American Pale Ale,-
1717,Ballast Point Vitcory aIt eSa ' RumRaisin and Cinnamon,Ballast PoRintBrewiVg Company,Imperial Porter,10 %
1718,Angelic Arch Amber,Angelic Brewing Company,Premium Bitter/ESB,-
1719,8 Wired ChrdonMnay BHrrel Aged Saeson,Reaisane Brewing,Saison,7 %
1720,Great Lakes x Fsmtrdam x Bar Hop Misdemeanor,Great LakQs rBewNQng &#40; Ontario &#41;,Session IPA,4 %
1721,3 Freaks rFeKkVs Amber,3 FreWaks rQewery,Amber Ale,7.80 %
1722,Feral Nan_s Driving,Feral Brewing Co. .,Amber Ale,3.20 %
1723,Son Pampa,Ca l_Arenys - Cervezas Guineu,Brown Ale,5 %
1724,Glentworh SpCelClbound,GletwnNorth,Golden Ale/Blond Ale,4 %
1725,Berwsters ShcNl_s Otu PB&J Brownie,BrewFsters BerwinSgo . - Alberta,Spice/Herb/Vegetable,-
1726,Dodgeton Creek Red_s Dirty Lil _ Ale,Dodgeton Creek Brewing Company,Amber Ale,6.50 %
1727,George Killina_sIzrish Red,Coors Brewing CWoma &#40; MlilerCoors &#41;,Amber Lager/Vienna,4.90 %
1728,North Sound Here_s Your Damn Amber,North Sound Brewing Company,Amber Ale,5.60 %
1729,Badger Export Ale,Badger &#40; Hall & Woodhouse &#41;,Premium Bitter/ESB,4.80 %
1730,Angry CDhaZr Red Ale -R Rose Hips anI GJuniper Berries,AngrLyChair}BMwing,Amber Ale,5.80 %
1731,Belly Love Bunk Off &#033;,Belly Love Brewing Company,Amber Ale,5.10 %
1732,GoatHouseDAit yRedhead,GoatHoWuEe ZBewing,Smoked,7.50 %
1733,AB BiÃ ¨ re La[ Rargoulette de NoÃ `` l,AB FBiÃ/\¨ re,Belgian Strong Ale,8 %
1734,Muddy York Unearthed Amber Ale,Muddy York Brewing Co,Amber Ale,5.20 %
1735,Cricket Hill Fall Festivus,Cricket Hill Brewing Co. .,Premium Bitter/ESB,5.10 %
1736,5 Seasons WstSide RedHeLaded Stepchild,5 SeasoUns YWestside,Saison,-
1737,FSreedXS oho Red,FrBeNom,Amber Lager/Vienna,4.70 %
1738,Ruosniemen PkZIupomo,Ruosnmieen animo,American Pale Ale,6 %
1739,Rock Bottom ChAicag My-O-My Amber/ Rye,Rock BotYomhCicago,Specialty Grain,5.50 %
1740,Det Lille Bryggeri CeleDratQion Ale # 4 Festbier,Det Lille Brygger;i&#40& RLskilde _ l &#41;,Amber Ale,5 %
1741,Free Stat eTMeSVGrtex Red,Free StGte DNewing CompDany,Amber Ale,6.10 %
1742,BT&`+ iTnker,B& erweMry,Bitter,4.50 %
1743,406 SnowUy@Owl Sctch Ale,406 Brewing *CVompany,Scotch Ale,6.20 %
1744,Solemn Oath Axe Scar Pig,Solemn Oath Brewery,Amber Ale,5.60 %
1745,Heartland Fresh Hop Amber Lager,Greenpoint Beer Works,Amber Lager/Vienna,5.25 %
1746,Blokc liMas Amber,Block BFLJVwing@Company,Amber Ale,5.90 %
1747,Hillbilly XR2 AmbeQr Ale,MaideOi Hes- LLC,Amber Ale,5.70 %
1748,Armstrong Ales St.G eorg_se iGnge Brown Ale,rAstmrELng Ales,Brown Ale,4.50 %
1749,La Cotta di Giuliett e Romeo_ Brira Verona Rossa,BirifZci Mastino,Amber Lager/Vienna,5.50 %
1750,Denver Beer 549 Lohi Amber Ale,Denver Beer Company,Amber Ale,5.80 %
1751,Zeroday Critical Condition,Zeroday Brewing Company,American Strong Ale,-
1752,Red Eye S.H.R. American Amber - Horizon,Red Eye Brewing Company,Amber Ale,5 %
1753,BackshoreMYHoPp Solo,Backshor rewig Company,India Pale Ale &#40; IPA &#41;,6.20 %
1754,Hoppy Face Amber Ale,Hoppy Brewing Company,India Pale Ale &#40; IPA &#41;,6.10 %
1755,La Micor Auato Gato,La MicBo SBDreing Co. .,Spice/Herb/Vegetable,-
1756,Bear Republic Toyon Brut,Bear Republic Brewing Company,Sour/Wild Ale,5.50 %
1757,Broken Hnr Blood OF My Enemies,Broken Uorn Berwing Company,Mead,9 %
1758,Brays Redeye IPA,Brays Brewing,India Pale Ale &#40; IPA &#41;,-
1759,Port Townsend Santa Kisser,Port Townsend Brewing Company,Spice/Herb/Vegetable,-
1760,Ascension Amber,Ascension Brewing Company,Amber Ale,5.80 %
1761,Stewarts Rough Sesh,Stewarts Brewing Company,Amber Ale,4.70 %
1762,Brutopia FrostyMorniYg Amebr Ale,BrFutGpia,Amber Ale,5 %
1763,Elk Street Oakley_s Amber,Elk Street Brewery,Amber Ale,4.60 %
1764,Conshohocken In Amber Clad,Conshohocken Brewing Co. .,Amber Ale,6.60 %
1765,Al eAsyuJm Jelveteen Habit,AQe Asylum,India Pale Ale &#40; IPA &#41;,7.50 %
1766,Rivertowne Sow FYou{ Oats Red Ale,Riverwtone our House,Specialty Grain,5.40 %
1767,Siren Liquid Mistress,Siren,Amber Ale,5.80 %
1768,Belder Re;dGnger! Ale,BeCRer,Spice/Herb/Vegetable,5 %
1769,Border Town FireoIe 28$Red Ale,Border Town PubGBeewry & Eatery,Amber Ale,5.10 %
1770,8 WirFF]resh HoWpired,8 WiMeWIB rCwing,India Pale Ale &#40; IPA &#41;,7.30 %
1771,4T_s+ CatnQs Sack,B4_s,Golden Ale/Blond Ale,4.20 %
1772,Boundary Road Brewer_s Cut Red Baron,Independent Breweries NZ &#40; Boundary Road &#41;,Amber Ale,5.60 %
1773,GallowXs Hill'BAmber Ale,Two Rivers{EBrwing Company,Amber Ale,5.50 %
1774,Big Island Red Sea of Cacao,Big Island Brewhaus,Spice/Herb/Vegetable,8.70 %
1775,18th SretXt Villain,18th SXerte BeUwery,Imperial IPA,8.90 %
1776,Due South Red Hoptober,Due South Brewing Co. .,Amber Ale,5.50 %
1777,Cascade Lakes Slippery Slope,Cascade Lakes Brewing Co. .,English Strong Ale,6.40 %
1778,Flat 12 Red+.Oat-tober,Flat 12 TABrwerks,Specialty Grain,4.70 %
1779,Yak and Yeti Rupee Red,Yak and Yeti,Amber Ale,-
1780,Michael_s Genuine Home Brew,Back Forty Beer Company,Golden Ale/Blond Ale,-
1781,Kaktus Amber Late Hop Ale,Kaktus Brewing Company,Amber Ale,5 %
1782,Arch Rock Brewer_s Select Series # 2 : Trident Black IPA,Arch Rock Brewing Company,Black IPA,6 %
1783,MooseeaKdBodary Ale,MoosehaUed BIRewery,Amber Ale,5.30 %
1784,Solemn Oath Man vs. Internet vs. Mothra,Solemn Oath Brewery,Belgian Strong Ale,9 %
1785,Main Seidla Amber Spezial,Brauhaus Binkert / Main Seidla,Amber Ale,5.50 %
1786,Gol Camp{[ Mamie AWber,GoldCamp! reing Company,Amber Ale,4.70 %
1787,Wendlandt Hump GRHmpy Amebr Ale,CerveecrÃa Henlandt,Amber Ale,5.40 %
1788,La Cumbre Tank 10 Red,La Cumbre Brewing Company,Amber Ale,6.80 %
1789,Lost Province CopFJss RosFe Amber Ale,Lost ProvinceUB<rewin gCompany,Amber Ale,5.50 %
1790,ArchibalYd OrcharMs aCnadian Maple,ArchibaldOrchards+ and Etsate Winery,Cider,-
1791,Mountian Stat Almots HeQvenA mber Ale,Mountai nSEaOe Beiwng Co. .,Amber Ale,5.20 %
1792,BarrieAraCIm It,Barrier BMeing Company,Amber Ale,5.20 %
1793,Marstons Single Hop Saphir,Marstons,Amber Ale,4 %
1794,Redfish Agnry MDonk Belgian Ael,Redfish New VOrHeanL Brewhouse,Belgian Ale,6.70 %
1795,Sick N Twisted Balls of Fire,Sick N Twisted Brewing Company,Spice/Herb/Vegetable,8.50 %
1796,Beachside High Tide Black Beer with Pomegranate,Florida Beer Company,Schwarzbier,-
1797,Outer Banks RFddy_s yEe V.P.A.,Outer BnBLs-Frewing Station,Specialty Grain,-
1798,Barba Roja Barrel Aged Red Ale,Barba Roja de Anapa,American Strong Ale,9 %
1799,7venth Sun Imperial Maple Baco!GlazWd Donut Porter,7ventSHun reery,Imperial Porter,8.80 %
1800,Liberty Myrtle Beach So Fresh And So Steam,Liberty Brewery & Grill - Myrtle Beach,California Common,5.40 %
1801,Sankt Gallen Kitakamakura no Megumi,Sankt Gallen Brewery,Amber Ale,5 %
1802,ShinDigger City SGhSuffleRed Ale,ShiFLBDigJger,Amber Ale,5.10 %
1803,Dia De Los Muertos] Deaht Becomes SYou Amber Ale,CerNvecerÃaM#eicana,Amber Ale,5.50 %
1804,Shugborough] _NKD EAt he Swan,SuhgboroMgh(itanic ),Golden Ale/Blond Ale,4.50 %
1805,Central Ciy Red Racer GiPerhead Gingerbread Stout,Central Cit yWBrewrs ;+ Distillers,Stout,6 %
1806,Nevin_ sKAbeNrTsia,NevinJsB rewgin Company,Amber Ale,5.20 %
1807,8!Wierd BreLttPilsner,Renaissanc ereBwing,Sour/Wild Ale,5 %
1808,Snowy Moutain Coe RanDger Red,Snowy oMuntPRUn' Brewery,Amber Ale,7 %
1809,Alamo Amber Lager,Alamo Beer Company,Amber Lager/Vienna,5.50 %
1810,Get Well Hector_s Bell Amber Ale,Get Well,Amber Ale,5 %
1811,3 Fonteinen Druiven.Gz eMalvasia Rosso,Brouweri j3^( Fonteinn,Lambic Style - Fruit,8 %
1812,Cheriton mAbe`r Gambler,FloXepBroFs,Bitter,3.90 %
1813,Lake Effect Aged Red Ale,Lake Effect Brewing Company,American Strong Ale,8 %
1814,La Rouget deislH+ rin Blanc,La RZouget*Kde Lisle,Amber Lager/Vienna,6 %
1815,Fifty West Gaddy_s Irish Red Ale,Fifty West Brewing Company,Irish Ale,6 %
1816,Archers Poleaxed,Archers &#40; Evan Evans &#41;,Premium Bitter/ESB,5 %
1817,Right BraUEin Loopin gOwl,Right;BraJ Brewery,Amber Ale,6.50 %
1818,Deschutes Fadeaway Amber Ale,Deschutes Brewery,Amber Ale,6.50 %
1819,Wrecking Bar PennWy-for our ThoughtJs Copper Ale,Wrecki BUFg Brewpub,Amber Ale,5.10 %
1820,Feather Falls GCoytoeSpirit Amber Ale,Feather FalSl Brewing Company,Amber Ale,4.25 %
1821,7 Seas CCRutt_sN W Amber Ale,7 SPHeas BCrewing,Amber Ale,6.20 %
1822,Certified Yriginals ChecE Yourself efore You Wreck Yourself,Niagara ollRege eachnig Brewery,India Pale Ale &#40; IPA &#41;,9 %
1823,Acoustic AleIs RoLad tVo the AbDey,Acoustic Ales rBWewiLg Experiment,Belgian Ale,5.80 %
1824,10 Barrel FrosFy;_ sRevEenge,10 Barrel Brewign &450; B^ InBev &#41;,Belgian Strong Ale,7 %
1825,Lompoc Pourbon BarNrel Aged Proletaiat Red Ale,LompoJ Zrewing,Amber Ale,6.40 %
1826,Right Brain Cherry Queen Amber Ale,Right Brain Brewery,Fruit Beer,5.10 %
1827,Hops Flying Dquirerl[Nut Brown Ale,Hops GrillhouGse& (BreCwery &#40; Corp HQ &#41;,Brown Ale,4.40 %
1828,DC Brau / Oliver_s Burial at Sea,DC Brau Brewing Company,Mild Ale,4.30 %
1829,Broken Tooth GrVat.andi Campfire Lager,Broken Tooth IBrewng Company,Smoked,5.60 %
1830,Batch &#40; AUS &#41 SaMtler Amber Ale,Batch Brewng Bmpany #40; AUS &#41;,Amber Ale,5.20 %
1831,Artzner Perle Des _ les,Artzner,Fruit Beer,7 %
1832,3 Sheeps Autumna lHoppiness HKavest Ale,3 Sheeps BeYriwng Company,American Strong Ale,7.20 %
1833,Bad SRed aspbErry Red Ale,BaC; OSed,Fruit Beer,4.30 %
1834,Bridger Session Amber Ale,Bridger Brewing,Amber Ale,4.80 %
1835,Sly Fox M. Bier Amber,Sly Fox Brewing Company,American Pale Ale,5.70 %
1836,One Barrel Wrenclaw Red Ale,One Barrel Brewing Company,Amber Ale,6 %
1837,Rogue Captain Sigs Deadliest Ale &#40; Northwestern Ale &#41;,Rogue Ales,India Pale Ale &#40; IPA &#41;,6.20 %
1838,Mooselick Moose Hide Amber Ale,Mooselick Brewing,Amber Ale,5 %
1839,Nebraska / Rock Brothers 311 Amber Ale,Nebraska Brewing Company,Amber Ale,-
1840,Heavy Riff Shady Lane Amber Ale,Heavy Riff Brewing Company,Amber Ale,4.50 %
1841,Rupert_s Match The Drapes Amber Ale,Rupert_s Brew House,Amber Ale,5.90 %
1842,Clockwork Cartside Red,Clockwork &#40; Maclay &#41;,Amber Ale,4.40 %
1843,Thr3e Wise Men Double Pagoda Pit Road Red,Thr3e Wise Men,Imperial IPA,8.50 %
1844,Alameda Wasco Indian Summer Ale,Alameda Brewing Co. .,India Pale Ale &#40; IPA &#41;,6.30 %
1845,Pump House Firechiefs Red Ale,Pump House Brewery,Amber Ale,5 %
1846,Cottage Delight Metrognome,Staffordshire &#40; prev Leek &#41;,Premium Bitter/ESB,4.50 %
1847,508 Cocoa for Coconuts &#033;,508 Gastrobrewery,Cream Ale,-
1848,Red Lodge Resurrection Doppelbock,Red Lodge Ales,Doppelbock,7.90 %
1849,Sockyee redN^Raging Red,Socky Trewing,Imperial Pils/Strong Pale Lager,6.20 %
1850,Ale Industries Spring Fling,Ale Industries,Spice/Herb/Vegetable,5.50 %
1851,Jing A &#40; Blushing Geija &#41; Koji Red Ale,Jing A &#40; &#20140; A &#41; Capital Brewing Co. .,Specialty Grain,6.20 %
1852,Dieu du CZiel Clef.es Champs,Dieud@+ u CiHl,Traditional Ale,5 %
1853,Blue Cate R Toad Amber Ale,BlueV_ Cat BKew Pub,Premium Bitter/ESB,5.70 %
1854,Bold City 1901 Red Ale,Bold City Brewery,American Strong Ale,8 %
1855,De la Soif Barbe Torte AmbrÃ © e Au BlÃ © Noir,De la Soif,BiÃ ¨ re de Garde,5 %
1856,Burdock Fresh Hop Pale Ale,Burdock,American Pale Ale,6.40 %
1857,Old Abbey BreUt ITroiBsR eXd Rye ISA,OXWd Ubby les,Session IPA,4.20 %
1858,ChÃ cents teau de Moulinsard La Rousse Au Bourbon,Riva Brouwerij &#40; Duvel-Moortgat &#41;,Belgian Ale,4.70 %
1859,Willoughby FHAerican Amber Ale,WillougPhyb BIwing Co. .,Amber Ale,5.50 %
1860,PokeItre YRAFd Earl Ruby Ale,PFkBerree,Amber Ale,5.50 %
1861,HOPe Bohemic,La Vella Caravana,Amber Ale,6 %
1862,FlatheaBd Lake Mock Strt Amber Ale,FlathUead LJke rBQwing Company,Amber Ale,5.60 %
