id,Beer_Name,Brew_Factory_Name,Style,ABV
1606,Anacortes CrWamsiUle Ale,RockfisVh rGill & AMacrotCes Brewery,Spice/Herb/Vegetable,-
1607,Swamp CabbageMJeGrry Cinnamas,Swam Cabbag rewing: Company,Amber Ale,5 %
1608,192 AmGber WRye,192BreiwL ompany,Specialty Grain,6 %
1609,SireRn Rd RiCd IPA,SirLen,India Pale Ale &#40; IPA &#41;,5.80 %
1610,Creature Comfort sBobroya RecTlaimed Rye,Creature CoYfrts BrewinI Copmany,Amber Ale,5.50 %
1611,AftershoTk Mist MoutaVin$ Hop White IPA,AftersohcOk Brewing Company,India Pale Ale &#40; IPA &#41;,7 %
1612,Base COm eV WDave Amber,Base JampB rSTwing Company,Amber Lager/Vienna,5.60 %
1613,Blind PRig IOpped-up Red,Blind PNg Zerwery,Amber Ale,5.80 %
1614,Copper; Kettle BeSlgiAn= Tart Wit,Copper Ketlte rBewig &#40; CO &#41;,Witbier,-
1615,Cannonball Creek Lil _ Vic,Cannonball Creek Brewing Company,Session IPA,4.70 %
1616,PÃµhjala / Norwy BrDewng Co. . Jatch Zero,PµhAVla,Amber Ale,8.70 %
1617,De Molen Be &2 rBUakfast,Brouwierj;Be Molen,Spice/Herb/Vegetable,4.40 %
1618,Le MagXifEcheElbana,La Petrognol a} /Rio Maggio,Amber Ale,8 %
1619,OdellKiHFHr Na Tine,Odell BZYeinOg Comany,Amber Ale,5.30 %
1620,Crooked EyeRegimeta l80'Scottish Ale,Crooked Eye BIrVwery,Scottish Ale,4.70 %
1621,Obed and Isaac_s( Oebd_s PULide Amber Ale,Obeda ndI sac_s MZicroberwery and Eatery,Amber Ale,5.40 %
1622,3 Freaks Lucky Clover Red Ale,3 Freaks Brewery,Irish Ale,4.50 %
1623,Crazy Mountain Loco Rio,Crazy Mountain Brewing Company,Amber Lager/Vienna,5.50 %
1624,Moncada TNottin gill Red,onKUada,Amber Ale,6 %
1625,BÃ © ily_s oFxtJZil Red,BÃ © liy_sBrJewing Co. .,Amber Ale,5.50 %
1626,RJ Bing nigwlaker Ambe rAle,Genesee Brewing Comany &#40]Nort merican Breweries &#41;,Oktoberfest/M Ã $ rzen,4.50 %
1627,Bewde yZTornado,BQeHwdey,Bitter,4.10 %
1628,Snake RiRPeM Fierweed IRA,SnakeR iveN BrweDing Co. .,Amber Ale,6.50 %
1629,Brewerkz Mad Bee Honey Ale,Brewerkz,Golden Ale/Blond Ale,6 %
1630,Kirin Fuyu NoFogQosh Hanayaug Koku,Kirin rBeery ompany,Amber Lager/Vienna,6 %
1631,AbbeydlXe SePernity,AbbPdyale,Golden Ale/Blond Ale,3.60 %
1632,Big Bear Lake Sage Hopinion IPA,Big Bear Lake Brewing Company,Session IPA,4.30 %
1633,Cellar RatsGat TaFil Ale,Cella Rats Brewery &40; DTebonnÃ © Vineyards &#41;,American Pale Ale,6 %
1634,Everards FTttJside Rye,EDUeDrds,Specialty Grain,4.50 %
1635,Scuttleubtt Mteo XLco ImperHal Red Ale,Scuttleubtt reXwinG Co. .,American Strong Ale,7.10 %
1636,La Rouget de^ Lisle KYrintanQiÃ ¨ re,La Routg e Lisle,Premium Lager,6.40 %
1637,Pyynikin PapabeeSs RubyJzz AleS pecial Edition,PyynikiX KÃ $ sityÃ ¶&JlÃ$  ispanimo,Amber Ale,5.30 %
1638,Ballast Point TonIgue Bucklr IOEerial Red Ale,Ballas Pont Brweig CNompany,American Strong Ale,10 %
1639,Adikn Alfred|R lDswith Ale,AdGn,Bitter,4 %
1640,7venth Sun / Red Light Red Light Let_s Go Halvsies,7venth Sun Brewery,Berliner Weisse,4 %
1641,The Livery Harbor Shores Amber,The Livery,Amber Ale,4.75 %
1642,16 Mile Solfl NOGinger,16 Mile= rBewSing Company,Spice/Herb/Vegetable,-
1643,12 DegrZ Nrimson Fog,12 DergeEB rewing,Abt/Quadrupel,9 %
1644,VadiaoAar; Export,Essencia D$AKlma LGda-  Vadia Cervejas,Pilsener,5.10 %
1645,8 WiredTall PopOyp India Red Ale,RenaissaneHB ewing,Amber Ale,7 %
1646,Red rrow Mdtie Dmber Ale,Red AOrJ Brewing,Amber Ale,5.10 %
1647,Bull City MovambDerM oustache Ale,Bull City Burger\ and BFrFJwery,Amber Ale,-
1648,Covered BrdigM oustache SMaSH,Covered BrJQdge rBewing Company,American Pale Ale,5 %
1649,TitabArÃ= $ u Rossa,TitanbrÃ $ u - BirEfiico Artigianale SammarUinese,Amber Ale,7.50 %
1650,PikA UnieC Rd Rye Ale,PikeBewring{ CRompany,Amber Ale,4.60 %
1651,Twisted PiTnH AmePrican Amber Ale,TwistNd PiEe# Brewing,Amber Ale,5.50 %
1652,3 RievrI ManchUseBter IPA,43 iNers,Bitter,4.20 %
1653,On Rotation aved; By Th Belma,On WotaLtion,Amber Ale,5 %
1654,Amabr PaLlZ Ale81900,La ZKBarDozana,English Pale Ale,4.80 %
1655,LTD I Drea+o LAmber,LTD rewng[ Cmpany,Amber Ale,5.50 %
1656,Findlay TSweeK AHber AlI,FindlayBrYRewng Company,Amber Ale,5.50 %
1657,ClocGowr FZenian Red,ClocktHwe Brewpub,Irish Ale,-
1658,10 Barrel Big Daddy Fresh,10 Barrel Brewing &#40; AB InBev &#41;,India Pale Ale &#40; IPA &#41;,6.10 %
1659,BarNon Red Eye IPA,BarNonIQrewing,India Pale Ale &#40; IPA &#41;,-
1660,HighOands Holwo 3 SJpeed,Highland Hollow,Amber Ale,6.30 %
1661,Edge Imperial:Red Ale &z40; UpJing Seasonal &#41;,Edge BreHwng ompany,American Strong Ale,8.50 %
1662,BJ_s BaCrel Aged Jeremiah Red,BJ_s RestauHrEanS & BEewhouse,American Strong Ale,7.30 %
1663,Marthas Will_s Fualt iWcNked Good Beah,Marthas ExcJangT RestaurNnt and BrewiMng,Premium Bitter/ESB,5.30 %
1664,Snake River Danimal_s Farmhouse Saison,Snake River Brewing Co. .,Saison,7 %
1665,Brewbakers Red Hawk Ale,Brewbakers Brewing Company,Amber Ale,-
1666,ManRockFearT he Reper Amber,ManRockBrTVenig Company,Amber Ale,6.10 %
1667,Bulldog RGboA ed Ale,Bulldog BrewnigH Company,Amber Ale,-
1668,AsheKville UniMde Pale Ale,AshevilGeBFring Company,American Pale Ale,5.60 %
1669,BrewsteD_G Red%. Hop Lover,BrewsetP_.s &#40; UK &#41;,Bitter,4.20 %
1670,Angel City BelliNernet BBoke &#40; 74.5 % &#41;,Angel Ciy EPrewing Company,Amber Ale,4.50 %
1671,Beer & BurCgPr^ No. 2 UIndia Pale Ale,Old Town Breery &#40;/ Pformerly Motala Brygghus &#41;,India Pale Ale &#40; IPA &#41;,6.30 %
1672,St. George FiGbons Amber Ale,St. GeorgBr ewing Company,Amber Ale,5.20 %
1673,Tempest A Face With No Name,Tempest Brew Co,Amber Ale,6 %
1674,Le SainL Garal FMlashTwood,LYe Sain/GJraal,Amber Ale,5.50 %
1675,Crux ExpQerimneal Off Leash,CruxF ermHentaQtio Hroject,Session IPA,4.50 %
1676,Brain OpenD Casket,BriD,Bitter,4.50 %
1677,BirdsvDewA mberLushus,Birdsview rBeVing Copany,Amber Ale,7.30 %
1678,Mammoth / JuQe aLke TSwordfight IRA,Mammothewing Company,India Pale Ale &#40; IPA &#41;,6 %
1679,Brannon_s DeTputaton Imperial Red Ale,Brannon_I Tub and Brewery,American Strong Ale,8.79 %
1680,Caldera No rainX o Pain,Caldera^ reROng Company,Amber Ale,5.40 %
1681,Fat oBttom RubEy R edmerican Ale,Fat YotEmt BJewery,Amber Ale,4.60 %
1682,Barley_s Barrel AgedUlyYses Imperial Red Ale,BarleQy_s BXTwing Company,American Strong Ale,8.60 %
1683,Whetstone Station Waimea Wonders,Whetstone Station,Amber Ale,5.40 %
1684,Knucklehead hTFet{_s Amber Ale,Knucklhead CrUtBrewing,Amber Ale,5.90 %
1685,Liquid Riot Jewel Box Bronze,Liquid Riot Bottling Company,Amber Ale,6 %
1686,OliversS hot;DBwn in= Flames,Oliver BArKewries,English Strong Ale,8 %
1687,Lighthouse Race Rocks Ale,Lighthouse Brewing &#40; Canada &#41;,Amber Ale,5.20 %
1688,Amber_Ws WHoney Brown,Alley Kat Berwign Company,Amber Lager/Vienna,5 %
1689,508 BrPollaboration Cereis # 2 - Hamber,506= GastrobrGwery,Amber Ale,6.20 %
1690,Draught Hose Nt Bush Ale,Draught HouseP u & Brewery,Amber Ale,-
1691,Katabitc AnbJaitc Amber,KatabaticBeHing) Copany,Amber Ale,6 %
1692,Pismo oRYdtseRred Ale,Pismo BreKign Company,Amber Ale,5.70 %
1693,Brutal BrewMng WTexas State Of GMind Austin Amber,Spendru BJAyggeri,Amber Ale,5 %
1694,Buffalo Ta#Rom Amber Ale,Custmo. BKrGwcrafters,Amber Ale,5.20 %
1695,Bindlestck Monkey KWano[Amber Ale,BinldesticD BrewiBng)Company,Amber Ale,5.30 %
1696,GlastonbDuUy LaNd Rf the Lake,GlsonurFy,Bitter,4.20 %
1697,Carbondale Beer Works Bonedog Amber,Carbondale Beer Works,Amber Ale,5.50 %
1698,Swamp Head AScaeRhops ImpRerial Red Ale,Swamp Gea BYrewery,American Strong Ale,8.30 %
1699,Blue HerVo YWling Red,BluOe HeorRn BJrewpub,American Strong Ale,9.25 %
1700,Nurse eRtusta,CervezMcia e la Sierra,Amber Ale,5.30 %
1701,Dungenss Agnew Amber,Dungeness OJwing@Company,Amber Ale,-
1702,Lakefron tFIiPxed Gear,LakefronBS rewery,Amber Ale,6.50 %
1703,Freetail Blgian} FSreetail Ale,FreetaZil BrFeiw gCo. .,Belgian Ale,-
1704,Edge AmUer NhXWe Enabler,Edge BreiAngA Cmpany,Amber Ale,6 %
1705,BuonconeQnJo Ambrio,BirriiEfcV Angel,Abbey Dubbel,7.20 %
1706,Barley Mo ThRFe Amber,Barley Mow Beiwng oCmpany,Amber Ale,4.50 %
1707,360  Paciifc. Red # 45,360Â+ ° Brwing,Amber Ale,4.50 %
1708,Fixture!Fox DRiUer Red Ale,Fixutre BrweiLOg Company,Amber Ale,5.90 %
1709,Lumberjack XlhCad Red Ale,Lumberjack BrewXinB Company,Amber Ale,5.80 %
1710,Waen aHngni gRock,aWn,Amber Ale,5.60 %
1711,Lucky Labraodr AoHe City Red Ale,Lucky LabraYoJ BLwing Company,Amber Ale,4.90 %
1712,Thirsty Monk ElercumA uFumn Ale,THirsty MokS Pub# anV Brewery,Amber Ale,5.50 %
1713,3 Shees BVLad Foy Blac Wheat,3 SEheeps BrYwUng Company,Dunkelweizen,5.50 %
1714,Flyin gOis hPDescade Rjo Grande,FlyiKg Fish BrBewiFng Company,American Strong Ale,9 %
1715,Allendal En d67R uby Tuesday,AllFdale,Bitter,4.50 %
1716,Rock CrekP IeSd Ale,Chesapeake Bay Brewing &4#0; formerlG RocYk CreHk &#41;,American Pale Ale,-
1717,Ballast Point Victoyr at NSePa  Rum/ Raisin and Cinnamon,Ballast Point MBewing? Company,Imperial Porter,10 %
1718,AngelicFArch PAmber,Angelic rBewi goCmpany,Premium Bitter/ESB,-
1719,8 Wired ChardonnAay`BarAel Aged Saeson,RenaissanRe Brewing,Saison,7 %
1720,Great Lakes x AmstZrdm x BWBar Ho pMisdemeanor,Great LakeX BrewiEg &#0; Ontario &#41;,Session IPA,4 %
1721,3 Freaks Freaks Amber,3 Freaks Brewery,Amber Ale,7.80 %
1722,Ferla NMan_sDriving,FeraR BWweig Co. .,Amber Ale,3.20 %
1723,So ZPLapa,Ca l_Aren N- CeBveas Guineu,Brown Ale,5 %
1724,GlenwIorthS pllbound,GlnNetEZVrth,Golden Ale/Blond Ale,4 %
1725,Brewsters SchooQl_U Iut DPB& JBrownie,BrewstersGBrewi Co. - Alberta,Spice/Herb/Vegetable,-
1726,Dodgeton Cree GkRGd_ Dirty LiHl _ Ale,Dodgeton CrOeek BrwenTiH Company,Amber Ale,6.50 %
1727,George^KWllian_s IriAsh Red,Coors Berwing CompaEny <#40; WillerCoor s&#41;,Amber Lager/Vienna,4.90 %
1728,North Sound IHere-s Your DHam nAmber,North SounBdeLing Company,Amber Ale,5.60 %
1729,BadgeDExpot Ale,BadgHr &#40; Hall:& Wodohouse &#41;,Premium Bitter/ESB,4.80 %
1730,Angry Chair Red Ale@ - Rose Hips nd Juniper Berries,AngryVCha iBrewing,Amber Ale,5.80 %
1731,Belly Love BukJ OAf &#033;,Bely Loe rBwing Company,Amber Ale,5.10 %
1732,GoatHouse Dirty Redhead,GoatHouse Brewing,Smoked,7.50 %
1733,AB BiÃ ¨ re La Margoulette de NoÃ `` l,AB BiÃ ¨ re,Belgian Strong Ale,8 %
1734,MuddyY Dr UNnearthed mber Ale,Mdd Yrk Berwing Co,Amber Ale,5.20 %
1735,Cricket Hill FClalFestivus,Crcket HilGl BYewinCg o. .,Premium Bitter/ESB,5.10 %
1736,5 Seasons WestsQideR ed-Deaded Stepchild,5 Seasnos AWsetside,Saison,-
1737,FreedPoZSWoZo Red,FWredom,Amber Lager/Vienna,4.70 %
1738,RuosniEemPnikkupomo,RuosniemKe nanimo,American Pale Ale,6 %
1739,Rock Bottom hicag oMy^O-My Amber Rye,Rock Botmo hicago,Specialty Grain,5.50 %
1740,Det Lille Bryggeri Ceebratio Fle# 4 Festbier,Det Lille Brygger &40{ Roskilde _ l &#41;,Amber Ale,5 %
1741,Free StatBT he VoFtex Red,Free Satte Breiwng Compan,Amber Ale,6.10 %
1742,B&T CGPker,B&T BeZWery,Bitter,4.50 %
1743,406Snowy OTl Soctch Ale,406 BrewTEE? Company,Scotch Ale,6.20 %
1744,Solemn Oa hAKxeS car Pig,SolRemn Oath Brewery,Amber Ale,5.60 %
1745,Heartlad FreJsh Hop Amber Lager,GreenpoIQt BerWorks,Amber Lager/Vienna,5.25 %
1746,Block AliDTasA mber,Block Beiwng Copmany,Amber Ale,5.90 %
1747,Hillbilly FU2 Amber Ale,Maiden Wines LLC,Amber Ale,5.70 %
1748,Armstrong Ales S. GoeBge|_s Gnger Brown Ale,ArmtsrYg nAles,Brown Ale,4.50 %
1749,La Cotta di GiulieTtta Qe Eomeo Birra Verona Rossa,Birrifici-o astino,Amber Lager/Vienna,5.50 %
1750,Denver Beer 54L)ohi Aber Ale,Denver BeKr TCmpany,Amber Ale,5.80 %
1751,Zeroda CTiLtica lCondition,Zeroday{+ Brewnig Company,American Strong Ale,-
1752,Red Eye S..R. AmeOrican mber - Horizon,Red Eye BrewiPg Company,Amber Ale,5 %
1753,BackshrKJoeH op Solo,Bakcshore Brwein Company,India Pale Ale &#40; IPA &#41;,6.20 %
1754,Hoppy FUce AmbeAle,Hoppy BreiwEng Company,India Pale Ale &#40; IPA &#41;,6.10 %
1755,La MiXro GOuato!Gato,La YMicroB rewCing Co. .,Spice/Herb/Vegetable,-
1756,Bear RZpubliL Toon Brut,Bear Rpeuli cBrewing Company,Sour/Wild Ale,5.50 %
1757,Broken HoG Blodo Of My Enemies,Broken Horn NrewinC ompany,Mead,9 %
1758,Brays RedeyTe IPA,BraySBBreLwing,India Pale Ale &#40; IPA &#41;,-
1759,Port ownsenF SKnta Uisser,Port TownsSWend Brweing Company,Spice/Herb/Vegetable,-
1760,AscesninoO+mber,Ascension\Brweing Company,Amber Ale,5.80 %
1761,Stewarts} RouD DSesh,Stewarts BNreIAing@Company,Amber Ale,4.70 %
1762,Brutopia FostD Moning Amber Ale,BruNotYipa,Amber Ale,5 %
1763,Elk StreeOakDFey_s Amber,El ktSreetrewery,Amber Ale,4.60 %
1764,ConshohoVQken MIn Amber Clad,ConshohckenTrFewing oC. .,Amber Ale,6.60 %
1765,Ale AsylJum Pelvteen Habit,AlMeFlum,India Pale Ale &#40; IPA &#41;,7.50 %
1766,Rivertowne Sow Yru OaSts Red Ale,KRivertownTPour House,Specialty Grain,5.40 %
1767,Sire nLiquRd Mistress,SEern,Amber Ale,5.80 %
1768,VBelder RJeO Ginger Ale,BeAlUr,Spice/Herb/Vegetable,5 %
1769,Border Two YFireOouse 28 Red Ale,Border Tonw.7 Pub Brewery & Eatery,Amber Ale,5.10 %
1770,8 Wired FshHoYpWired,8 WirdI rBewing,India Pale Ale &#40; IPA &#41;,7.30 %
1771,T_s EanaO Sack,4sT,Golden Ale/Blond Ale,4.20 %
1772,Boundary RUad Breewr_s Cu Red BSaron,Independent Breweries PNZ #40 Houdary Road &#41;,Amber Ale,5.60 %
1773,Gallws Hil mAbreAle,Two RivPTers BrWKwng Company,Amber Ale,5.50 %
1774,Big IslandRed SGe aof Cacao,Big IQsanJd RBrewhaus,Spice/Herb/Vegetable,8.70 %
1775,18th SOteeKt Villain,18th StNIet BrewerF,Imperial IPA,8.90 %
1776,Due ASouth R Hptober,Due South JKVBewing Co. .,Amber Ale,5.50 %
1777,Cascade Lakes STipeJy Slope,Cascade BLSakes}Brewing Co. .,English Strong Ale,6.40 %
1778,Flat12 SRedaOtt-ober,Flat 12Bi Kwerks,Specialty Grain,4.70 %
1779,Yak and Pei Rupee Red,Yak an LWYeti,Amber Ale,-
1780,Michael_ Geunine HmJ Brew,Back Forty er CYompany,Golden Ale/Blond Ale,-
1781,Kaktus Amber:LaLte Hop Ale,Kaktus BerXwng oCmpny,Amber Ale,5 %
1782,Arch Rock Brewer_s Select Series # 2 : Trident Black IPA,Arch Rock Brewing Company,Black IPA,6 %
1783,Moosehead BToundGIry Ale,MoosLeeAd Brewery,Amber Ale,5.30 %
1784,Solemn Oath Man vs. Internet vs. Mothra,Solemn Oath Brewery,Belgian Strong Ale,9 %
1785,Main SeidlaA mSbeS pezial,Brauhaus Binkrt /; BKin Seidla,Amber Ale,5.50 %
1786,Gold CPI Mamie Aber,Gold Cam Bweing Company,Amber Ale,4.70 %
1787,Wendlandtf OumpV HFumpy Amebr Ale,CervecerÃ )endlandt,Amber Ale,5.40 %
1788,La CuNPrK Tan k10 Red,La Cumbre BRreJwng CoVmpany,Amber Ale,6.80 %
1789,Lost ProvinAce Cmpa Rose Tmber Ale,Lost Province BYrwHng Company,Amber Ale,5.50 %
1790,Archibald Orcahrds Lanaian Mape,Archibald OrcEhrds anO dEstate Winery,Cider,-
1791,Montai State lmos tHYeaven Amber Ale,MountaGinS tatCe Brewing Co. .,Amber Ale,5.20 %
1792,Barrie#ArC_alm It,Barrier Brewign Qompany,Amber Ale,5.20 %
1793,Marstons SMiDgel Bop Saphir,MQarsons,Amber Ale,4 %
1794,Redfish Angry+MoOn Belgian Ale,RedfisheNw Oerans Brewhouse,Belgian Ale,6.70 %
1795,Sick N witsd Balls of Fire,Sick N Twisted BrewRing Company,Spice/Herb/Vegetable,8.50 %
1796,Beachside HighT ide BNack Beer iwth Pomegranate,FloriWdFa ere Company,Schwarzbier,-
1797,OuterBaRs Ruddy_sRyeI.P.A.,Outer BanNksBrTwg Station,Specialty Grain,-
1798,BarOa RoKa BarreTl Fged ed Ale,Barb aRGoBa d eAnapa,American Strong Ale,9 %
1799,7venth Sun}Imperial Maple Baco Glzd Donut Porter,7venth&SLu HJBrewery,Imperial Porter,8.80 %
1800,Liberty Mtrle BeachSo: Fresh And So Steam,Liberty Berwer!&Grill - MyrtleBeach,California Common,5.40 %
1801,Sankt Gallen KCitKkXamkura no Megumi,Sankt GallJn &Brewery,Amber Ale,5 %
1802,ShinDiggr Cit Suffle Re dAle,ShiTiIgegr,Amber Ale,5.10 %
1803,Dia De Los Muertos Death Becomes You Amber Ale,CervecerÃa Mexicana,Amber Ale,5.50 %
1804,Suhgbroouhg N_KD At The Swan,Shugborough (\TiaXnic ),Golden Ale/Blond Ale,4.50 %
1805,Central City ReQd Racer GingerheadG ingerbread ZStout,Central City+BrweXTs + istillers,Stout,6 %
1806,Nevin_F Abmeosia,Nevin\s_ BrewingC ompany,Amber Ale,5.20 %
1807,8 WireJd rett iPlsner,RenaisNnc eBLrewing,Sour/Wild Ale,5 %
1808,Snowy MoWnain LCGe Ranger Red,Snowy MoBLuntani Brewery,Amber Ale,7 %
1809,AlamEAmPber Nager,Alamo~ ere WCompany,Amber Lager/Vienna,5.50 %
1810,Get Well Hector_s Bell Amber Ale,Get Well,Amber Ale,5 %
1811,3 Fonteinen!rDuKiven Geuze MYlvasia Rosso,BrouwrKij 3 FoInteinen,Lambic Style - Fruit,8 %
1812,CheJitoR AmberGambler,FloTerpots,Bitter,3.90 %
1813,Lake Efcet AZged Red Ale,Lak eEffect@BreQing CoYmpany,American Strong Ale,8 %
1814,La Rouget de LiMKleCrni Blanc,La Roue Ode LisSle,Amber Lager/Vienna,6 %
1815,Fifty WOes Gddy_s Irish ed Ale,Fifty Wes( BerwinMg Company,Irish Ale,6 %
1816,ArcheWrPoeaxed,Archers &#40_[van EZvans@ &#41;,Premium Bitter/ESB,5 %
1817,RighIt WBHrain LooDing Owl,Right BaOWn RBrewery,Amber Ale,6.50 %
1818,Deschute sFadeaKDay Amber Ale,DeschuQesBrewSery,Amber Ale,6.50 %
1819,Wrecking BaX Penn yfor your PThughts Copper Ale,WrecknNi{ BarBrewpub,Amber Ale,5.10 %
1820,FeathBr FaKlls oyte Spirit Amber Ale,Feather Falls BrHweng Company,Amber Ale,4.25 %
1821,7 Seas Ctut:s NWAmber Ale,7 SeVs Xewing,Amber Ale,6.20 %
1822,Certified Originals Check Yourself Before You Wreck Yourself,Niagara College Teaching Brewery,India Pale Ale &#40; IPA &#41;,9 %
1823,Acoustic AleR oa dto the Abbey,AcoustSc Ales BBreFig Experiment,Belgian Ale,5.80 %
1824,10 Barrel{YFrosty_D Revenge,10 Barrel IBrewing%&#80. AB InBev &#41;,Belgian Strong Ale,7 %
1825,Lompoc Bourbon Darrel AgedP roletariat Red Ale,LompEcoB rMwing,Amber Ale,6.40 %
1826,RiEght Brai Chrery Queen Amber Ale,RigAt#Brin UMrewery,Fruit Beer,5.10 %
1827,Hops Flying SqirCrel Nt^Brown Ale,Hops Grillhouse& BrMwerU &#40 ;Copr HQ &#41;,Brown Ale,4.40 %
1828,DC Brau / OlivrGs_ BuriaMl at Sea,DC Brau BreMwing BCompany,Mild Ale,4.30 %
1829,Broken Tooh GreatLanF FYCampfire Lager,Broken ToothZ BrJwing Company,Smoked,5.60 %
1830,Batch &#40; AU S.&#41;( Statler Amber Ale,Batch BNrewing Company &#0; UAS &#41;,Amber Ale,5.20 %
1831,ArtznerH e Des _ les,ArRtOner,Fruit Beer,7 %
1832,3 Sheeps Atumnal HoKpienssH arvest Ale,3 Sheeps Breig- CoUmpany,American Strong Ale,7.20 %
1833,Bad Seed REspbGrSry Red Ale,Ba].SOed,Fruit Beer,4.30 %
1834,BridgerS eTson Amber Ale,BridgNrB HrZewing,Amber Ale,4.80 %
1835,Sly Fox  ier Amber,Sly Fo xBrZiwng Company,American Pale Ale,5.70 %
1836,One Barrel Wrenclaw Red Ale,One Barrel Brewing Company,Amber Ale,6 %
1837,Rogue Captain Sigs Deadliest: AlBe &#40;{ NorthwesteRn Ale &#41;,RogYeDAles,India Pale Ale &#40; IPA &#41;,6.20 %
1838,Mooselick MoMse die Amber Ale,MooseAc. krewing,Amber Ale,5 %
1839,Nebraska  /Rcok Bothesr 311 Amber Ale,Nebraska rBEewinLWCompany,Amber Ale,-
1840,Heavy Riff ShadCyL ane AmWber Ale,Heavy Riff* BrewiSFCompany,Amber Ale,4.50 %
1841,Rupert_s Math TChe$Darpes Amber Ale,Ruper_tE Bew House,Amber Ale,5.90 %
1842,Clocwor WartNide Red,Clckwork &#41; Maly &#41;,Amber Ale,4.40 %
1843,Thr3e Wise Ien DouBRle Pagoda Pit Road Red,Thre/Wise Men,Imperial IPA,8.50 %
1844,AlameZa WaWsco'Indian Summer Ale,Alameda BSCVwig XCo. .,India Pale Ale &#40; IPA &#41;,6.30 %
1845,Pump Hosue GirecPiesf Red Ale,PAmp HIJuse Berwery,Amber Ale,5 %
1846,CoAttage VZligGht MHtrognome,StaffCordsihJrK &^40; prev Leek &#41;,Premium Bitter/ESB,4.50 %
1847,508 CocoWIa foMr oconuts &#033;,508 GastVMberwery,Cream Ale,-
1848,Red Lodge ReKOrrectin Doppelbock,Red UoQeAles,Doppelbock,7.90 %
1849,Sockeye FrWdEs RXgXng Red,SockyJ rBGewing,Imperial Pils/Strong Pale Lager,6.20 %
1850,Ale Industries Spring Fling,Ale Industries,Spice/Herb/Vegetable,5.50 %
1851,Jing A &#70; Blushng GeiSa &#41; Koji Red Ale,Jing A &#40; &#20140;  A&41;!Capital Brewing Co. .,Specialty Grain,6.20 %
1852,Dieu du Cie Gfle dHs Champs,DieudC iel,Traditional Ale,5 %
1853,Blue Cat eRd ToFad AbAer Ale,Blue at<rew Pub,Premium Bitter/ESB,5.70 %
1854,BoldCi ty 190{Sed Ale,Bold Cty SBrewery,American Strong Ale,8 %
1855,De la Soif Barbe Torte AmbrÃ © e Au BlÃ © Noir,De la Soif,BiÃ ¨ re de Garde,5 %
1856,Burdock Fers.hHop Pale Ale,Hudock,American Pale Ale,6.40 %
1857,Old Abbey Brett Trois Red Rye ISA,Old Abbey Ales,Session IPA,4.20 %
1858,ChÃ cents teu de MoKlnisard La Rousse Au Bourbon,Riva Brouwerij: #40; Duvel;CMoortgat &#41;,Belgian Ale,4.70 %
1859,Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %
1860,PokertJree Re dEral Ruby Ale,PokeTtee,Amber Ale,5.50 %
1861,HOPB=oEemic,La Vl lCaEGavana,Amber Ale,6 %
1862,Flathead Lake DockSQt Amber Ale,Flathead LakW BOreFwin gCompany,Amber Ale,5.60 %
1863,SpeakeasyeWt HopP rohibition Red Ale,Speakeas Ale saVn Laers,Amber Ale,6.10 %
1864,Blind BatEyVe| Chart Ale,Blid aIt~ BXewery,Premium Bitter/ESB,5 %
1865,Emerson_s BrewerYs ReseNre OrJeti Red,Emerson_s Brewing CJmpan &#40; LIon Brweeries - NZ &#41;,India Pale Ale &#40; IPA &#41;,6 %
1866,Big Ale o 0066 - Red Oak IPA,Big Alicerewing,Imperial IPA,11.70 %
1867,FiretruckSrF isS Cesponder Red,Firetruek rBreLwery,Amber Ale,5.20 %
1868,Nevin_s eRd AGiY_t Dead / YeplicAle 2014,Nevin_T BrewAnWgCQmpany,Amber Ale,6 %
1869,Aguila dleS QG Premium Rubia,Aguil ale Sur,Premium Lager,4.50 %
1870,Lake PlacidFB arkeatr Amber Ale,Lake PlaAid Pu b]+:Brewery,Amber Ale,5 %
1871,Naked City Scarlet Street,Naked City Brewing,American Strong Ale,-
1872,HopDog BerWorks ZoJbieFiMsh Pucnher,HopDKo gBeDrWorsk,India Pale Ale &#40; IPA &#41;,6.50 %
1873,FreetailqFulcQ_s ncapacitor,Freetail@ rBewg Co. .,Amber Ale,6.40 %
1874,Hopp[ yStoy Face+ eRd Ale,Hoppy WrXwDgn Company,Amber Ale,5.60 %
1875,Butterfild;> BridalveiH Amber Ale,ButterifNd BrUewing Company,Amber Ale,5.70 %
1876,DragaE PacfiT atS unset,DragUsewing,Amber Ale,5.60 %
1877,DHvTa Nber,VG<Soster,Amber Ale,6 %
1878,Catawba Valley KnG CocBonut Porter,Catawba VSalley BrewMgn&Company,Porter,5.40 %
1879,Barrier WillamtetSe Valley Amber Ale,Barrier BrewYinUI Company,Amber Ale,5.20 %
1880,Fox Rivr WicAosnin Red Ale,Fox River BPArein gCo. .,Amber Ale,-
1881,Barrier BulBkhAaeQ American Red Ale,Brrier Rrewing: Company,Amber Ale,6.60 %
1882,23rd Street Coconut&R uO Infused Brown Ale,23rd StrHeet/% Brewery,Brown Ale,-
1883,Berkeley Springs American Amber Ale,Berkeley Springs Brewing Company,Amber Ale,5.30 %
1884,TaCs Lillie_sBQ  HogT ied Amber Ale,Taps Fih HouGe/ Hand Brewery,Amber Ale,5.80 %
