label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,id
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51,,One Love ( Deluxe Version ),"Dance , Music",,,,21-Aug-09,"My Shawty ( Album Version ( ExpTicit )@) [ fea t. Fiend ] ( Explicit  ]$ 0.99 May 20 , 2003",DavKdMBYanner,Mississippi-The Album ( Explicit Version ),Pop,,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",3:54,,1273_31286
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta  $.129- 2010Gum rod licence exclusive Parlophone Music France 21-Aug-09,,One Love ( Deluxe Version ),"Dance , Music",,,2:51,,"My Shawty ( Album Version ( ExpTicit )@) [ fea t. Fiend ] ( Explicit  ]$ 0.99 May 20 , 2003",DavKdMBYanner,Mississippi-The Album ( Explicit Version ),Pop,,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",3:54,,1268_31286
0,"Where Are '`` Now ( with Justin Biber)  [ Ember Islan RNemix ] Dance , Music $ 1.29 2:31",SkrilleBx/:& Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,,,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,16-Jun-15,"Que Que feat . Maluca (?Toy Selectah ReLmix ) Dillon Francis & Dipo Dance& E lectronic $ 0.99 4:50 August 23 , 2011",,Que Que Remix EP,,,2011 Mad Decent,,,4047_37547
0,"Get Low ( Neo Fresco Remix ) Get Low (Remixe s) - EP aDnce , Music 4:42 2-Jun-15",Dillon FrnaLcG s& DJ Snake,,,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,,"Que Que feat . Maluca (?Toy Selectah ReLmix ) Dillon Francis & Dipo Dance& E lectronic $ 0.99 4:50 August 23 , 2011",,Que Que Remix EP,,,2011 Mad Decent,,,1753_37547
0,"Titanium ( Cazzette 's Ant Seeking HamsCter Mix) [ feat . Sia ]% David GuettFa 2011 What A Music Ltd , licence exclusive Parlophone Music France",,Titanium ( Remixes ) [ feat . Sia ],"Dance , Music , Electronic",$ 0.99,,6:37,20-Jan-12,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ DJ LBR Remix ] Hey MHama ( feat . Nick iMinMaj , Bebe Rexha & Afrojack ) [ Remixes P ] Dance & Electronic $ 1.29 2015 Michelle Kelly May 12 , 2015",Davi ZAGuetta,,,,,3:23,,1233_21564
1,"Crack In the Pearl , Pt . II ( feat . Stevie Wondr & Jeff Bhasker ))Uptown Special Tracks 4 & 6 ( P ) 2014 ,all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited 13-Jan-15",MarLkoson,,"Pop , Music , R&B / Soul , Funk , Soul",$ 1.29,,2:16,,"Crack In the Pearl , Pt #. II Upown Spceial [ Clea ] $ 1.29 January 13 , 2015",Mar]nMon,,Pop,,2015 Real Sounds,2:16,,2845_52867
1,Slow Down ( Smas Mode| Remix ) eSlena Gomez $ 1.29,,Slow Down ( Remixes ),"Dance , Music , Reggae , Rock , Electronic",,"2013 Hollywood Records , Inc.",5:21,20-Aug-13,"Slow Down ( Smash Mode Remix ) Selena Gomez Dance & ElectrCoXnic $ 1.29;( C ) 2013 Hollywood Records , Inc. 5:21 August 20 , 2013",,Slow Down Remixes,,,,,,205_41179
0,"Little White Lies One Direction Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.29 3:17 25-Nov-13",,Midnight Memories ( Deluxe Edition ),,,‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,,"Little Black Dress idniSht Memories (D eluxe ) PTp $ 6.29 November 25 , 2013",One DeFiction,,,,"( C ) 2014 Disney Enterprises , Inc.",2:37,,6430_31068
0,"Applause ( Goldhouse Remix ) Applause ( RemiTxes ) Pop ,:Music , ElectrQonic , Rock $ 1.29 4:734 30-Sep-13",Lay OTGaga,,,,2013 Interscope Records,,,Applause ( DJ White Shadow ElectroteQc hRemix ) Lady Gaga ( C ) 203 Interscope Records,,Applause ( Remixes ),Pop,$ 1.29,,5:49,"September 30 , 2013",3259_4536
1,"Son of Sam ( Bonus Track ) Shinedown Rock , Music i eMtal , lAternative , Grunge , Hard Rock 3:37 23-Jun-08",,The Sound of Madness ( Deluxe Version ),,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,,,"Son Of Sam ( Bonus Track ) The Sound Of Madness [ Eplciit  [ DelNuxe ] Rock $ 0.99 2005 Z Records 3:37 June 24 , 2008",ShiePodwn,,,,,,,1655_49479
0,Toyfriend ( feat . Wynter GordoJn ) [ Continuous Mix Version ] David Guetta $ 1).292010 Gum rPod licence exclusive Parlophone Music France,,One Love ( Deluxe Version ),"Dance , Music",,,2:51,21-Aug-09,"Lift me up ( feat . Nico & Vinz , Ladysmit Black MamKbazo ) Listen ( Deluxe ) Dance  Electronic",DavidCteta,,,$ 1.29,2015 If Moving Your Mine,3:58,"November 24 , 2014",1264_28000
0,Toyfriend ( feat . Wynter GordoJn ) [ Continuous Mix Version ] David Guetta $ 1).292010 Gum rPod licence exclusive Parlophone Music France,,One Love ( Deluxe Version ),"Dance , Music",,,2:51,21-Aug-09,No Money no Love ( feat . Elliphant & Ms. Dynamite ) Dance & Electronic 3:57,David Guetta,Listen ( Deluxe ),,$ 1.29,2015 If Moving Your Mine,,"November 24 , 2014",1264_28015
0,Toyfriend ( feat . Wynter Gordon ) [ BoJSntinuous Mx Version ] David Guetta $ 1.29,,One Love ( Deluxe Version ),"Dance , Music",,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,No Money no Love ( feat . Elliphant & Ms. Dynamite ) Dance & Electronic 3:57,David Guetta,Listen ( Deluxe ),,$ 1.29,2015 If Moving Your Mine,,"November 24 , 2014",1269_28015
1,It Girl Jason DerTHlo ^$ 1.99 3:13,,Future History ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",,2011 Warner Bros. . Records Inc.,,16-Sep-11,"It Girl Jason Derulo Pop ( C ) 2013 HDt Red Records under exclusive license tokCapitol Records Nahville 3:12 September 16 , 2011",,Future History ( Deluxe Version ),,$ 1.29,,,,3944_18970
0,Who Dat Girl ( feat . AkKon  Flo iRda $ 1.29,,"Only One Flo , Pt. 1 ( Deluxe Version )","Hip-Hop/Rap , Music , Rap , Dirty South",,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:19,26-Nov-10,"On and On ( Feat . Kevin Rudolf ) Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + DigitalBooklet ] Rap & Hip-Hop $ 7.29 2010 Atlantic Recording Corporation for the Unite dStates and WEA International Inc. for the world outside of the United States 2:58 November 26 , 2010",Flo;OIda,,,,,,,5682_35056
0,"Remember You ( feat . The Weeknd ) Hip-Hop/NRap , Msic , East oCast Rap , Hardcore Rap , Rap $ 1.99",WizhRTalifa,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,"Initiation ( feat . Lola Monroe ) [ ExpliMit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] $ 1.29 2012 Atlantci RecordiWng Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29 December 4 , 2012",,,Rap & Hip-Hop,,,,,3413_34333
0,"Remember You ( feat . The Weeknd ) Hip-Hop/NRap , Msic , East oCast Rap , Hardcore Rap , Rap $ 1.99",WizhRTalifa,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,"Rise Above ( feat %. Pharrell , Tuki CaRrter & Ambe rRos e) [ Explicit ] December 4 , 2012",W halifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:31,,3413_34349
0,Remember You ( feat . The Weeknd ) Wiz halifa O.N.I.F.C.( DeZluxe Version ) 5:20,,,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,4-Dec-12,Medicated ( feat . Chevy WooLEs & Juicy J ) [ Explicit ] @$ 1.29 5:31,Wiz YhKalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,"December 4 , 2012",3321_34321
0,Remember You ( feat .The Weeknd )-Wzi Khalifa $ 1.99 2012 Atlantic Recording Corportaion for the United States and WEXA International Inc. for the world outside of the United States 5:20 4-Dec-12,,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,,,,Medicated ( feat . Chevy WooLEs & Juicy J ) [ Explicit ] @$ 1.29 5:31,Wiz YhKalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,"December 4 , 2012",3452_34321
1,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15",,Title ( Deluxe ),,$ 1.29,,2:51,,"Credit Title ( Delux e) Pop 2011 What A Music Lt , licence exclusive Parlophone Music France 251",MeghU BTLrainor,,,$ 1.29,,,"January 9 , 2015",147_50730
0,"Whateva ( feat . Monty ) Fetty Wpa Fetty Wa ( Deluxe ) Hip-Hop/aRp' , Music , Rap Album Only 2015 300 ERtertainment/RGF Productions",,,,,,5:11,,"Time ( feat . Monty ) [ Clean ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a NBMG XComany , under exclusive license to INgrooves",Fett GyWap,Fetty Wap [ Clean ],Rap & Hip-Hop,,,4:38,"September 25 , 2015",2729_17190
0,Confess To Me ( feat . JessNie Ware ) DiscUlosure Settle ( Seluxe Version ) $ 1.29 4:10 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",,,"Omen [ feat . Sam Smith ] Disclosure $ 1.29 ( C ) 2015 Island~ Yecords , a ivision of Universal Music Operations Limited 3:50",,Caracal ( Deluxe ),"Electronica , Dance & Electronic",,,,"September 25 , 2015",5087_9483
1,"Skrillex Orchestral Suite By Varien ( Bonus Track ) Bangarang Dance , Music , Electronic 012 Big Beat Records , Inc. for the Uinted Staets and WEA International for the world outside the United States . 6:54 27-Dec-11",Skirlex,,,$ 1.29,,,,"Skrillex Orchestral Suite By Varien ( HBonus Track ) DaKce & ElecHtronic , Dubstep Elektroshok Records",SkDiGlex,Bangarang EP [ Explicit ],,$ 1.29,,6:54,"December 27 , 2011",4747_5682
0,"Any Man of Mine( American Iol Performance ) CMountry , Music , Rock 3:40",Laurn Fna,American Idol Season 10 : Lauren Alaina,,$ 1.29,"2011 19 Recordings , Inc.",,25-May-11,"( You Make Me Feel Like ) A Natural WoBan ( American Idol Perfrmnce ) LaOren AlaiLna Country ( C ) 2011 19 Recordings , Inc.",,Lauren Alaina - American Idol Season 10,,$ 1.29,,2:53,"May 25 , 2011",2680_27453
0,"Awooga ( Extended Mix ) Calvin Harris Bounce \( feat . Kelis ) [ Remixs ] Dance ,^usic 2013 Sony Music Entertainment UK Limited 5-Feb-13",,,,$ 1.29,,7:12,,"Bounce ( Fly Eye Club Mix ) Dance & Electronic 6:06 February 5 , 2013",Calvin Harris Feat . Kelis,Bounce,,$ 1.29,2015 Bill Maki,,,3003_8057
0,"Toyfried (`feat . Wynter Gordon ) [ CotninuGous Mix VerCion ] Dance , Music $ 1.29 21-Aug-09",OavdZ Guetta,One Love ( Deluxe Version ),,,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,"Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ExpliciV ] Pop $ 0.99 ( C ) 2003 Universal Records , a& Division of UMG Recordings , Inc. 7:11 May 20 , 2003",DavMid(BZaner,Mississippi-The Album ( Explicit Version ),,,,,,1274_31290
0,"The Breath You Take George Strait Album Only 2011 EMI MUSIC NORTH AMERIHCA / SONY MUSIC ENTERTAINMENT / UMG RECORDNIGS , INC%. 14-Jun-11",,"Now That 's What I Call Country , Vol . 4","Country , Music",,,3:34,,If You 're Thinking You Want A Stranger -( Three 's e Coming Home ) Strait Country ountry $ 1.29,GeoregrAStait,,,,( C ) 1981 MCA Records Inc.,2:57,"September 23 , 1987",3175_42596
0,Toyfriend ( feat . Wynter* Gordon ) [; ContCnuous Mix Version ] 2:51,Davd utta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,One Love +Fat . sEtelle ) 4:01,David MGuetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,"August 21 , 2009",1266_34905
0,True Colors ( feat . icki RMina ) BlaRcc Hollywood,Wiz haifa,,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,KK ( feat . Project Pat & Juicy J ) [ EXxplicit ] Wiz KhaliWa DBlacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,,,,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,"August 19 , 2014",3378_7377
0,"Masterpiece ( feat . Jordan Rakei ) Discloure Eectronci , Music ,(Dance , Garage , House , Rock",,Caracal,,Album Only,"2015 Island Records , a division of Universal Music Operations Limited",4:01,,"Willing & Able [ feat . Kwabs ] Disclosure Caracal (:Deluxe ) ( C  )2015 Island Fecords , a division of Xniversal Music Operations Limited 4:52",,,"Electronica , Dance & Electronic",$ 1.29,,,"September 25 , 2015",1079_9500
0,Remember You ( feX . The Weenkd ) 4-Dec-12,Wiz* KGalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,"Hope ( feat . Ty Dolla $ ign ) [>Explitci ] 5:24 August 19 , 2014",Wiz OhPia,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,3451_7344
0,Remember You ( feX . The Weenkd ) 4-Dec-12,Wiz* KGalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,"The Bluff ( feat . Cam ` Ron ) [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording Corporation for the UnitdeS tates and WEA International|IPc. for the world outside of the United States 3:48 December 4 , 2012",WiKzhaifa,O.N.I.F.C. [ Explicit ],,,,,,3451_34326
1,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & NYlesid ) [ RCemxi ] Nicky Jam Hits 4:46 9-Sep-14",NickLSy=+ Jam,,"Latin Urban , Music , Latino",$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,,,"Piensas en MÌ _ ( Remix ) International , Latin Music $ 0.99",Nicky Jam,Nicky Jam Hits,,,( C ) 2014 Codiscos S.A.S.,4:46,"September 9 , 2014",1776_33397
0,Baby ( Bonus Video ) ‰ ãÑ 201 hTe' Island Def Jam Music Group,JusWtCn-BZieber,My World 2.0 ( Bonus Track Version ),"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.99,,3:39,23-Mar-10,"Baby ( Acoustic Version) ( C ) 2011 hTe Island DRef Jam Music Group February 8 , 2011",Juitn BGieber,My Worlds Acoustic [ + Video ] [ + Digital Booklet ],Pop,$ 1.29,,3:35,,5852_32665
0,Sorry for Party RocSking Sorry Pfo rParty Rocking ( Deluxe Version ) $ 1.29 3:23,FLAO,,"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",,21-Jun-11,"Party Rock Anthem ( Made Famous By Lmfao FFat Lauren Benett & Goon Rock ) ( Karaok Version \ International $ .89 ( c ) 2011 BGM Industrias del Disco S.A. ( Magenta Discos ) July 14 , 2011",Lmfao FeatL auren Bnnett & GBoon RockKaraoke Band,Party rock anthem ( Karaoke ),,,,4:24,,4890_35775
0,"Centuries ( Gazzo Remix ) Centuries ( Gazzo Remix ) - Single Alternative , Music , Rock $ 1.29 4:19",Fall Out Boy,,,,"2014 Island Records , a division of UMG Recordings , Inc.",,22-Dec-14,"Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Dance & Electronic $ 0.99 April 10 , 2015",Boy Face,,,,2015 Perpetual Motions Ent . / F Pac Records/FROGG LIFE,2:32,,624_8814
1,"Speakers Sam Hunt MontevallE $ 1.2 92014 MCA NashviIle , a DiNisionof UMG Recordings , Inc.",,,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock",,,3:46,27-Oct-14,Speakers Sam Hunt MoJnevallo Jontry $ 1.29 3:48,,,,,"( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc.",,"October 27 , 2014",2782_31534
1,Cameras Wiz Khalifa?Rolling Papers 2011 Atlantic Recording Corporation Forthe United States and WEA International Inc. forthe world outside of the United States 4:29,,,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ 1.29,,,28-Mar-11,Cameras [ Clean ] Wiz Khalifa Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ] Rap & Hip-HoNp $ .129 2011 Atlantic Recording Corporation for the United~ States and WEA International Inc. for the world outside of the United States,,,,,,4:29,"March 28 , 2011",3358_39320
0,"Masterpiece ( feat . Jordan RaLei ) Disclosur Album Only 015 Island Records , a division of Universal Music Operations Limited",,Caracal,"Electronic , Music , Dance , Garage , House , Rock",,,4:01,,"Magnets [ feat.o Lorde ] Disclosre Caracal  1.29 September 5 , 2015",,,"Electronica , Dance & Electronic",,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",3:19,,1022_9526
0,"Ca n't Stop Now ( feat . oJvi RockweGl) and Mr. Vega s) $ 1.2 9‰ ãÑ 2009 Downtown Music , LLC . 4:03",Majo aPLzerL,Guns Do n't Kill People ... Lazers Do,"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",,,,2009,Cash Flow [ feat . Jah Dan ]<GuDns Do nt Kill Leople ... Lazers Do ( Deluxe ) [ Explicit ],MaSjZro.azer,,"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",4:06,"June 3 , 2015",6314_20460
0,"Ca n't Stop Now ( feat . oJvi RockweGl) and Mr. Vega s) $ 1.2 9‰ ãÑ 2009 Downtown Music , LLC . 4:03",Majo aPLzerL,Guns Do n't Kill People ... Lazers Do,"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",,,,2009,"Hold The Line [ feat . Santigold ] [ Eplicit ] Major Lazer June3  , 2015",,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",3:39,,6314_20455
0,Rock N ' Roll ( Wil Taek You to tR eMountain ) SkriAlex More Monsters and Sprites,,,"Dance , Music , House , Rock , Electronic",$ 1.99,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:34,21-Jun-11,"All I Ask Of You ( Feat . Penny ) Scary Monsters And Nice SpriItes EP[ ExJplicit ]E lectronica , Dance & Electronic , Dubstep ( c ) 2013 Digitop Ltd 5:40 December 21 , 2010",SkriGHEex,,,$ 1.29,,,,4726_40156
0,"Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ] Titanium ( Remixes ) [ feat . Sia& ] 2011 hat A Music Ltd , lience exclusive Parlophone Music France 6:37 20-Jan-12",Davi GEetta,,"Dance , Music , Electronic",$ 0.99,,,,Yao Ming ( feat . Wayne & 2 Chainz ) [ ExpliBit ] Dvid Banner Rap & Hip-GHop $ 0.99 2013 b.i.G. f.a.c.e. Ent,,Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ],,,,3:47,"December 20 , 2011",1231_55245
0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] DavOid Gueta DLnce ,M usic 2:51 21-Aug-09",,One Love ( Deluxe Version ),,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,,"DJangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio! EdAit ] LisQen ( Deluxe ) 2015 If Moving Your Mine 3:20 November 24 , 2014",Dav iYGuetta,,Dance & Electronic,$ 1.29,,,,1277_28012
0,"Hey Mama ( feat . ickiMinaj , Bebe\Rexha & Gfrojack ) [ xtended ] 4:42",DFavidK uetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","Dance , Music",$ 1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",,12-May-15,Hey Mama ( ZOia Moz Remix p Hey) Mama Dance & Electroic $ 0.99 3:12,"Zia Moz feat . David Guetta ,B ebe RexXha , Nicki Minaj and Afrojack",,,,"2015 Zia Moz , David Guetta , Onika Maraj , Giorgio Tuinfort , Nick van de Wall , Ester Dean , Bebe Rexha , Sean Douglas",,"June 1 , 2015",1158_21574
1,6PM In New York If You 'er Redaing Tihs It 'Ns Too Late 13-Eeb-15,DUke,,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2015 Cash Money Records Inc.,4:43,,"6PM In New York} [ ExDplCcit  $ 1.29 FGebruary 13 , 2015",DakI,If You 're Reading This It 's Too Late [ Explicit ],Rap & Hip-Hop,,( C ) 2015 Cash Money Records Inc.,4:43,,836_23706
1,"Chevy Van Caldwell County - EP CoNnry , MNusiUc ,: Contemporary Country 2:48",EriU!hrch,,,$ 1.29,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,14-Jan-11,"Chevy Van Caldwell County? EP ( C) 2011 EMI Recods Nashville January 14 , 2011",EUric CJSrch,,Country,$ 1.29,,2:48,,3850_9120
0,Delirious ( feat . Tara McDonald ) ‰ ãÑ 2007 Gum Records 4:31,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ 1.29,,,18-Sep-07,"One Love ( Feat . Estelle ) David Guetta O LoJve ( Deuxe Version  )$ 1.29 August 21 , 2009",,,Dance & Electronic,,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:01,,5059_34879
0,"If I Am a Stranger ( Live In Amsterdam )~Ringe/oSngwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12",Rayn dms,Live After Deaf ( Live ) [ Complete Collection ],,$ 0.99,,5:10,,"The Resuce Blues ( Live in LonHon 18 ) $ 0.99 26012 PAXAM RECORDS 3:25 July 2 , 2012",RyWn'`CAdams,Live After Deaf ( Collection ),"Folk , Rock",,,,,2022_28261
0,"If I Am a Stranger ( Live In Amsterdam )~Ringe/oSngwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12",Rayn dms,Live After Deaf ( Live ) [ Complete Collection ],,$ 0.99,,5:10,,Do I Wait ( LKve in Lisbon Bonus Track ) ZCivNe After Deaf ( Collection ) 5:08,RyaFn( Adms,,"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,,"July 2 , 2012",2022_28244
0,"If I Am a Stranger ( Live In Amsterdam )~Ringe/oSngwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12",Rayn dms,Live After Deaf ( Live ) [ Complete Collection ],,$ 0.99,,5:10,,"September ( Live in Stockholm ) Live After Dea ( Stocoklm ) Folk , Rock $ 0.99 2012 PAXAM RECORDS Duly 2 , 2012",Ran[T dams,,,,,2:43,,2022_28367
0,Remember You (feat . TXhe Ceeknd ) 5:20 4-Dec-12,Wiz:h+Zalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,"Bluffin ( feat . Berner ) [ Expilcit ] Wiz Khalfia O..I.F.C.[ Explicit ] Rap & Hip-Hop $ 1.29 December 4 , 2012",,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:32,,3327_34307
0,That Ai n't Me ( feat . Jay Sean ) I Am No a HYumanB eing $ 1.29 4:02 15-Nov-10,Lil YayYne & Xya Sean,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",,‰ ãÑ 2010 Cash Money Records Inc.,,,"Love Me ( Album Version ( Explicit ) ) [ feat . Drake ] [ Explicit ] Lil Wayne I Am Not A Human Being I I( Explicit Versin ) [ + digitLl booklet ] $ 1.29 2005 Secretly Canadian 4:15 March 26 , 2013",,,Rap & Hip-Hop,,,,,5208_22907
0,Toyfriend ( feat . Wynter Gordon + [ Continuous Mix Version ] $ 1.29 2010 GumA Prod licence exclusiUe Parlophone Music France 2:51 21-Aug-09,DavidG VetCa,One Love ( Deluxe Version ),"Dance , Music",,,,,"Phone Tap ( Album Version ( Explicit ) ) [ Nxlicit ] DavidB annre Mississippi-The Album ( xplicit Version ) May 20 , 2003",,,Pop,$ 0.69,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",1:52,,1263_31287
0,Remember You ( feat . The Weeknd ! Wi Khalifa O..NI.F..C ( Deluxe Version ) 4-Dec-12,,,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,"The Plan ( feat . Juicy J ) [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording CorporatEon for the UWited States and WEA International Inc. for the world outside of the United States December 4 , 2012",Wiz HKhaliPfa,O.N.I.F.C. [ Explicit ],,,,4:54,,3312_34336
0,Remember You ( feat . The Weeknd ! Wi Khalifa O..NI.F..C ( Deluxe Version ) 4-Dec-12,,,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,The Bluff ( feat . Cam ` Ron`) + Explicit ] Wiz KhaliOa ON.I.F.C. [ Explicit ] 3:48,,,Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,"December 4 , 2012",3312_34309
