_id,ltable_id,rtable_id,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,gold_label
1497532,4000,31617,Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,Scary Monsters And Nice Sprites ( Dirtyphonics Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ 1.29,2011 Rory Bourke Music Co. ( BMI ),4:51,"June 7 , 2011",0
1497590,4663,31619,Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,Scary Monsters And Nice Sprites ( The Juggernaut Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ 1.29,2011 Rory Bourke Music Co. ( BMI ),3:53,"June 7 , 2011",0
1497760,4055,31625,Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,More Monsters and Sprites EP [ Explicit ] [ + video ],"Dance & Electronic , Dubstep",$ 1.29,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",3:39,"June 21 , 2011",0
1543736,4087,32333,My Everything,Ariana Grande,My Everything,"Pop , Music , World , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.29,"2014 Republic Records , a division of UMG Recordings , Inc.",2:48,25-Aug-14,My Everything,Ariana Grande,My Everything ( Deluxe ),Pop,$ 1.29,"( C ) 2014 Republic Records , a division of UMG Recordings , Inc.",2:48,"August 25 , 2014",0
1545088,4071,32374,You Do n't Know Me,Ariana Grande,My Everything ( Deluxe ),"Pop , Music , World , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.29,"2014 Republic Records , a division of UMG Recordings , Inc.",3:53,25-Aug-14,Hands On Me [ feat . A$ AP Ferg ],Ariana Grande,My Everything ( Deluxe ),Pop,$ 1.29,"( C ) 2014 Republic Records , a division of UMG Recordings , Inc.",3:12,"August 25 , 2014",0
1551263,5836,32666,Stuck In the Moment ( Acoustic Version ),Justin Bieber,My Worlds Acoustic,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29,‰ ãÑ 2011 The Island Def Jam Music Group,3:18,8-Feb-11,One Less Lonely Girl ( Acoustic Version ),Justin Bieber,My Worlds Acoustic [ + Video ] [ + Digital Booklet ],Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:58,"February 8 , 2011",0
1551408,5831,32681,One Time ( Acoustic Version ),Justin Bieber,My Worlds Acoustic,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29,‰ ãÑ 2011 The Island Def Jam Music Group,3:06,8-Feb-11,That Should Be Me ( Acoustic Version ),Justin Bieber,My Worlds Acoustic,Pop,$ 1.29,( C ) 2010 The Island Def Jam Music Group,4:09,"November 26 , 2010",0
1559069,118,33060,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ],Wiley & Naughty Boy,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,"Dance , Music",$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10,Never Be Your Woman ( Craze & Hoax Remix ) [ Feat . Emeli SandÌ © ],Naughty Boy Presents Wiley Feat . Emeli SandÌ ©,Never Be Your Woman,Dance & Electronic,$ 1.29,( C ) 2010 Virgin Records LtdThis label copy information is the subject of copyright protection . All rights reserved . ( C ) 2010 EMI Records Ltd,3:14,"February 26 , 2010",0
1559333,5864,33112,Never Say Never ( feat . Jaden Smith ),Justin Bieber,Never Say Never ( The Remixes ),"Pop , Music , Teen Pop , Dance , Rock , Vocal",$ 1.29,‰ ãÑ 2011 The Island Def Jam Music Group,3:47,14-Feb-11,Never Say Never ( Acoustic ),The Justin Bieber Tribute Band,Never Say Never ( Acoustic ) - Single,Pop,$ 0.99,2010 www.pacificcoastmusic.com,3:40,"November 2 , 2010",0
1559673,5864,33116,Never Say Never ( feat . Jaden Smith ),Justin Bieber,Never Say Never ( The Remixes ),"Pop , Music , Teen Pop , Dance , Rock , Vocal",$ 1.29,‰ ãÑ 2011 The Island Def Jam Music Group,3:47,14-Feb-11,Up [ feat . Chris Brown ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:55,"February 14 , 2011",0
1567564,429,33278,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Avalanche [ feat . Demi Lovato ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:17,"November 10 , 2014",0
1567760,425,33282,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Closer [ feat . Mike Posner ] [ Clean ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:48,"November 10 , 2014",0
1568074,439,33288,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Numb [ feat . Angel Haze ] [ Clean ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:57,"November 10 , 2014",0
1568471,436,33296,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Closer [ feat . Mike Posner ] [ Clean ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:48,"November 10 , 2014",0
1568997,403,33307,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop , Music , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",4:34,10-Nov-14,Nothing Would Be Better,Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",4:34,"November 10 , 2014",0
1569662,427,33320,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Avalanche [ feat . Demi Lovato ],Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:17,"November 10 , 2014",0
1569677,443,33320,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Avalanche [ feat . Demi Lovato ],Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:17,"November 10 , 2014",0
1570161,426,33330,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Numb [ feat . Angel Haze ] [ Clean ],Nick Jonas,Nick Jonas [ Clean ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:57,"November 10 , 2014",0
1570353,410,33334,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14,Avalanche [ feat . Demi Lovato ],Nick Jonas,Nick Jonas [ Clean ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:17,"November 10 , 2014",0
1572442,1784,33396,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Nicky Jam,Nicky Jam Hits,"Latin Urban , Music , Latino",$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,4:46,9-Sep-14,Travesuras ( Remix ),Nicky Jam,Nicky Jam Hits,"International , Latin Music",$ 0.99,( C ) 2014 Codiscos S.A.S.,4:46,"September 9 , 2014",0
1586545,2367,33776,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2002 BMG,3:45,2-Apr-02,I Remember,Kenny Chesney,"No Shoes , No Shirt , No Problems",Country,$ 0.99,Underground Avenue,4:52,"April 2 , 2002",0
1595939,1290,33994,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Nothing Really Matters ( Feat . Will.i.am ),David Guetta,Nothing But The Beat [ Clean ],Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:39,"August 26 , 2011",0
1596451,1284,34001,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Where Them Girls At ( Feat . Nicki Minaj & Flo Rida ),David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:30,"August 26 , 2011",0
1596536,1295,34002,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:12,"August 26 , 2011",0
1596615,1303,34003,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Turn Me On ( Feat . Nicki Minaj ),David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:19,"August 26 , 2011",0
1596749,1286,34005,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Without You ( Feat . Usher ),David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:28,"August 26 , 2011",0
1597279,1299,34012,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Repeat ( Feat . Jessie J ) [ Explicit ],David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:26,"August 26 , 2011",0
1597384,1189,34014,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:12,"August 26 , 2011",0
1597634,1283,34017,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Without You ( Feat . Usher ),David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:28,"August 26 , 2011",0
1597937,1290,34021,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,I Just Wan na F. ( Feat . Timbaland & Dev ) [ Explicit ],David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:23,"August 26 , 2011",0
1599387,1287,34032,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Turn Me On ( feat . Nicki Minaj ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:19,"August 26 , 2011",0
1599467,1293,34033,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,She Wolf ( Falling to Pieces ) [ feat . Sia ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 1.29,2015 Real Sounds,3:42,"August 26 , 2011",0
1599908,1290,34039,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,In My Head ( feat . Nervo ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:51,"August 26 , 2011",0
1600280,1292,34044,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,I Just Wan na F. ( feat . Timbaland & Dev ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:23,"August 26 , 2011",0
1600941,1287,34053,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Turn Me On ( feat . Nicki Minaj ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:19,"August 26 , 2011",0
1601087,1285,34055,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Without You ( feat . Usher ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:28,"August 26 , 2011",0
1601323,1300,34058,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,"Wild One Two ( feat . David Guetta , Nicky Romero & Sia )",David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:09,"August 26 , 2011",0
1601393,1295,34059,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Just One Last Time ( feat . Taped Rai ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:47,"August 26 , 2011",0
1601501,1189,34061,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Where Them Girls At ( feat . Nicki Minaj & Flo Rida ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:30,"August 26 , 2011",0
1601540,1294,34061,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Where Them Girls At ( feat . Nicki Minaj & Flo Rida ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:30,"August 26 , 2011",0
1601606,1286,34062,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:12,"August 26 , 2011",0
1601611,1291,34062,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:12,"August 26 , 2011",0
1601978,1288,34067,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Repeat ( feat . Jessie J ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:26,"August 26 , 2011",0
1602361,1306,34072,The Alphabeat,David Guetta,Nothing But the Beat 2.0,"Dance , Music , Electronic , Rock , House",$ 0.99,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",4:29,26-Aug-11,What the F ***,David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,4:07,"August 26 , 2011",0
1608485,5125,34114,305 To My City ( feat . Detail ),Drake,Nothing Was the Same,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",$ 1.29,‰ ãÑ 2013 Cash Money Records Inc.,4:15,24-Sep-13,"Hold On , We 're Going Home [ feat . Majid Jordan ]",Drake,Nothing Was The Same [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Cash Money Records Inc.,3:47,"September 24 , 2013",0
1618975,1267,34871,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Sexy Bitch ( Feat . Akon ; Explicit ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:15,"August 21 , 2009",0
1618982,1274,34871,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Sexy Bitch ( Feat . Akon ; Explicit ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:15,"August 21 , 2009",0
1620209,1263,34873,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Memories ( Feat . Kid Cudi ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:30,"August 21 , 2009",0
1621450,1266,34875,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,When Love Takes Over ( feat . Kelly Rowland ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:11,"August 21 , 2009",0
1622061,1205,34876,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Choose ( Feat . Ne-Yo & Kelly Rowland ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:58,"August 21 , 2009",0
1622696,1274,34877,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:18,"August 21 , 2009",0
1622711,1318,34877,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:18,"August 21 , 2009",0
1623317,1276,34878,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Missing You ( Feat . Novel ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:05,"August 21 , 2009",0
1623918,1205,34879,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,One Love ( Feat . Estelle ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:01,"August 21 , 2009",0
1624548,1269,34880,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,It 's The Way You Love Me ( Feat . Kelly Rowland ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:12,"August 21 , 2009",0
1626419,1302,34883,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,I Got ta Feeling ( Fmif Remix ) [ Edit ],David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:54,"August 21 , 2009",0
1627033,1278,34884,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:47,"August 21 , 2009",0
1627620,1159,34885,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,I Wan na Go Crazy ( Feat . Will.I.Am ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:24,"August 21 , 2009",0
1628884,1272,34887,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Sexy Bitch ( Feat . Akon ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:42,"August 21 , 2009",0
