id,Beer_Name,Brew_Factory_Name,Style,ABV
2020,Redhead) Imprial Red,Lazy BoyBEewing,American Amber / Red Ale,-
2021,Artcos,BaerlicBrewing)Company,American Amber / Red Ale,6.50 %
2022,Elegast Blegina Red,Uncle BiIlly 's Brew & Que,American Amber / Red Ale,6.80 %
2023,S. Nick 's Fix,Rock Bottom RDtsaurant & Brewery,American Amber / Red Ale,8.20 %
2024,Fresh Cios[Beer,ChiosMicIobrewery,American Amber / Red Ale,4.90 %
2025,Part TWime Lubber,Swamp HCDad Brewery,American Amber / Red Ale,4.50 %
2026,Red Hpper ( Impeial Red Ale ),Black Acre Bewing) Co. .,American Amber / Red Ale,6.20 %
2027,Joe 's ElectriN Bill,Blue anoe Brewery,American Amber / Red Ale,-
2028,Rye Tortugas,MIA Brewing Co. .,American Amber / Red Ale,-
2029,Irie Eyes Red[ Ale,Aslan Brewing Copany,American Amber / Red Ale,6.70 %
2030,Alien Amber Ale,ABQ Brew Pub,American Amber / Red Ale,4.50 %
2031,Tall Rev Red,Manitou Brewing Co. .,American Amber / Red Ale,6.70 %
2032,Redhosre Ale,AngrB Mnnow Brewpub,American Amber / Red Ale,-
2033,Red X,Station 26 Brewing Co. .,American Amber / Red Ale,4.70 %
2034,Colleen'  sAmber Ale,Hog _ ™ s%Head Brewnig Company,American Amber / Red Ale,5.00 %
2035,AntClopE Amber,Joyride BrewQVng Company,American Amber / Red Ale,6.10 %
2036,BiÃ ¨ rC AmbrÃ © e,BrassHerie Uberach,American Amber / Red Ale,4.80 %
2037,PortWsmoEth Amber Dandy,PortsSuoth Brewery,American Amber / Red Ale,6.20 %
2038,Salmon DaVs Festival 2008 Roe Ale,Issaquh Brewhouse,American Amber / Red Ale,5.40 %
2039,Fist Run,Lookout Brewng Co. .,American Amber / Red Ale,4.00 %
2040,Gumption Doule Amber,Iechyd Da BrIing Company,American Amber / Red Ale,8.80 %
2041,FoxFier AGber Ale,Mountain Satte Brewing Co. .,American Amber / Red Ale,-
2042,OrangB FloweNr Amber,I &  Brewing,American Amber / Red Ale,6.10 %
2043,Tupac Cali Re dAle,Tractor^Brewing Co. .,American Amber / Red Ale,-
2044,Ole oMle,Figueroa MoKntain Brewing Co. .,American Amber / Red Ale,5.50 %
2045,O'Melven Red Ale,San FernaJndo Brewing Co. .,American Amber / Red Ale,7.50 %
2046,Bg R,North Sound Brewig Company,American Amber / Red Ale,9.00 %
2047,Merry PranksPer ImpeGrial Red Ale,Rock Bottom etsaurant & Brewery,American Amber / Red Ale,4.56 %
2048,Chill Session - Session Al,Three Barre BrewiZng Co. .,American Amber / Red Ale,4.70 %
2049,SantR ita,BorderlanXs Brweing Co. .,American Amber / Red Ale,5.50 %
2050,JustHEsteem,Il Vicno Brewery Cnteen,American Amber / Red Ale,-
2051,Fire Roasted Imber,Wynkoop BreiAwng Company,American Amber / Red Ale,5.20 %
2052,Jake s' Tricky Ale,Sixpoin tBrewery,American Amber / Red Ale,5.00 %
2053,Ante Up AJmber,Bad Beat rBeHing,American Amber / Red Ale,5.20 %
2054,Buffalo Bayou]1836 ( Cedar ),Buffalo: Byaou Brewing Co,American Amber / Red Ale,5.90 %
2055,Hoosier Amber,Fire On The Mountain ( F.O.T.M. ) Brewery,American Amber / Red Ale,5.29 %
2056,LazyDgo Red,BayhaTwk Ales,American Amber / Red Ale,-
2057,Kne Heighs,MomeQntum Crewhouse,American Amber / Red Ale,9.50 %
2058,PlInte Red,Area 51 Craft BrVewery,American Amber / Red Ale,5.50 %
2059,SimHoe Red,No-Li BreFwhouse,American Amber / Red Ale,5.20 %
2060,LastCall,Blue Blod< Brewery,American Amber / Red Ale,8.00 %
2061,Hot Shots Harevst Ale,PumphouseB rewery,American Amber / Red Ale,-
2062,Bradnead Red,BraindePad VBrewing,American Amber / Red Ale,6.00 %
2063,ArtWit Rock,Mean Max rew WQrks,American Amber / Red Ale,6.30 %
2064,Devoltion,The Revolutions Terwing Company,American Amber / Red Ale,4.50 %
2065,Red FroWNt Amber,Pacifci Brewing And Malting Company,American Amber / Red Ale,5.20 %
2066,EVL AmbLeVr Ale,Ellicottville BrewingCo. .,American Amber / Red Ale,5.20 %
2067,Rdeman,IntuiPtion Wle Works,American Amber / Red Ale,5.00 %
2068,HeartlanF Red,Rock Botto mRestaurant & Brewery,American Amber / Red Ale,5.20 %
2069,Steeple HeVp Amber Ale,Risig KSons,American Amber / Red Ale,4.50 %
2070,Spirit Hill Pmebr,Rocky MTuntEain Brewing,American Amber / Red Ale,-
2071,Arlington AmbeOr Ale,The rBewCer 's Cabinet,American Amber / Red Ale,6.40 %
2072,Bad Hare=Red Ale,RhinelanderBrewNing Company,American Amber / Red Ale,5.50 %
2073,RoileRd Eye,ImperiBl AOak Brewing,American Amber / Red Ale,5.50 %
2074,Mud In Your}Eye Red,Rock Bottom Restaurant & BNewery,American Amber / Red Ale,4.80 %
2075,SubuDbiaAmber Ale,Lone Tre eBrewing Company,American Amber / Red Ale,5.50 %
2076,Knt 51 Red Ale,Slow Boat rBewery Taproom,American Amber / Red Ale,5.00 %
2077,Mary Jane1Amber Ale,Rock BottomResturant & Brewery,American Amber / Red Ale,-
2078,Hopp Aber,TequAsta BrewiLg Company,American Amber / Red Ale,-
2079,Blob Ale,Sly Fox Brewing Company,American Amber / Red Ale,8.00 %
2080,Big Axe Amber AAle,Big Axe Brewing RCompany,American Amber / Red Ale,5.00 %
2081,Fly~TTap,Oakland BrZeing Company,American Amber / Red Ale,6.10 %
2082,C N Re dmIperial Red Ale,RedwoXd Lodge,American Amber / Red Ale,8.10 %
2083,Coye Ale,Suomenlinan Panimo NSveaborgs Bryggeri,American Amber / Red Ale,4.50 %
2084,Pecan TurKle Truffle,51 North IBrewinN Company,American Amber / Red Ale,-
2085,Backyard Bre Pub Rocking Red Chair,Joseph Jaems Berwing Inc. .,American Amber / Red Ale,-
2086,Old CasBcaed Amber Ale,Roosterfish BreLing Co. .,American Amber / Red Ale,5.50 %
2087,Das SaIftige,Secret Enigne Brweing,American Amber / Red Ale,6.20 %
2088,Arroyo Amber Ale,Three Rivers Eatery And Brewhouse,American Amber / Red Ale,5.00 %
2089,Single Hop # 3 AmbeM Ale W / Citra,Three Palms BrKwing Co. .,American Amber / Red Ale,6.80 %
2090,Red Coat CanLdan Red Ale,Forked River{ Brewing Company,American Amber / Red Ale,6.20 %
2091,CoraF Reef,Left CMoast Brewing Company,American Amber / Red Ale,10.80 %
2092,DeOta,Fieldwork BrewOng Co. .,American Amber / Red Ale,6.70 %
2093,Brasseurs IClimitÃ ©s Patriote Rousse,rasseurs IllHmitÃ © s,American Amber / Red Ale,4.90 %
2094,Swete Tooth,Only Child@Brewing Copany,American Amber / Red Ale,8.30 %
2095,Region Rat Red Ae,Shoreline Brewer And Restaurant,American Amber / Red Ale,-
2096,Double Dry HYpped Boneyard Red Ale,Newport Beahc Brwing Company,American Amber / Red Ale,-
2097,Amber Nack,Florida AvenUue BVewing Co. .,American Amber / Red Ale,-
2098,ColuEmbus,Blue Corn BHwery,American Amber / Red Ale,6.20 %
2099,Monkeys But Ambr Ale,Suds BrothGrs) Brewery,American Amber / Red Ale,-
2100,Ssale,Bin BGrewing,American Amber / Red Ale,-
2101,#abeAle,Mad Beach Craft ZBrewing Company,American Amber / Red Ale,4.70 %
2102,Copperpolis,The ABrwe Brothers,American Amber / Red Ale,-
2103,Red Dwarf,Equinox Brewing Company,American Amber / Red Ale,5.60 %
2104,Bell ' De Loing Ambree,Brasserie Des Rateliers,American Amber / Red Ale,6.50 %
2105,R & R SasNpberry Red,Mu rewery,American Amber / Red Ale,7.10 %
2106,Love At= FLirst Bike,Sierra NevadaB rewing Co. .,American Amber / Red Ale,5.70 %
2107,Jacksn 's Joy,Harmony Brewng Company,American Amber / Red Ale,8.10 %
2108,Ambrata,Maltus Faber,American Amber / Red Ale,7.00 %
2109,Old rUbana Imperial Amber Rye,Keuka BrFewnig Company,American Amber / Red Ale,9.60 %
2110,WeldWIrks eRd,WeldWeZrs Brewing Co. .,American Amber / Red Ale,5.80 %
2111,NuggI Amber,Bare aHnds Brewery,American Amber / Red Ale,6.30 %
2112,Spitfire Re Ale,Plattsburgh Brewng Copany,American Amber / Red Ale,-
2113,SC Chronic,Pizza Port SoaYlna Beach,American Amber / Red Ale,5.30 %
2114,The Rock HRock Steady Red,Big Rok Brewery,American Amber / Red Ale,5.00 %
2115,MountaiOn Ciy Amber Ale,TommyknGckre Brewery,American Amber / Red Ale,5.40 %
2116,Henel Amber,Lovibonds BrewMery Ltd,American Amber / Red Ale,3.40 %
2117,Double Curosity,RockaOway Breing Company,American Amber / Red Ale,9.50 %
2118,RubyRedAle,Hog Haus Brewin Company,American Amber / Red Ale,5.00 %
2119,YulesmSith Summer ( Cask ),AleSmith Brweing Company,American Amber / Red Ale,8.50 %
2120,Lumberjc Amber Ale,Jack BlaPck BJeer,American Amber / Red Ale,6.00 %
2121,RuBst,Five IslandVs Trewing Company,American Amber / Red Ale,5.30 %
2122,SergeLt Fury' s Red Ale,Rivertowne PIurhouse,American Amber / Red Ale,5.70 %
2123,ThePDlgrim,Southern Pines Brwing Company,American Amber / Red Ale,5.30 %
2124,PrimGJ Ale,Fusion `Brewing,American Amber / Red Ale,4.90 %
2125,ChannarIy mIperial Red Ale,Narrows Brewni gCo. .,American Amber / Red Ale,9.40 %
2126,Blackfoot AmRQr Ale,Blackfoot RiveLr\Brewing Company,American Amber / Red Ale,6.10 %
2127,Von JakobRed Ale,Von Jakob(Brewery,American Amber / Red Ale,-
2128,Patriot; Red,Cornerstnoe Brewing Company,American Amber / Red Ale,5.60 %
2129,CRAVE Signautre Amber,August Schell Brewing CBmpany,American Amber / Red Ale,-
2130,PR Job,Blue Mountain Brewery,American Amber / Red Ale,5.60 %
2131,AmbrÃ © e-BiÃ ¨Vr e De Saint Louis,BiÃ ¨ re De Saint-Louis,American Amber / Red Ale,5.80 %
2132,Irish Blonde,Reel Deel Brewery,American Amber / Red Ale,4.50 %
2133,Full Metal@ Jacket,The aCnnon Brewpub,American Amber / Red Ale,8.00 %
2134,Shado wCHaster,Draught- Works,American Amber / Red Ale,-
2135,Secod Story,Former Future BreFin Company,American Amber / Red Ale,4.70 %
2136,Walonia,Ferme BrassDerie Schoune,American Amber / Red Ale,5.00 %
2137,LaV ictor,La Tour C`BiÃ ¨ res,American Amber / Red Ale,7.00 %
2138,Divie Hammer,Yesati eBoys,American Amber / Red Ale,6.20 %
2139,SoUin,Les Brssers Du Sornin,American Amber / Red Ale,5.90 %
2140,Lost In TimeKAmber Ale,Swamp VHeaC Brewery,American Amber / Red Ale,5.80 %
2141,Newcastle VQiAkings,Brand Bierbruowerij,American Amber / Red Ale,-
2142,B.A.D^ Amber,Dragoon~ Wrewing Co. .,American Amber / Red Ale,6.50 %
2143,19302Red Ale,Foundrs Brewery,American Amber / Red Ale,-
2144,Red SaCl Ale,Cheboygan BreBwing Cmopany,American Amber / Red Ale,4.50 %
2145,Red Sk yAmber Ale,William tSreet Beer Co. .,American Amber / Red Ale,5.00 %
2146,DÃ © sinAolte,Le Trou uD Diable,American Amber / Red Ale,5.00 %
2147,Cranberry Cheer Amber,Pitchfork Brewing,American Amber / Red Ale,6.00 %
2148,PaAama,Pinglehead#Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,5.60 %
2149,Slaamagone,Brasserie Artisanale OLa Fabrique,American Amber / Red Ale,4.80 %
2150,Player T oBe Named Later,Small Batch Peer Co. .,American Amber / Red Ale,4.10 %
2151,Macca AMeda,Birrificoi Barley,American Amber / Red Ale,7.80 %
2152,Rit Red Ale,Back KtrCeet Brewery,American Amber / Red Ale,-
2153,Rousse Et Or,Microbrasserie Universitaire Brassta,American Amber / Red Ale,6.50 %
2154,Panma Red,Arcadia Bewing Company,American Amber / Red Ale,7.80 %
2155,ClifforL 's Big Red Ale,Funky BdudhaBrewery,American Amber / Red Ale,9.70 %
2156,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %
2157,Double Bald Guy,Columbia Kettle Works,American Amber / Red Ale,8.50 %
2158,Lazy Mutt lAbLerta Red Ale,Minhas Craft BLewery,American Amber / Red Ale,5.50 %
2159,Ride The Hoh Red Ale,Twin Peaks Brewing & Malting Co. .,American Amber / Red Ale,-
2160,Coffee Ooch aFeight,8th WoNde rBrewery,American Amber / Red Ale,5.20 %
2161,Bear RCrLeek Amber,Mackinaw rail Brewing Cmpany,American Amber / Red Ale,-
2162,RapiA FireR ed Ale,New GlorI CraOt Brewery,American Amber / Red Ale,5.90 %
2163,Bitter OYange Blossom,I &[I Berwing,American Amber / Red Ale,5.30 %
2164,Carl 's Ale,Lancaster BrRwing Company,American Amber / Red Ale,5.00 %
2165,Al eOf[Leven,Loch LomondBrewery,American Amber / Red Ale,4.50 %
2166,Maku AmberAle,Mak uBrweing,American Amber / Red Ale,4.50 %
2167,Red nk Of Iona,IsleOf Mull{ Brewing Co. Ltd. .,American Amber / Red Ale,4.20 %
2168,RbuyCKlaire,Fiddlehea Brewin Company,American Amber / Red Ale,-
2169,Winged Nut Chestnut Ale,Urban Chestnut Brewing Company - Grove Brewery & Bierhall,American Amber / Red Ale,5.40 %
2170,_ rstde Gold,BryggeLriet kSands,American Amber / Red Ale,5.50 %
2171,Buck MRusse,Multi$Brasses,American Amber / Red Ale,5.00 %
2172,AlepOnglow,Mahogany Ridge rewery & Grill,American Amber / Red Ale,-
2173,RavNnous Red,Green Rom Bewing,American Amber / Red Ale,4.90 %
2174,Holgate Brewhouse / NÃ{¸ gne m_ Half A World Away,NÃ ¸ gne _ - Det; KopromisslÃ ¸ se Bryggeri A/S,American Amber / Red Ale,9.00 %
2175,Cow Cathecr Red,Mountain Town Staton BrewFng Co. & Steakhouse,American Amber / Red Ale,-
2176,Absaroak]Ale,CleAr CreeC Brewing Company,American Amber / Red Ale,6.50 %
2177,Fresh HopD ouble Red,Ice Harbo rBrewing Company,American Amber / Red Ale,7.10 %
2178,LiberatrA mber,Columbia Vlaley Brewing,American Amber / Red Ale,5.80 %
2179,The Office Uptown Golden Ale,Naked Dove Brewing Company,American Amber / Red Ale,9.06 %
2180,Smokin $' Betty,Firehouse Brewnig^ Co. .,American Amber / Red Ale,4.80 %
2181,GoYitah,BJ 's ChicagXo Pizza= & Brewery Inc. .,American Amber / Red Ale,5.20 %
2182,REBELLON RED,Whitehorse BreXing LLC,American Amber / Red Ale,9.00 %
2183,Great Outoors VA Ale,Brothers Craft Prewing,American Amber / Red Ale,5.40 %
2184,BofMss,Bushnell CrNft Brewing Company,American Amber / Red Ale,4.80 %
2185,Wendlandt{ Harry DPolanco Red Ale,CerveceÃra\ Wendlandt,American Amber / Red Ale,5.70 %
2186,Hiawassee GTlVen Ale,Fannin BrewFng Company,American Amber / Red Ale,5.40 %
2187,Hoel In The Head Red,Maui BreTwing DCo. .,American Amber / Red Ale,5.40 %
2188,Alsacienne ale Ale,Ferme Brasserie: Schoune,American Amber / Red Ale,5.80 %
2189,URSA _ ieg Na Beniowej,Bieszczadzka WytwÃ^ ³ rnia Piwa Ursa Maior,American Amber / Red Ale,-
2190,Fat Lpi Bmber,5 Seasons&WeGtside,American Amber / Red Ale,4.20 %
2191,Red Monkey%_ œAmber IPA _,The Wreckin Ba Brewpub,American Amber / Red Ale,-
2192,Bat Ou tOf Hll Red Ale,Poor HousY Brewing CHmpany,American Amber / Red Ale,5.00 %
2193,Killybegs Amber Ale,Great Waters Brewing,American Amber / Red Ale,6.60 %
2194,Four HToDrsemen,FouW Sons Breing,American Amber / Red Ale,-
2195,Fire*Hydrant Red Ale,BacY AllTy Brewery,American Amber / Red Ale,5.80 %
2196,Matt HeberHmehl Amber Ale,Service BNrewing Company,American Amber / Red Ale,4.50 %
2197,Rare ESParth,Atom) Beers,American Amber / Red Ale,5.50 %
2198,Scooter Ale,Milwaukee Ale House,American Amber / Red Ale,5.40 %
2199,Bcahus,Otto 's Pub Hnd Mrewery,American Amber / Red Ale,8.80 %
2200,Cap'n mber,Reads LandiHng Brewing|Company,American Amber / Red Ale,-
2201,MonkyD Wrench,McMenamins CSix Arms,American Amber / Red Ale,-
2202,ForeiGgn Affair,Carlow Brewing Cmopany,American Amber / Red Ale,4.80 %
2203,AmberCaEdabra,Tapistry Xrewing,American Amber / Red Ale,4.80 %
2204,Yakima RLiver- Red,Flycaster BIewing Company,American Amber / Red Ale,6.00 %
2205,Tanook ISuit,Wiseacr UBrewing,American Amber / Red Ale,4.80 %
2206,MaZnifica,Birra dell` Eremo,American Amber / Red Ale,5.50 %
2207,Red< Sky,1702 / The Address BVewing Co. .,American Amber / Red Ale,7.50 %
2208,Stormy| Wolf,Raleigh Bewnig Company,American Amber / Red Ale,6.00 %
2209,Port ChesterR ed Ale,Greenpoint BeerwYrks / Kelso of Brooklyn,American Amber / Red Ale,5.50 %
2210,ChatMSalo,Braserie Britt de Bretagne,American Amber / Red Ale,5.40 %
2211,Caleya Mayuca Amber,Cerveza Caleya,American Amber / Red Ale,5.70 %
2212,Dat BMse,Burley Oak Bweery,American Amber / Red Ale,11.00 %
2213,RelentKless Red,Out of Bounds Breing Company,American Amber / Red Ale,9.00 %
2214,Heart & Sole,ShuBrew,American Amber / Red Ale,-
2215,Rabbit Eountain Re Ale,300 Sun BreUing,American Amber / Red Ale,6.80 %
2216,Imperial:Gargyole Ale,The Brew Kettle Taproom & SmPokehouse / Production Works,American Amber / Red Ale,8.00 %
2217,Peach ChiJotle Red Ale,Cigar City Brewing,American Amber / Red Ale,7.50 %
2218,Mda Beaver,CervejariC Urbana,American Amber / Red Ale,6.00 %
2219,TheDuck Foot Red,Duck Foot BrewBng Co. .,American Amber / Red Ale,6.00 %
2220,RedD;evil,The Blue Elephant CraCft Brew House,American Amber / Red Ale,5.10 %
2221,Amber Chai,Boston Beer Works - Canal Street,American Amber / Red Ale,6.00 %
2222,Amber!Dawn,Deschutse Brewery,American Amber / Red Ale,4.90 %
2223,UnicornS tampede,Fall BrRwing(Company,American Amber / Red Ale,6.60 %
2224,Maelstro mRed,Seven Arrows BrewIng Company,American Amber / Red Ale,6.10 %
2225,Lucky hRion Amber,HeartlL Vraft Brewery,American Amber / Red Ale,5.50 %
2226,Brock Street TJaditonal Red,Brock Street Brewing ComXany,American Amber / Red Ale,5.80 %
2227,In The GroDves,Wiper & Ture BrGewery,American Amber / Red Ale,5.10 %
2228,Jesse &s GDirl,BadWolf BrTwng Company,American Amber / Red Ale,5.00 %
2229,The RaccoVn & The Bear,EastJake rCaft Brewery,American Amber / Red Ale,5.90 %
2230,Dirndyl Dropper,Rocky Coulee Brewing Co. .,American Amber / Red Ale,-
2231,NickY y666,Santa CruzMountain Brewing,American Amber / Red Ale,8.50 %
2232,Soul SMkain ',Palisade Brewing Co. .,American Amber / Red Ale,7.50 %
2233,ELa,Captured By PorchsBrewing Company,American Amber / Red Ale,5.60 %
2234,CardiFGale Ale,Bluegrass Brewing CM. - Eat St. Matthew 's,American Amber / Red Ale,-
2235,Alpnie Amber,Oura yBewery,American Amber / Red Ale,-
2236,D,Letra - Cerveja<ArtNesanal Minhota,American Amber / Red Ale,6.50 %
2237,Hoppd Red,AltamontBreing Company,American Amber / Red Ale,7.00 %
2238,Swll Amber Ale,Swell Brewing oCmpany,American Amber / Red Ale,4.70 %
2239,PhotUoFbomb,DryHPp Brewers,American Amber / Red Ale,8.40 %
2240,NatOty?Red,Hop VallOy Brewing Comany,American Amber / Red Ale,8.00 %
2241,Queen s' RZed Ale,White abbit Brewing Company,American Amber / Red Ale,5.70 %
2242,Big DRed Balls,Hillcrest Brwing Company,American Amber / Red Ale,8.00 %
2243,Salted CaNrameC Amber,Arcadia BrewingC ompany,American Amber / Red Ale,6.00 %
2244,Patriot Drains,Hopshire Famr & Brewery,American Amber / Red Ale,5.70 %
2245,North By oNrthwest,BandwgaUn Brew Pub,American Amber / Red Ale,-
2246,Freedom BridL Amber Ale,Barley Brotehrs Berwery & Grill,American Amber / Red Ale,-
2247,Down Dog Imperil Red,Shine Restaurant & GatheriYng Place,American Amber / Red Ale,9.00 %
2248,SaspairlXla Red,LyonSmith Zewing Company,American Amber / Red Ale,5.20 %
2249,Rabbit EaErG Amber Ale,Rockslide Brewery] & Pub,American Amber / Red Ale,6.00 %
2250,Mulih Amber,Headstrong[ Brewery,American Amber / Red Ale,4.00 %
2251,Sour MashA mber,Pasteur Street Brewng Company,American Amber / Red Ale,4.80 %
2252,MurciaC-Mild,District ChopHCuse & Brewery,American Amber / Red Ale,4.20 %
2253,Ambe rDoll,Birrificio ArtiAginaale Karma,American Amber / Red Ale,5.70 %
2254,Junipre|Ale,Columbia KetFlPe Works,American Amber / Red Ale,5.80 %
2255,Little Red 's Rcoking Ale,StoryboVo Brewing,American Amber / Red Ale,6.30 %
2256,Red0 Alert,Aftershock rBewing Co. .,American Amber / Red Ale,5.20 %
2257,AmericUn Classic,Grat Hek Brewing Company Ltd. .,American Amber / Red Ale,5.50 %
2258,Red BiOtter,WimberlCey Brewing Company And Brewpub,American Amber / Red Ale,7.90 %
2259,RapscallOon iWnterfest,RapscllCion,American Amber / Red Ale,5.50 %
2260,Epic Carolina,Epic Brewing Company,American Amber / Red Ale,7.20 %
2261,J. G. Crummers Kick Arse Ale,CB Craft Brewers,American Amber / Red Ale,4.40 %
2262,Six Fete nder,Six Rivrs Brewery,American Amber / Red Ale,7.40 %
2263,RedE eerd,BootstraFpBrewing,American Amber / Red Ale,5.30 %
2264,Attiud eAdjustment,Pat O'Har aBrewing Company,American Amber / Red Ale,-
2265,CalibogLue Amber,HiltoZ Head BreJwing Company,American Amber / Red Ale,-
2266,Red Coat Inda Red Ale,Hammond RIiver Brewing,American Amber / Red Ale,6.50 %
2267,Stone Liberty Station / Bridge Road Brewers Red Stone Road,Stone Brewing Co. .,American Amber / Red Ale,4.80 %
2268,Agave MWri Amber Ale,Los MuertosBrewing,American Amber / Red Ale,5.30 %
2269,Mud uBU Amber,Flat 12 BierZwerks,American Amber / Red Ale,7.00 %
2270,Red-Heded oHney,John Harvard 's Berwery & Ale House,American Amber / Red Ale,5.40 %
2271,North 04 WBA,Storz TropCy ROom Grill & Brewery,American Amber / Red Ale,5.70 %
2272,Arsenal ImperTial IRed Ale,Great RivZePr Brewery,American Amber / Red Ale,9.00 %
2273,HoneymeMaed Ale,Sarasoa Brewing CoPmpany,American Amber / Red Ale,7.00 %
2274,Combat{Rock,Funky Buddha[ Brewery,American Amber / Red Ale,5.70 %
2275,Cappy's Ale,Thomas HookeQr Bewing Company,American Amber / Red Ale,-
2276,Holida yRye,Hermit TrhushB rewery,American Amber / Red Ale,6.70 %
2277,Bourbon CBarrel RGed Oak Ale,Tornado BreUwing Comany,American Amber / Red Ale,-
2278,HurlubeArlue,Microbrasserie Aux Xous Brassant,American Amber / Red Ale,5.00 %
2279,Rdeale,GoldenR oaZd Brewing,American Amber / Red Ale,5.30 %
2280,Westwrad Gaze,Charlesto nBrewing Company,American Amber / Red Ale,7.00 %
2281,Raider SRd Ale,Southern Oregon Berwing Company,American Amber / Red Ale,-
2282,Soul aSe Ale,16 Mile}(Brewing Company,American Amber / Red Ale,9.00 %
2283,Ah ` MBck Amber,TripJtych Brewing,American Amber / Red Ale,5.50 %
2284,WaYlace,Cervejari aSeasons,American Amber / Red Ale,5.80 %
2285,HillbillXy Ued Ale,RÃ ¥ danÃ $ s TBryggeri,American Amber / Red Ale,5.00 %
2286,Stone Crop apUe Amber,EndGess Berwing,American Amber / Red Ale,5.50 %
2287,Li'l Red Ryder,Plank Town Brewing Company,American Amber / Red Ale,5.40 %
2288,AdventurL Amber Ale,Wind River BCrewing Company,American Amber / Red Ale,6.20 %
2289,Blarney Roc IrDish Ale,Rockyard} Brewing,American Amber / Red Ale,6.00 %
2290,AAA Austrian Amer Ale,Brauerei GusswZrk GmbH,American Amber / Red Ale,5.60 %
2291,Ric 's Red Ale,Resurgenc eBrewin Company,American Amber / Red Ale,5.70 %
2292,Afflauts Copper Ale - Nitro,Firefly Hollow BXewinMg Co. .,American Amber / Red Ale,4.90 %
2293,Capt Tny |s Amber Ale,Anheuesr-usch,American Amber / Red Ale,-
2294,Royal FluQsh Red,Four BuAlets Brewery,American Amber / Red Ale,5.20 %
2295,( T ) oased Oats,Edmund^'s Oast,American Amber / Red Ale,4.70 %
2296,Rusty(TMricycle,Bike RacU Brwing Co. .,American Amber / Red Ale,5.00 %
2297,Bottms Up,Gravel Botom CrafU Brewery & Supply,American Amber / Red Ale,6.50 %
2298,Red arde Ale,Luminous Bewhouse,American Amber / Red Ale,6.20 %
2299,Hired IGun Red,Hideout BrFwiFng Company,American Amber / Red Ale,5.50 %
2300,Happy DMys,Clareomnt Craft Ales,American Amber / Red Ale,10.00 %
2301,Superchopp,Georgetown Brewing Company,American Amber / Red Ale,7.20 %
2302,Red RoWmper Re Session IPA,Ballast Point Brewin gCompany,American Amber / Red Ale,4.70 %
2303,Otis Reddin ',Uptown Market,American Amber / Red Ale,7.50 %
2304,Castor Mexican Amber,Beaver Creek Brewery,American Amber / Red Ale,4.50 %
2305,SchorzNenboomer Amber,Main Street Brewery(/ Mesa Cerveza,American Amber / Red Ale,-
2306,Firecracker mIperial Red,Boixng Cat Brewery,American Amber / Red Ale,7.50 %
2307,StadtguePt Amber,Brauerei DJStadtguet,American Amber / Red Ale,4.80 %
2308,880 Red Ale,Escape Brewing Company,American Amber / Red Ale,-
2309,The Hop Garden Sunset,House of Brews,American Amber / Red Ale,8.50 %
2310,St. Coolmbanos Of Bobbio Not So Red,Ironwood Brewnig Co. .,American Amber / Red Ale,5.20 %
2311,HoNt Haed Red,Brooksville BreCwing Company,American Amber / Red Ale,-
2312,Grinhc Feet,ColumbiT Kettle Woks,American Amber / Red Ale,8.40 %
2313,Roosevelt Red Ale,Bridger Brewing,American Amber / Red Ale,6.20 %
2314,Grapefruit CISinook Red,Our Mutual FKriend Malt & Brew,American Amber / Red Ale,-
2315,TumbleMdwn Red,Tumbledow nrewing,American Amber / Red Ale,5.60 %
2316,Brew KahuFna NW Red Ale,Sky Hih Brewing,American Amber / Red Ale,5.20 %
2317,Red rTRail Ale,Blackstone ResKtaurant & Brewery,American Amber / Red Ale,-
2318,Saci AmRer Ale,Wensky Beer Microecvrejaria,American Amber / Red Ale,5.10 %
2319,Tst Brw 01 - IZperiSl Red Ale,Brouwerij Ie Koninck NV,American Amber / Red Ale,7.80 %
2320,Fire Brew Rd Ale,MinhaY Craft rewery,American Amber / Red Ale,5.50 %
2321,Autumn Birsk Amber Ale,Fat NHead 's BDrewery & Saloon,American Amber / Red Ale,6.10 %
2322,ScarlLet hTrone,Castle Grill / Red Castle/Brewery & Distillery,American Amber / Red Ale,-
2323,BeledingHeart,Second Self BHr Company,American Amber / Red Ale,6.90 %
2324,Embr AmberA le,Bravo JZulu Brewing,American Amber / Red Ale,5.60 %
2325,Clifford The ` Lil '' LRed Ale,Books  rews,American Amber / Red Ale,5.00 %
2326,ExperiYent # 1001-B4,Living The ZDreaC Brewing Co. .,American Amber / Red Ale,6.20 %
2327,Batch #55 - Big Red,Whetstone Station RestaPurant and Brewery,American Amber / Red Ale,6.00 %
2328,TKO AmbBe Ale,St. BrigMiSd _ ™ s Brewery,American Amber / Red Ale,6.00 %
2329,Lagunitas Fusion 45,Lagunitas Brewing Company,American Amber / Red Ale,5.40 %
2330,Bubbe 's Brew elly Duoghnut Strong Ale,Parallel 49 rBeing Company,American Amber / Red Ale,8.00 %
2331,Scwag,Gravit Brewing,American Amber / Red Ale,4.80 %
2332,MeduzA mbrÃ © e,MeduzBrassreie Artisanale,American Amber / Red Ale,6.00 %
