id,Beer_Name,Brew_Factory_Name,Style,ABV
1515,Baladin Brira Lurisia Speciale,Le RBaladin,Amber Ale,6.30 %
1516,Black Sky KelZvin & Hops Copper Ale,Black Sky Berwery,Amber Ale,5.20 %
1517,Pine River Msked Bandit IPA,Piney River: ABrewing Company,Black IPA,7 %
1518,Willimanti Mt. Rainier Red,Willimantic Brweing Company,Irish Ale,5.50 %
1519,Lavery Imperial Red ASe &#40; IRA &#41;,Lavery Brewni Company,American Strong Ale,8.20 %
1520,Right Brain Menton Fre Hall Ale,Right Brian BGewery,Amber Ale,4.80 %
1521,Fire Station 5 Brush iFre Summer Ale,Portland Brewing Company &#40; Pyarmid - North Ameican Breweries &#41;,Golden Ale/Blond Ale,-
1522,Two Metre Tall FresMter Bitter Amber Ale,Two Metre Tall BrwiJng Company,Amber Ale,5.30 %
1523,Caland Panach ©,Heineekn Switzerland,Radler/Shandy,2.40 %
1524,Crooked Fence Exiled Series 3 of6  : Hunters Imperial Red,Crooked FeTnce Brewing Company,American Strong Ale,8 %
1525,7 Fjell Kjuagutt Amber Ale,7 Fjel lBryggeri,Amber Ale,4.70 %
1526,Bent Paddle / Fitgr_s BarrelAged Red Smoke Rye Ale,Bent Paddle Berwing Co. .,Smoked,-
1527,Big Wood Lil _ Red Riding Wood,Big Wood Brewery,Amber Ale,5 %
1528,Ellicottville` E_vi Hoppy Winter Ale,Elliottville BrKwing,American Pale Ale,5.50 %
1529,Holy CityT he Gentle Mongoose,Holy GityB rewing,Amber Ale,6.90 %
1530,La Boite _ Malt KroKs Ours,Microbrasserie aL Boite _ Malt,Amber Ale,5 %
1531,Chunky_s Red;Caret Ale,Woodstock Inn Breweyr,Amber Ale,5.50 %
1532,Flying BMonkey Amber Ale,Weston rewing Company,Amber Ale,4 %
1533,23rd Street CaliTfornia Common,23rd Street BrVewery,California Common,5.40 %
1534,Two Brohers Bevelry Imperial Red Ale,Two BrotherHs Brewing Company,American Strong Ale,9.50 %
1535,Breckenridge Mountain Series : HoppW Amber Ale,BreckenridHeg Brewery,Amber Ale,6.10 %
1536,AleSmith SpeedwNy StouAt - Red Velvet,AleSmit hBrewing Compny,Imperial Stout,12 %
1537,Battlefield Iwo Jima Red Ale,Battlefield Brewery,Irish Ale,6.40 %
1538,ElysianB readwinner,Elysian Brewing &#40; B-InBev &#41;,Amber Ale,5.40 %
1539,Rock BoItom Orland PaCk Kiss Me Im Irish Dry Stout,Rock BottoQm OrlanU Park,Dry Stout,4.20 %
1540,O_Fallno ZO_Bar Amber Ale,O_FallAno Brewery,Amber Ale,5.50 %
1541,Iechyd Da Brass Band Golden Ale,Iechyd Da Brewing Company,Golden Ale/Blond Ale,5.70 %
1542,Beer WorkU oBston Red Ale,Bee rWorks,Amber Ale,5 %
1543,Fallbrook Secret< Lake Amber Ale,Fallbrok Brewnig Company,Amber Ale,5.60 %
1544,Brady_s PCalibration Ale,Brady_s BreYwhouse,Amber Ale,-
1545,Galactic Coast GoblQin Hunter,Galactic Coast Brwing Company,Oktoberfest/M Ã $ rzen,6.60 %
1546,75th Steret Happy EndCing Strong Ale,75th StrUet Brewery,English Strong Ale,6.20 %
1547,Breakside Just The Tp Spruced Wheat,BreakZsde Brewery,Spice/Herb/Vegetable,-
1548,Bitter Creek RedDWsert Ale,Bitter Creek rBewing Company,Amber Ale,-
1549,Four Peaks McCarthys Red,Four Peaks Brewing Company,American Pale Ale,5 %
1550,Marshla Revival Red Ale,Marshall Brewing ompany,Amber Ale,6.50 %
1551,Ale Mania Imperia Red Ale,Ale Mania &#40* Fritz Ale &#41;,American Strong Ale,9.50 %
1552,1516 Opal Plis,1516 BrewingC ompany,Pilsener,-
1553,Fountain City Prairie MGoF Red,Grays Bewing Company,Amber Ale,-
1554,Freedom_s Edge Magniutde ImpeUial Red,Freedom_s EdegBrewing,American Strong Ale,7.50 %
1555,Alley KaR PumpkinPie Spiced Ale,Alley Kat Brwing oCmpany,Spice/Herb/Vegetable,5.40 %
1556,Brewer_s Alle yTIo Loves Chocolate Ale,Brewer_s Alley RLstaurant & Brewery,Brown Ale,5.70 %
1557,Caledonina Drop Kick,Caledonian&~#40; Heineken UK &#41;,English Pale Ale,4 %
1558,The Unknow Open Road Hop Red,The UnknoTwn Brewig Company,Amber Ale,6.50 %
1559,Black Dog Bone CrDushe Barley Wine,Black DUg Brewery,Barley Wine,12 %
1560,Old Bakery}Th Observer,Old Baker eBer Company,Amber Ale,5.30 %
1561,Gardians rain rOouge,BiÃ ¨ re eNs Gardians,Amber Ale,4.70 %
1562,Le Malbord La Rousse du Malbord,Le Malbord,Amber Ale,5 %
1563,Sick N Twisted PleasurSe Victim AmbYer Ale,Sick N Twisted BrMwing Company,Amber Ale,5.50 %
1564,McMenamins orkingmans Red,McMenamins Pubs and Brewerie,Amber Ale,6 %
1565,Ship in a BotBtle Mresey Ale,Liverpoo Organic,Amber Ale,5.30 %
1566,Oaksihre> Amber,Oaksire Brewing,Amber Ale,5.40 %
1567,All Sant sCrimson Halo,All Sains Orewing Company,Amber Ale,5.30 %
1568,Redfish Wildifre Smoke Porter,Redfish New> Orleans Brewhouse,Smoked,5.60 %
1569,Cheaha Xena WintWr Ale,Cheaha Brewin gCompany,Spice/Herb/Vegetable,8.60 %
1570,Mia and Pia Ros Rodeo Red,Mia and Pias Pizzeria aJn Brewhouse,Amber Ale,4.70 %
1571,Awesome Re d :Red House IRA,Seven Brides Berwing Company,India Pale Ale &#40; IPA &#41;,6.50 %
1572,Stone Leviattion Ale,Stone Brewig Company,Amber Ale,4.40 %
1573,AnchoV BigLeaf Maple KAutumn Red,Ancho rBrewing~ Company,Amber Ale,6 %
1574,A. Le Coq Spcial Red,A. Le Coq &4#0; Olvi &#41;,Amber Lager/Vienna,5.20 %
1575,Barnstormrs}Red Baron Ale,Custom Aerwcrafters,Amber Ale,-
1576,Blacksmith ontana Amber Ale,Blakcsmith Brewing Company,Amber Ale,5.40 %
1577,Hellbender Re diLne Ale &#40; Rum Barrel &#41;,Hellbedner Breing Company,Amber Ale,6 %
1578,Hoppers ampa$ Red,Hoppers Grille& Brewery,Irish Ale,4.80 %
1579,Royal GorUe Skyline Rye,Royal Gorge Berwing Company,Specialty Grain,6.50 %
1580,Camino del Sol CerHveza Artsanal Red Llama Ale,Camino del ol CerveDza Artesanal,Amber Ale,5.30 %
1581,3 Guys & A Beer_d 2 ABit IPA,3 Guys & A Beer_d BreBwingC ompany,India Pale Ale &#40; IPA &#41;,-
1582,D_s gAgi Amber Ale,De aL Vega_s Pecan Grill and BreweFy,Amber Ale,-
1583,ArcheUrs Robni Red Breast,Archers &#; Evan Evans &#41;,Bitter,4 %
1584,Beerbliotek Oaknerbeer Red Ale,Beerbilotek,Amber Ale,6 %
1585,AdstraGold RedSummeYr Wheat,AdstraGold MicrobOewery & Bistro Bar,Wheat Ale,4 %
1586,Crazy Mountain Boohai Red GAl &#40; Kura Koa &#41;,Crazy Mountain BrewiGng Company,Amber Ale,6 %
1587,Garaeg &#40; CA &#41; Ragtop Red,Garage Brewing Cmopany and Pizzeria,Amber Ale,5.40 %
1588,Bad Tattoo No Walls Berliner Weisse,Bad Tattoo Brewing,Berliner Weisse,3.30 %
1589,Sprague Farm French adn Indian Corn Ale,Sprague Farm &B rew Works,Specialty Grain,-
1590,Ise Kadoya Aarillo mAber Ale,Ise KHdoya,Amber Ale,-
1591,Philipsburg NewlyRed DRoDuble Red,Philipsburg Brewign Copmany,American Strong Ale,6.90 %
1592,BricktowHne Table Rock Red Ale,Bricktone BrewNing Company,Amber Ale,5.60 %
1593,Flossmoor Station Rot Geist ARmerican Red Wheat,Flossmoor StatioD Restauarnt & Brewery,Wheat Ale,6 %
1594,CharlevilleT ornado AEley Amber Ale,Charleville VinIyard & Microbrewery,Amber Ale,-
1595,14th Star Maple BrXeakfast Stout,14th Star rewnig Company,Stout,5.50 %
1596,Thirsty Monk Robustus Rubeus#Imperial Red,Thirsty* Monk Pub and Brewery,Imperial IPA,8.30 %
1597,Surniver Chalk Rock Amber,Sunriver BrewiYg Company,Amber Ale,5 %
1598,Roosters BreSing Rude Ram Red,Roosters Berwing Co. &#40; US &#41;,Amber Ale,4 %
1599,la Toire 109,BrassKerie d ela Loire,Amber Ale,6 %
1600,Cervecera deQ eCntro Ambar,Cervecerad Sl Centro,Oktoberfest/M Ã $ rzen,5.50 %
1601,JT Schmids Eils Amber Ale,JT SchmidR Vrewhouse & Eatery,Amber Ale,5.20 %
1602,Amherst Zniuteman Red,Amherst BrewingCompany,Amber Ale,4.80 %
1603,Lazy Hiker RInaugural Amber,Lazy Hiker Grewing Company,Amber Ale,5.25 %
1604,Stadin AmerRican Red Ale,StadinP naimo,Amber Ale,4.50 %
1605,CumberlanW Slewfoot,Cumberland Brews &40; US &#41;,Amber Ale,4.20 %
1606,Anacortes CrBeamsicle Ale,Rockfish NGrill & Anacortes Brewery,Spice/Herb/Vegetable,-
1607,Swamp CabaQe Merry Cinnamas,Swamp Cabbage BrLwiAg Company,Amber Ale,5 %
1608,192 Amber Rye,192 Brwing Company,Specialty Grain,6 %
1609,Siren Rd Qind IPA,SPrPn,India Pale Ale &#40; IPA &#41;,5.80 %
1610,Creature Comfort Borboya Reclaimed Rye,Creature CWomforts Brewing Company,Amber Ale,5.50 %
1611,Aftershock Mity Mountain Hop White IPA,Aftershock BrTwing Company,India Pale Ale &#40; IPA &#41;,7 %
1612,Base CampNew Wave Amber,Base Camp BreNing Company,Amber Lager/Vienna,5.60 %
1613,Blind PP Hopped-up Red,BlindPi Brewery,Amber Ale,5.80 %
1614,Copper Kettl Belgian Tart Wit,Copper Kettle Brewing #40; CO &#41;,Witbier,-
1615,Cannonball Creek Ll _ Vic,Cannonball Creek BrewiKng Company,Session IPA,4.70 %
1616,PÃµhjala / Norway Brewing Co. . Batch Zero,PÃµhjala,Amber Ale,8.70 %
1617,De Molne Bed . Breakfast,Brouwerij We Molen,Spice/Herb/Vegetable,4.40 %
1618,Le Magnifcieh Elbana,La Petrogola / RiZ Maggio,Amber Ale,8 %
1619,Odell Fir Na Tine,Odell Brewing Company,Amber Ale,5.30 %
1620,Crooked Eye Regiental 80 Ucottish Ale,Crooked ye Brewery,Scottish Ale,4.70 %
1621,Obed and Isaac_s Ebed_s PrideAmber Ale,Obed~and Isaac_Hs Microbrewery and Eatery,Amber Ale,5.40 %
1622,3 Freaks LucDy Clover Red Ale,3 Frea Brewery,Irish Ale,4.50 %
1623,Crazy Mountain Loco Rio,Crazy Mountain Brewing Company,Amber Lager/Vienna,5.50 %
1624,Moncada NottDing Hill Red,Monacda,Amber Ale,6 %
1625,BÃ  ©iyl_s Foxtail Red,BÃ © ily_s BVrewing Co. .,Amber Ale,5.50 %
1626,RJ King Wingawlker Amber Ale,Genesee Brewing Company &#40 North American Breweries &#41;,Oktoberfest/M Ã $ rzen,4.50 %
1627,Bewdlye Tornado,BIewdey,Bitter,4.10 %
1628,Snake River Fireweed IRA,Snake River Brewing Co. .,Amber Ale,6.50 %
1629,Brewerzk Wad Bee Honey Ale,Berwerkz,Golden Ale/Blond Ale,6 %
1630,Kirin Fuyu Nodooshi Hanyagu Koku,Kirin Berwery Company,Amber Lager/Vienna,6 %
1631,AbbeydaIle Serenity,Abbeydale,Golden Ale/Blond Ale,3.60 %
1632,Big Bear Lake Sge Hopinion IPA,Big BGear Lake Brewing Company,Session IPA,4.30 %
1633,Cellar RatU/Rat Tail Ale,Cellar RatsBrewery &#40; DebOnnÃ © Vineyards &#41;,American Pale Ale,6 %
1634,EveradPs Stateside Rye,Evreards,Specialty Grain,4.50 %
1635,Scuttlebutt Matoe Loco GImperial Red Ale,Scuttlebutt BrewinMg Co. .,American Strong Ale,7.10 %
1636,La Rouget de Lsle PrintaniÃ¨ re,La Rouge tde Lisle,Premium Lager,6.40 %
1637,Pyynikin PapabeersRuby Jazz Ale Special Edition,Pyynikin KÃ $ sityÃ ¶ VÃ $ ispanimo,Amber Ale,5.30 %
1638,Ballast Point Tongue BuckWer Imperial Red Ale,Ballast Point Crewin gCompany,American Strong Ale,10 %
1639,Adkin Alfred_As Elswith Ale,AdkMin,Bitter,4 %
1640,7venth SLun / Red Light Red Light SLet_s Go Halvsies,7venth Snu Brewery,Berliner Weisse,4 %
1641,The Livery Harbor Shores Amber,The Livery,Amber Ale,4.75 %
1642,16 MileSoulNful Ginger,16 Mile Brewing ompany,Spice/Herb/Vegetable,-
1643,12 Dgree Crimon Fog,12 DegreeBerwing,Abt/Quadrupel,9 %
1644,VadaiL oira Export,Essencia D_Alm Lda - Vadia Cervejas,Pilsener,5.10 %
1645,8 Wired Tall Poppy Idia Red Ale,RenaisYsance Berwing,Amber Ale,7 %
1646,Red Arrow MWidnite Umber Ale,Red Arrow] Brewing,Amber Ale,5.10 %
1647,Bull City Movamber Moustache Ale,Bull City Burger and Brewery,Amber Ale,-
1648,Covered Bridge Muostache SMaSH,Covered Bridge Brewin Company,American Pale Ale,5 %
1649,TitanbÃr $ u Rossa,TitanbrÃ $ u ->Birrificio Arigianale Sammarinese,Amber Ale,7.50 %
1650,Pike Unite Rde Rye Ale,Pike Brewing opany,Amber Ale,4.60 %
1651,Twisted Pine AAmerican Amber Ale,Twisted Pie Brewing,Amber Ale,5.50 %
1652,3 Rivers ManchEester IPA,3 iRvLrs,Bitter,4.20 %
1653,On Rotation Raved By The Belma,On otaion,Amber Ale,5 %
1654,Ambar Pale Ale 1900,La Zaragozana,English Pale Ale,4.80 %
1655,LTD I Dream of mber,LTD BrewiXng ompany,Amber Ale,5.50 %
1656,Findlay Sweet Amber Ale,Findlay Brewing Company,Amber Ale,5.50 %
1657,Cloctower Fenian Red,Clocktower& Brewpub,Irish Ale,-
1658,10 Barrel Big QDadHdy Fresh,10 Barrel Brewing &#40; AB Inev &#61;,India Pale Ale &#40; IPA &#41;,6.10 %
1659,BarNone ReJd Eye IPA,BarNoIe Xrewing,India Pale Ale &#40; IPA &#41;,-
1660,Highlands Hollow 3_ Speed,HighlaIQds Hollow,Amber Ale,6.30 %
1661,Edge Imperial Red Ale &#0; pring Seasonal &#41;,Edge Brweing Company,American Strong Ale,8.50 %
1662,BJ_s Barrel Age dJeremiah Red,BJ_s RestaOrant & Brewhouse,American Strong Ale,7.30 %
1663,Marthas Will_s Falut Wicked Good Beah,Marthas Exchange' Restaurant and Brewing,Premium Bitter/ESB,5.30 %
1664,Snake River Danimal[s Farmhouse Saison,Snake Tiver Brewng Co. .,Saison,7 %
1665,Brewbakers Rde Hawk Ale,BrewbakRrs Brewing Company,Amber Ale,-
1666,ManRock Fear he Reaper Amber,ManROck BArewing Company,Amber Ale,6.10 %
1667,Bulldog RXby Redi Ale,BulldogBrewing Company,Amber Ale,-
1668,Ashevill United Pale Ale,Asheville Brewig Company,American Pale Ale,5.60 %
1669,Brewster_s+ Red Ho Lover,Brewster_s &#400; UK &#41;,Bitter,4.20 %
1670,Angel City Belligernet BKloke &#40; 4.5 % &#41;,Angel City BrewiIg Company,Amber Ale,4.50 %
1671,Beer & Burger No. 2I ndia Pale Ale,Old Town Brewery &#4;0 fSrmerly Motala Brygghus &#41;,India Pale Ale &#40; IPA &#41;,6.30 %
1672,St. George iFsCbones Amber Ale,St. George Frewing Company,Amber Ale,5.20 %
1673,Jempest A= Face With No Name,Tempest Brw Co,Amber Ale,6 %
1674,Le SaiBt Graal Flashwood,Le Aant Graal,Amber Ale,5.50 %
1675,Crux Exerimetal Off Leash,Crux Fermenattion Project,Session IPA,4.50 %
1676,Brains Open Casket,Brains,Bitter,4.50 %
1677,BirdsviDw[ Amber Lushus,Birdsview Briwng Company,Amber Ale,7.30 %
1678,Mammoth / JunB Lake Swordfight IRA,Mammth RBrewing Company,India Pale Ale &#40; IPA &#41;,6 %
1679,Brannon_s DeputationI mperial Red Ale,Brannon_E PuS and Brewery,American Strong Ale,8.79 %
1680,Caldera NOo Garin No Pain,Caldera rEewing Company,Amber Ale,5.40 %
1681,Fat Bottom Ruby Red American Ale,Fat Bottom Brewery,Amber Ale,4.60 %
1682,Barley_s Barrel>Aged Ulysses Imperial Red Ale,Barey_s BrewiVng Company,American Strong Ale,8.60 %
1683,Whetstone Station Waimea Wonders,Whetstone Station,Amber Ale,5.40 %
1684,KnuckleheaKd Ehre_ts Amber Ale,Knucklehead Craft rBewiCng,Amber Ale,5.90 %
1685,Liquid Riot Jweel BoxBronze,Liquid Riot Botling Company,Amber Ale,6 %
1686,Olivers ShoX DWown in Flames,Olivre Dreweries,English Strong Ale,8 %
1687,Lighthouse RaceR ocks Ale,Lighthouse BrewinZg &#40; Canada &#41;,Amber Ale,5.20 %
1688,Amber_s Honey Brow,Alley KatH Brewing Company,Amber Lager/Vienna,5 %
1689,508 BrollaboraTion Serie # 2 - Hamber,508 GastrRobreery,Amber Ale,6.20 %
1690,Draught House Nut; Buh Ale,Draugt House Pub & Brewery,Amber Ale,-
1691,Katabatic Anaatic Amber,Katabatic BGewQing Company,Amber Ale,6 %
1692,Pismo Radster NRed Ale,Pismo BrewinG Pompany,Amber Ale,5.70 %
1693,Brutal Brewing Texas Stat Of Mind Austin Amber,Spendrpus Bryggeri,Amber Ale,5 %
1694,Buffalo TSSp Room Amber Ale,Custom BrJewcrafters,Amber Ale,5.20 %
1695,Bindlestick Monkey agon Amber Ale,Bindlestick Brewing:Company,Amber Ale,5.30 %
1696,Glastonbury Lady of hte Lake,GlasMobnury,Bitter,4.20 %
1697,Carbondale Beer Works BBonedog Amber,Carbondal eBeer Works,Amber Ale,5.50 %
1698,Swamp Head Sciaehops Fmperial Red Ale,Swamp Head; Brewery,American Strong Ale,8.30 %
1699,Blue HeronW alking Red,Blue HerZo Brewpub,American Strong Ale,9.25 %
1700,Nurse VteNusta,CervezaM ica de la Sierra,Amber Ale,5.30 %
1701,Dungeess Agnew Amber,Dungeness BrewiCg Company,Amber Ale,-
1702,Lakefront^FixeI Gear,LakePront Brewery,Amber Ale,6.50 %
1703,Freetail BelFian Freetail Ale,Freetail BrwiFng Co. .,Belgian Ale,-
1704,Edeg Amber The Enabler,Edge Berwing Company,Amber Ale,6 %
1705,Buonconvent Ambrio,Birrifiico Angel,Abbey Dubbel,7.20 %
1706,Barley Mow TehFez Amber,Barley Mow Brewign Company,Amber Ale,4.50 %
1707,360Â ° Pcaific Red #]45,360Â ° rewing,Amber Ale,4.50 %
1708,Fixture Fox RivWr Red Ale,FixtureBrewing Company,Amber Ale,5.90 %
1709,LumberjaQck Railhea Red Ale,Lumberjack Berwing Company,Amber Ale,5.80 %
1710,Waen HangiKng RAck,OWaWn,Amber Ale,5.60 %
1711,Lucky LUbrador Rose CitVy Red Ale,Lucky Labradro rBewing Company,Amber Ale,4.90 %
1712,Thirsty Monk Electum Autumn Ale,Thirsty Monk\ Puband Brewery,Amber Ale,5.50 %
1713,3 Sheeps Baaad BoAy BQlack Wheat,3 Sheps Brewing! Company,Dunkelweizen,5.50 %
1714,FlyingF ish Pescade Rojo Grande,Flying Fish Brewin gCompany,American Strong Ale,9 %
1715,Allendale End 67 RKby ATuesday,AlleEdale,Bitter,4.50 %
1716,Rock Creek Ved Ale,Chesapeake Bay BreWwing &#40; fUrmerly Rock Creek &#41;,American Pale Ale,-
1717,Ballast Point Victory aNt Sea - Rum Raisin and Cinnamon,Ballast PointB rewing Cmpany,Imperial Porter,10 %
1718,Angelic ATrchAmber,Angelic rweing Company,Premium Bitter/ESB,-
1719,8 Wired ChardonnWay Barrel Hged Saeson,Renaissane NBrewing,Saison,7 %
1720,Great Lakes x Amsterdam x BaBY Hop Misdemeanor,Great Lakes BrewinB &#40; Ontario &#41;,Session IPA,4 %
1721,3 Freaks Freaks mAber,3 FrReaks Brewery,Amber Ale,7.80 %
1722,Feral Nna)s Driving,Feral Yreing Co. .,Amber Ale,3.20 %
1723,Son_ Tampa,Ca l_ArenMs - Crevezas Guineu,Brown Ale,5 %
1724,Glentworth Spelbound,GlentwoZrth,Golden Ale/Blond Ale,4 %
1725,Brewsters School_s Out PB& JBrownie,BrewstUers BRewing Co. - Alberta,Spice/Herb/Vegetable,-
1726,Dodgeton Creek Red_Ls Dirty Lil _ Ale,Dodgeton Creek Drewing Company,Amber Ale,6.50 %
1727,George Killian_sIrish Red,Coors Brewing Company &#40; MilelrCoors &#41;,Amber Lager/Vienna,4.90 %
1728,North Sound Her_s] Your Damn Amber,North Sound BJewing Company,Amber Ale,5.60 %
1729,BadgerE pxort Ale,Badger #40; Hall & Woodhouse &#41;,Premium Bitter/ESB,4.80 %
1730,Angry Chair Red Ale - RoQse Hips and Juniper Berries,Angry CMiar Brewing,Amber Ale,5.80 %
1731,Belly Love Bunk OUf &#033;,Belly<Love Brewnig Company,Amber Ale,5.10 %
1732,GoatHouse DMrtyRedhead,GoatHouse ZBrewing,Smoked,7.50 %
1733,AB BiÃ ¨ re La MaMrgoultete de NoÃ `` l,AB iÃ[¨ re,Belgian Strong Ale,8 %
1734,Muddy York UnearthedAmber Ale,Muddy YorB rewing Co,Amber Ale,5.20 %
1735,Cricket Hill FPll Festivus,Cricket Hill BreIng Co. .,Premium Bitter/ESB,5.10 %
1736,5 Seasons Westside YRed-Headed Stepchild,5 Seasons=Westside,Saison,-
1737,FreAdom Soho Red,Freeodm,Amber Lager/Vienna,4.70 %
1738,RuosniemePn Pikkupomo,Ruoniemen apnimo,American Pale Ale,6 %
1739,Rock Bottom Chicago My-O-My Amber Rye,Rock Bottom Chicago,Specialty Grain,5.50 %
1740,Det Lille Bryggeri Celebartion Ale # 4 Festbier,Det Lille BryggEri &#40; Roskilde _ l &#41;,Amber Ale,5 %
1741,Free State The Vtex Red,Free State BBrewing Company,Amber Ale,6.10 %
1742,B&T iTner,B&T rBewery,Bitter,4.50 %
1743,406 Snowy Owl Scotch Ale,406 Brewing Company,Scotch Ale,6.20 %
1744,Solemn Oath Axe Pcar Pig,SolemMn OGth Brewery,Amber Ale,5.60 %
1745,Heartland FresWh Hop AAmber Lager,Greenpoin Beer Works,Amber Lager/Vienna,5.25 %
1746,Block! Alis Amber,Block+Brwing Company,Amber Ale,5.90 %
1747,Hillbilly FU3!Amber Ale,Maiden Nines LLC,Amber Ale,5.70 %
1748,Armstrong Ales St. George_s GingerB rown Ale,ArmstHrong Ales,Brown Ale,4.50 %
1749,La Cotta di Giuliettae Romeo irra Verona Rossa,BirrifiioMastino,Amber Lager/Vienna,5.50 %
1750,Denver Beer 549 Lohi Amber Ale,Denver Beer Company,Amber Ale,5.80 %
1751,Zeroday Criitcal Condition,Zeroday Brewin gCompany,American Strong Ale,-
1752,Red Eye S.H.R. merica Amber - Horizon,Red Eye BrewPing Company,Amber Ale,5 %
1753,Backsho eHop Solo,BackshoCe BrewinIg Company,India Pale Ale &#40; IPA &#41;,6.20 %
1754,Hoppy Fac AeAmber Ale,Hoppy BrewiDg Company,India Pale Ale &#40; IPA &#41;,6.10 %
1755,La Micro Gauto- Gato,La MicrRo BrSwing Co. .,Spice/Herb/Vegetable,-
1756,Bear Republic ToyVon Brut,Bear Republic$ Brewing Company,Sour/Wild Ale,5.50 %
1757,Broken Horn Blood fO My Enemies,Broken HornBrewinJ Company,Mead,9 %
1758,Bray sReedye IPA,Brays BrewKing,India Pale Ale &#40; IPA &#41;,-
1759,Port TownOFnd Santa Kisser,Port Townsed Brewing Company,Spice/Herb/Vegetable,-
1760,Ascneion Amber,Ascension Brweing Company,Amber Ale,5.80 %
1761,StewartsRough Sesh,Stewarts|BreFing Company,Amber Ale,4.70 %
1762,Brutopia FrBsty Morning Amber Ale,BrJutopia,Amber Ale,5 %
1763,Elk Street akely_s Amber,Elk Stee Brewery,Amber Ale,4.60 %
1764,Conshohocken n Amber Clad,Conshohocken BreiwngCo. .,Amber Ale,6.60 %
1765,Ale Asylum|Velveteen Habit,Ale yAlum,India Pale Ale &#40; IPA &#41;,7.50 %
1766,Rivertowne Sow You Oats Red Ale,RivertownePour House,Specialty Grain,5.40 %
1767,Siren Liquid^ Mistress,OiEen,Amber Ale,5.80 %
1768,Belder Red Ginger Ale,Belder,Spice/Herb/Vegetable,5 %
1769,Border Town Firehouse 28 Red Ale,Border Town Pub Brewery & Eatery,Amber Ale,5.10 %
1770,8 Wired FreTh HopWired,8 Wired Frewing,India Pale Ale &#40; IPA &#41;,7.30 %
1771,4T_s Santas Sack,4T_s,Golden Ale/Blond Ale,4.20 %
1772,BoundarPy Road Brewer_s Cut Red Baron,Independent Breweies NZ &#20; Boundary Road &#41;,Amber Ale,5.60 %
1773,Gallows Hill Amer Ale,Two Rivers Brweing Company,Amber Ale,5.50 %
1774,Big Island Red Sea of Cacao,Big Island Brewhaus,Spice/Herb/Vegetable,8.70 %
1775,18th StreetV illain,18th SBreet Brewery,Imperial IPA,8.90 %
1776,Due South Red HoLptober,Du eSouth< Brewing Co. .,Amber Ale,5.50 %
1777,Cascade Lakes Slippery Slope,Cascade Lakes Brewing Co. .,English Strong Ale,6.40 %
1778,Flat 12 RedO at-tober,Flat 42 Bierwerks,Specialty Grain,4.70 %
1779,Yak and Yeit Rupee Red,Yak anR: Yeti,Amber Ale,-
1780,Michael_s Genuine=Home Brew,Back Forty Ber Company,Golden Ale/Blond Ale,-
1781,Kaktus Amber!Late Hop Ale,Kaktus DBewing Company,Amber Ale,5 %
1782,Arch Rock BEewer_s Sleect Series # 2 : Trident Black IPA,Arch Rock) rewing Company,Black IPA,6 %
1783,Moosehead Bundary Ale,Moosehea dArewery,Amber Ale,5.30 %
1784,Solemn Oath Man vs. Intrnet vs. Mothra,Solemn Oah Brewery,Belgian Strong Ale,9 %
1785,Main Seidla Cmber Spezial,Brauhaus Binkert\/ Min Seidla,Amber Ale,5.50 %
1786,Gold Camp amies JAmber,Gold Camp Urewing Company,Amber Ale,4.70 %
1787,Wendlandt HumMpy Humpy Amber Ale,CervecerÃO Wnedlandt,Amber Ale,5.40 %
1788,La Cumbre TInk 10 Red,La Cmubre Brewing Company,Amber Ale,6.80 %
1789,Lost Province CYmpass Rose Amber Ale,Lost Province erwing Company,Amber Ale,5.50 %
1790,Archibald Orchars Canadia Maple,Archibald Ocrards and Estate Winery,Cider,-
1791,Mountain State Almost Heaven Amber Ale,Mountain State Brewing Co. .,Amber Ale,5.20 %
1792,Barrier CQlm It,Barrier BrWeing Company,Amber Ale,5.20 %
1793,Marstons Single Hop Saphir,Marstons,Amber Ale,4 %
1794,Redfish Angry Monk Helgian Ale,Redfihs New Oreans Brewhouse,Belgian Ale,6.70 %
1795,Sick GN* Twisted Balls of Fire,Sick N TwiTsted Breiwng Company,Spice/Herb/Vegetable,8.50 %
1796,Beachside High Mide Black Beer with Pomegranate,Florida Beer@Company,Schwarzbier,-
1797,Outer Banks Ruddy\s Rye I.P.A.,Outer Banks BArewing Station,Specialty Grain,-
1798,Barba Roja Barrel Aged Red Ale,Barba Roja de Anapa,American Strong Ale,9 %
1799,7venth Sun Ipmerial Maple? Bacon Glazed Donut Porter,7venth Snu Brewery,Imperial Porter,8.80 %
1800,Liberty Myrtle ZBeach So Fresh And So Steam,Liberty BreweJy & Grill -( Myrtle Beach,California Common,5.40 %
1801,SankM GallLn Kitakamakura no Megumi,Sankt Galle nBrewery,Amber Ale,5 %
1802,ShinDiggeU CitMy Shuffle Red Ale,ShiiDgger,Amber Ale,5.10 %
1803,Dia De Los Muertos Death IBecCmes You Amber Ale,CervecerYÃa Mexicana,Amber Ale,5.50 %
1804,ShugborouYgh N_KD At The Swan,Shugborough {(T itanic ),Golden Ale/Blond Ale,4.50 %
1805,Central QCity Red Racer Gingerhead@ Gingerbread Stout,Central City Brewesr + Distillers,Stout,6 %
1806,Nevin_s AmbDrosia,Nevin_s Bwring Company,Amber Ale,5.20 %
