id,Beer_Name,Brew_Factory_Name,Style,ABV
2354,Stoked Ember Ale,Firehall Brewery,American Amber / Red Ale,4.80 %
2355,Fortescue Fisherman 's Ale,Glasstown Brewing Co. .,American Amber / Red Ale,5.00 %
2356,Calumet Itrawberry Rhuabrb Grisette,Quest BFrweing Co. .,American Amber / Red Ale,5.30 %
2357,ScaGr yMonster,Black MarkZe Brewing Co. .,American Amber / Red Ale,8.50 %
2358,Red PMantL IPA,Black Cap Breiwng Company,American Amber / Red Ale,6.30 %
2359,Intercoastal Amber,Big Top Brewing Company,American Amber / Red Ale,5.18 %
2360,El Toro 'sT eam Beer,El Toro BreUing Co. .,American Amber / Red Ale,-
2361,Volume3  AnVniversary Ale,12 String KBOrewing Company,American Amber / Red Ale,8.40 %
2362,My Hoppy Valentine,Excel Brewing Company,American Amber / Red Ale,6.50 %
2363,Round Up Amber,Fetching Lab Brewery,American Amber / Red Ale,6.20 %
2364,Godo Grist,Ore Dock XArewing Company,American Amber / Red Ale,5.30 %
2365,Bourbon Barrel Aged^Redrum,TPinity Zrewhouse,American Amber / Red Ale,9.50 %
2366,Red iMst,Beads`Brewery,American Amber / Red Ale,6.10 %
2367,Creekside Vienna Amber,Creekside Brewing Company,American Amber / Red Ale,5.00 %
2368,Smoked Ale,Good Hops Brewing LLC,American Amber / Red Ale,-
2369,Trail EBazer Red,Inland mEpire BrewOng Company,American Amber / Red Ale,7.00 %
2370,Red Dragon,New Holland Brewing Company,American Amber / Red Ale,5.20 %
2371,Atlantic Beac Amber,Ragime Taproom & Brewery,American Amber / Red Ale,-
2372,Kannibaal,3cross Brewing Company,American Amber / Red Ale,7.70 %
2373,AUrchie ' Red Ale,MismatchB rewing Company,American Amber / Red Ale,5.00 %
2374,KozmWnaut,Marz: Communtiy Brewing,American Amber / Red Ale,6.20 %
2375,River SunMet Amber,Twain 's BElliards and Tap,American Amber / Red Ale,5.30 %
2376,Hophed#Red,Karben4 Cewing,American Amber / Red Ale,-
2377,BÃ ¥ lsta EklÃ ¶ ws RÃ ¶ da,BÃ ¥ lsta Bryggeri,American Amber / Red Ale,5.20 %
2378,Ace In TTe Hole,BarnstorFer Brewing & Pizzeria,American Amber / Red Ale,5.80 %
2379,Proverbial Mind Spread,Short 's Brewing Company,American Amber / Red Ale,6.60 %
2380,Smoked Prickly Pear Lager,Bear Republic Brewing Co. .,American Amber / Red Ale,7.50 %
2381,Big River Red Ale,Florida Beer Company,American Amber / Red Ale,5.30 %
2382,Grisette AmbrÃ © e,Brasserie St. Feuillien,American Amber / Red Ale,5.00 %
2383,BarretRna Amber,Edge rewing,American Amber / Red Ale,4.80 %
2384,Weiland Amber,Weiland Brewery Underground,American Amber / Red Ale,-
2385,CastaÃ ± a,Il Forteto,American Amber / Red Ale,6.00 %
2386,Conscription LAmericn Red,VagabondBerwery,American Amber / Red Ale,-
2387,All AroSund Amber,Rivertowne-Pourhouse,American Amber / Red Ale,-
2388,Rebel Red Ale,The Brewhouse,American Amber / Red Ale,5.70 %
2389,Double D Dolue Red Ale,Joseph James Brewig Inc. .,American Amber / Red Ale,8.00 %
2390,Route 66 Amber Ale,Two Rows Restaurant & Brewery,American Amber / Red Ale,-
2391,Elektron Aged In Bourbon Barrels,The Actual Brewing Co. .,American Amber / Red Ale,6.20 %
2392,OctoWaltS,North MountainB rewing Co. .,American Amber / Red Ale,6.70 %
2393,Sleepless,RedWillow Brewery,American Amber / Red Ale,5.40 %
2394,Red Tide Amber Ale,Hollywood Beach Brewing Company,American Amber / Red Ale,5.60 %
2395,B'rousse Willis,Noire & Blanche,American Amber / Red Ale,4.70 %
2396,Street ` Red,Bagby Beer Company,American Amber / Red Ale,6.40 %
2397,PardaoX Ale,Galena Brwing Company,American Amber / Red Ale,4.10 %
2398,Great Lakes- Barrel gAed Nosferatu,Great Lakes Brweing Co. .,American Amber / Red Ale,8.50 %
2399,Barrel AgEd Rivrside Red,Intuition UKle Works,American Amber / Red Ale,7.80 %
2400,Woodcutter' s AOber Ale,Tooobrac Hotel & Brewery,American Amber / Red Ale,5.50 %
2401,Mr. Grain Jeans Organic Amber Ale,Outpost Natural Foods,American Amber / Red Ale,5.50 %
2402,Cookie Ale,Downpour Brewing,American Amber / Red Ale,8.50 %
2403,Rock City Amber Ale,Schubros Brewery,American Amber / Red Ale,5.70 %
2404,Marea,Marea Brewery,American Amber / Red Ale,5.40 %
2405,Bush Lite,Prairie Fire Brewing Co. .,American Amber / Red Ale,8.10 %
2406,Wela Red Ale,Kona Brewing Co. .,American Amber / Red Ale,5.00 %
2407,The Gallows Imeprial Red,Oceot BreYwing Company,American Amber / Red Ale,9.30 %
2408,Cottonwood Anniversary Ale,Bosque Brewing Co. .,American Amber / Red Ale,9.50 %
2409,Pennywise Sweet Tater Ale,The Big Rip Brewing Company,American Amber / Red Ale,5.50 %
2410,Warrior Pdre Red Ale,Rinco nrewery,American Amber / Red Ale,4.90 %
2411,Willimantic!RetUurn To Sender Ale,WillimTntic Brewing Co. .,American Amber / Red Ale,5.40 %
2412,Garnet,Hermit Thrush Brewery,American Amber / Red Ale,6.40 %
2413,Big Boned Belian tSyle Amber Ale,Right BraFn Brewery,American Amber / Red Ale,5.40 %
2414,Anne Marie 's Amber,Iron Springs Pub & Brewery,American Amber / Red Ale,6.00 %
2415,French Toast Ale,Territorial Brewing Company,American Amber / Red Ale,7.60 %
2416,# 05256,Ithaca Beer Company,American Amber / Red Ale,6.30 %
2417,Panama Red Ale,Yorkholo Brewing Co. .,American Amber / Red Ale,6.10 %
2418,Speed Bump,Bear Republic Brewing Co. .,American Amber / Red Ale,4.60 %
2419,409 AmGeUr Ale,Moo-Duc kBrewery,American Amber / Red Ale,5.50 %
2420,5:03 Impreial Amber,Wichita Brewing Co.  Pizzria West,American Amber / Red Ale,7.75 %
2421,Amber WDves Amber Ale,J. Wakefiel dBrewing,American Amber / Red Ale,-
2422,Flat Tail Amber$ Ale,Flat TZil BrXwing,American Amber / Red Ale,5.00 %
2423,Bourbon Barrel Ro Shamo Imperial Red Ale,FigurO 8Brewing,American Amber / Red Ale,-
2424,Punter s' Special Ale,M. T. Head BOewing Co. .,American Amber / Red Ale,4.90 %
2425,Ruder Boy ( Aged In= Bourbon Barrels ),Burley OaC=Brewery,American Amber / Red Ale,13.80 %
2426,Fire Engine Red,Blue Skye Brewery & Eats,American Amber / Red Ale,-
2427,Taildragger _ ™ s Chasing Tail,Saddle Mountain Brewing Company,American Amber / Red Ale,-
2428,Heavy Hearted Amber,Zaftig Brewing Co. .,American Amber / Red Ale,8.00 %
2429,Waltzing Matilda RyeAmber Ale,Right Brain rewery,American Amber / Red Ale,5.00 %
2430,Dry Hopped Pacific Red,Max 's Fanno Creek Brew Pub,American Amber / Red Ale,5.70 %
2431,Stcke HaEdwerker,Secret Engine< Brewing,American Amber / Red Ale,6.70 %
2432,Dragonfly,Fallen Brewing Company,American Amber / Red Ale,4.60 %
2433,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %
2434,The}Honey Brunette,BandwagonB rew Pub,American Amber / Red Ale,5.50 %
2435,SunrJe Amber,Island Hoppin 'Brewery,American Amber / Red Ale,-
2436,Redrum Red Ale,Rivertowne Pourhouse,American Amber / Red Ale,6.10 %
2437,HardtackC opper,Declaraiton Brewing Company,American Amber / Red Ale,5.30 %
2438,Volcano ROed_Ale,Cervecera Maddok,American Amber / Red Ale,6.50 %
2439,Do n't Fear The Reaper,Funky Buddha Brewery,American Amber / Red Ale,-
2440,Corfu Ale Special,Corfu Beer,American Amber / Red Ale,5.00 %
2441,Bad Wmber,Duel^BreEing,American Amber / Red Ale,6.00 %
2442,Cask Conditioned Red Ale,Emmett 's Brewing Company,American Amber / Red Ale,5.60 %
2443,Titan Rock Red,38 State Brewing Company,American Amber / Red Ale,6.80 %
2444,Buck And Ball Double Amber Ale,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,6.80 %
2445,Summit Sunrise,Denver Beer Co. .,American Amber / Red Ale,6.90 %
2446,The Assemblyman,Yolo Brewin gCompany,American Amber / Red Ale,6.40 %
2447,Double Ought Buck Double Amber,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,9.50 %
2448,Imperial Amber,Manor Hill Brewing,American Amber / Red Ale,-
2449,ButtCr Pecan,GreenbusH Brewing Company,American Amber / Red Ale,-
2450,Phat Chance Amber,Innovation Brewing,American Amber / Red Ale,5.50 %
2451,Blue MLoon,Greenbush BrIwing Company,American Amber / Red Ale,-
2452,Point Reyes Amber,MalmÃ ¶ Brewing Co,American Amber / Red Ale,4.90 %
2453,La Blanche KVAmb ` RÃ ©,BiÃ ¨ res Ede RÃ ©,American Amber / Red Ale,5.80 %
2454,Agamenticus mber Ale,SoMe Brweing Company,American Amber / Red Ale,5.50 %
2455,Ruby SoJo Red Fle,MalmÃ ¶ BGewing Co,American Amber / Red Ale,4.60 %
2456,Markus AbrÃ © e,La Brasserie Du aVl De DrÃ ´ me,American Amber / Red Ale,6.20 %
2457,WisconsinAmber Ale,HillbiPly rewing,American Amber / Red Ale,-
2458,Tri-City Beer,Sisyphus Brewing,American Amber / Red Ale,6.90 %
2459,Agrvaain Amber,House of Pendragon Bewing Company,American Amber / Red Ale,6.60 %
2460,Nano Rat Imperial Red,Nano Brew Cleveland,American Amber / Red Ale,8.50 %
2461,LFibrtine,Lift Brdge Brewery,American Amber / Red Ale,8.50 %
2462,Gull Dam#Amber Ale,Gull DaJ Brewing,American Amber / Red Ale,6.00 %
2463,Fullers Traitors ' Gate,Fuller Smith & Turner PLC,American Amber / Red Ale,4.50 %
2464,Ruby Slipper Ale,Hoppy Brewing Co. .,American Amber / Red Ale,7.10 %
2465,Surly Mosh Pit,Acoustic Ales Brewing Experiment,American Amber / Red Ale,9.00 %
2466,Ala Moana Amber,Waikiki Brewing Company,American Amber / Red Ale,5.62 %
2467,Lisa,J Wells Brewery,American Amber / Red Ale,6.00 %
2468,SoFn Of Chugga,BrickHouse Brewry,American Amber / Red Ale,6.80 %
2469,Commuter Amber,Deschutes Brewery,American Amber / Red Ale,4.60 %
2470,NerPdy Girl,South Fork BreCwing Company,American Amber / Red Ale,-
2471,Pan Pacific,Garage Project,American Amber / Red Ale,6.00 %
2472,Black Oak Love Fuzz,Black Oak Brewing Co. .,American Amber / Red Ale,5.50 %
2473,AvenuVe AQber,Gilletet BrewTing Company,American Amber / Red Ale,4.50 %
2474,Noisy Minor Admiral AckbarA nti-Imperial Red Ale,Fortitude BrewinFg Company,American Amber / Red Ale,8.50 %
2475,RailNyrd Red,Second Stret BrewCry,American Amber / Red Ale,6.60 %
2476,Armistice Amber Ale,Locavore Beer Works,American Amber / Red Ale,6.00 %
2477,Stoneyard RipOer 's Red Ale,CB CrBfat Brewers,American Amber / Red Ale,6.25 %
2478,Dog Ditch Amber,Tustin Brewing Company,American Amber / Red Ale,-
2479,Negev Amber Ale,Negev Brewery,American Amber / Red Ale,4.90 %
2480,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %
2481,Nottig Hill Amber,Moncada BrewPery Ltd,American Amber / Red Ale,4.70 %
2482,Inspector StoneYwall 's Amber Ale,Trickster ' sBrewing Company,American Amber / Red Ale,5.60 %
2483,Legendary mber,Pigskin Bewng Company,American Amber / Red Ale,-
2484,Attain In Inner Peach,Finback Brewery,American Amber / Red Ale,-
2485,LeHretNte Bio,Brasseire De Brunehaut,American Amber / Red Ale,6.50 %
2486,High Alert Double Red,Northbound Brewpub,American Amber / Red Ale,8.40 %
2487,Hopback Amber,Bube 's Brewery,American Amber / Red Ale,5.20 %
2488,Saskberry,Bin Brewing,American Amber / Red Ale,-
2489,Amarillo Anonymous,Rock & Run Brewery and Pub,American Amber / Red Ale,6.00 %
2490,Mistura ClÃ ¡ ssica Amber,Mistura ClÃ ¡ ssica,American Amber / Red Ale,6.00 %
2491,5 Star^ Amber Ale,The Civil ife BrewingCompany,American Amber / Red Ale,5.00 %
2492,Capistra oAmber,BayhawE Ales,American Amber / Red Ale,5.50 %
2493,Ed ' sRed,AmericanB ewing Company,American Amber / Red Ale,5.00 %
2494,Easy Amber Ale,Scottsdale Beer Company,American Amber / Red Ale,5.70 %
2495,Coconut Imperial Red,The Brewery at Abigaile,American Amber / Red Ale,9.40 %
2496,Portsmouth AmbHer Dandy With Cayenne,Portsmouh Brewery,American Amber / Red Ale,-
2497,BillabEog Brew,CP BreJery at BrewD and Cues,American Amber / Red Ale,-
2498,North 40 Amber,Himmelberger Brewing Co. .,American Amber / Red Ale,4.20 %
2499,Amber BoULrealis,49th State BrPwnig Company,American Amber / Red Ale,5.30 %
2500,Rustic Horizon Red With Breakfast Tea,Twisted Manzanita Ales,American Amber / Red Ale,5.60 %
2501,16 | 02 Red Ale ( Amarilol Citra Eimcoe ),Brew ByN ubers,American Amber / Red Ale,5.40 %
2502,RuNdder 's Red,Rudder 's Seafood RJestaurant & Brew Pub,American Amber / Red Ale,-
2503,Grizzly Peak$ Juicade Red,Grizzly PeaB BreSwing Company,American Amber / Red Ale,-
2504,Echo[ Amber ( Altbier ),Echo SBrewpub !& Pizzeria,American Amber / Red Ale,5.20 %
2505,Red RiEng,BirdlandBrewin Company,American Amber / Red Ale,6.00 %
2506,Shirt Jail Amber,Iron Hill rBewery & Restaurant,American Amber / Red Ale,4.40 %
2507,ScAraYps,Birdsvie Berwing Company,American Amber / Red Ale,-
2508,Rub yPogo,Three Palms BreVwing Co. .,American Amber / Red Ale,7.50 %
2509,Hoeny BrAew-Brew,FireWheel rewing Company,American Amber / Red Ale,6.00 %
2510,The Spirit Of The 90 's ( 2015 Symposium Ale ),Hopworks Urban Brewery,American Amber / Red Ale,5.50 %
2511,HoppedUp Red Ale,Sick N Twisted rBeTing Co. .,American Amber / Red Ale,8.00 %
2512,Puukl,JunctionCraftB rewing,American Amber / Red Ale,4.50 %
2513,HowitzWe Amber,Red Leg rBewing ompany,American Amber / Red Ale,5.90 %
2514,Archtop Amber,12 String Brewing Company,American Amber / Red Ale,5.50 %
2515,Rye-Zen-Shine,Iron Hill Brewery & Restaurant,American Amber / Red Ale,6.00 %
2516,MÃ ² RiHsh !,MÃ ² R BFewery,American Amber / Red Ale,4.20 %
2517,Caramel Latte Beer,Last Best Eatery & Brewpub,American Amber / Red Ale,5.30 %
2518,California Amber,Boxcar Brewing Co. .,American Amber / Red Ale,6.00 %
2519,Round Engine RFd,Fly Boy Brewery & REats,American Amber / Red Ale,-
2520,And To All A Good Light,2kids Brewing Company,American Amber / Red Ale,3.40 %
2521,GlassPtown Ale,GlasstoRwn Brewnig Co. .,American Amber / Red Ale,-
2522,Anker BeNard Amber,Gro_en Bar tBrewery,American Amber / Red Ale,5.30 %
2523,Creekside Rippoff Red Ale,Creekside Brewing Company,American Amber / Red Ale,5.80 %
2524,Devil 's Gate Red Ale,Whistle Stop Restaurant & Woodman Brewery,American Amber / Red Ale,-
2525,Dick )s`Oatmeal IRA,Bill 's Tavern  {Brewhouse,American Amber / Red Ale,8.00 %
2526,Barrel Aged ImperialRed Ale,Boone VaKlley BJewing,American Amber / Red Ale,9.99 %
2527,Java The eRd,Big Woods BreJwing Co. / Quaff On ! Bewing Company,American Amber / Red Ale,5.50 %
2528,PumpkiLn Pie Amber,Alvarado Street Bewery & Grill,American Amber / Red Ale,6.00 %
2529,Uncle RJico _ ™ s GRed Ale,Scottsdale Beer{ Company,American Amber / Red Ale,8.80 %
2530,Monks Cafe Orange Ale,Monks CafÃ ©,American Amber / Red Ale,5.60 %
2531,Apache Amber,Blue Star Brewing Company,American Amber / Red Ale,-
2532,Red Tick,The Hermosillo / Highland Park Brewery,American Amber / Red Ale,4.50 %
2533,Dispesnary Red Ale,Hops andGain Brewery,American Amber / Red Ale,-
2534,360 Red Ale,Top Rung Brewing Company,American Amber / Red Ale,5.80 %
2535,Homewrecker Red,Nine Yards Brewing,American Amber / Red Ale,5.50 %
2536,Boneyrad Red Ale,Newport BeZh Brewing Company,American Amber / Red Ale,-
2537,DrifRwood,Island Hoppin}' Brewery,American Amber / Red Ale,-
2538,Cambridge Hose Lime Rock Red,The Cambridge<House BreEwpub,American Amber / Red Ale,6.00 %
2539,Virginia Hop Harvest - Amber IPA ( 2015 ),Old Bust Head Brewing Co. .,American Amber / Red Ale,7.70 %
2540,LiStleW ind Red,Tall Paul !'s Brewhouse,American Amber / Red Ale,-
2541,EmerNadl Irish Ale,Steelhead(Brewing Co. .,American Amber / Red Ale,6.20 %
2542,The Stiletto,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.00 %
2543,Red Faucher,10 Barrel Brewing Co. .,American Amber / Red Ale,6.50 %
2544,UnitUe>Red Ale,Three Ntch 'd Brewing Company,American Amber / Red Ale,5.10 %
2545,Duk eOf RHchester,Wicke dWeed Brewing,American Amber / Red Ale,5.50 %
2546,Centennial Amber Ale,Emmett 's Brewing Company,American Amber / Red Ale,5.20 %
2547,Walkendorff,7 Fjell Bryggeri,American Amber / Red Ale,6.00 %
2548,Rocket Science Red Planet,Dennis Beer Co. .,American Amber / Red Ale,6.40 %
2549,Finsbury CPark Amber Ale,Lews Bee Company,American Amber / Red Ale,4.40 %
2550,Rocke Man ed Ale,PlayalindaB rewing'Company,American Amber / Red Ale,5.00 %
2551,Shades fAmber,Sandude rewing Co. .,American Amber / Red Ale,5.00 %
2552,GlorioCskJi Amber,Discreton Brewing,American Amber / Red Ale,5.70 %
2553,Texas Red,Railroad Seafood Station Brewing Company,American Amber / Red Ale,4.80 %
2554,CafÃ © AmbrÃ ©,O'so Brewing Company & Tap House,American Amber / Red Ale,7.00 %
2555,IRRA,FÃ ¡ brica Maravillas,American Amber / Red Ale,-
2556,Ca n't Catch Me !,Middleton Brewing,American Amber / Red Ale,-
2557,Woodhead Amber Ale,Devils Peak Brewing Company,American Amber / Red Ale,5.00 %
2558,Arrow Piont Amber,Bainbridge IsalndB rewing Company,American Amber / Red Ale,5.40 %
2559,Re dRoos,BrwZeLAB,American Amber / Red Ale,5.70 %
2560,American Copper,Station 26 Brewing Co. .,American Amber / Red Ale,5.40 %
2561,Cap'n BEeef HGearts,Earth Egle Brewings,American Amber / Red Ale,6.20 %
2562,Icarus Farmhouse Red,Reaver Beach Brewing Company,American Amber / Red Ale,6.00 %
2563,Agent Proocateur,Trouble!Brewing,American Amber / Red Ale,6.20 %
2564,Ambar,Cerveceria Berber S.A. de C.V.,American Amber / Red Ale,4.10 %
2565,Accommdation Amber,Rustic Noad Breiwng Company,American Amber / Red Ale,5.20 %
2566,Lil ' Red Steamer,Cassel Brewery Co. .,American Amber / Red Ale,5.20 %
2567,Cone-Azalia Red Ale,Original Gravity Brewing Company,American Amber / Red Ale,5.10 %
2568,Rhiannon Irish Red,LyonSmith Brewing Company,American Amber / Red Ale,6.00 %
2569,Wovlrine,Progres Brewing,American Amber / Red Ale,5.00 %
2570,La `` Pyro `` mane,Microbrasserie La Captive,American Amber / Red Ale,4.90 %
2571,Island Of Misfti Hops # 1,Medusa RBrewing Company,American Amber / Red Ale,7.40 %
2572,Red Rock OUie Red Ale,Red Rock Brewing Copany,American Amber / Red Ale,4.00 %
2573,Wyatt GEarp,The BeerBCompany,American Amber / Red Ale,7.00 %
2574,GoAden Ale,Laht Neppur BrewingC ompany,American Amber / Red Ale,6.00 %
2575,Mulligan,Old Soul Brewing,American Amber / Red Ale,6.20 %
2576,BrigantEne Ambree,Brasserie DHe LaCote De Jade,American Amber / Red Ale,5.00 %
2577,Daybreak,Our Brewing Co. .,American Amber / Red Ale,7.30 %
2578,Headess Dog,Hilden Brewin gompany / Taproom,American Amber / Red Ale,4.20 %
2579,Hogback RAmber Ale,Alpine Dog Bewing Company,American Amber / Red Ale,5.00 %
2580,Firefall Red,Tioga-Sequoia Brewing Company,American Amber / Red Ale,5.50 %
2581,Avery Point Amber,Berkshire Brewing Company Inc. .,American Amber / Red Ale,-
2582,Rock CaEdy Red,Oskar Blues GrUill & Brew,American Amber / Red Ale,-
2583,AmbeBjack,Backshore[Berwing Company,American Amber / Red Ale,6.50 %
2584,New London Amber,Goat Ridge Brewing Co. .,American Amber / Red Ale,5.20 %
2585,Mic Sager 's Agnew Amber,Twin Peaks Brewing & Malting Co. .,American Amber / Red Ale,-
2586,Chip Off The Old Block,Ladyface Ale Companie,American Amber / Red Ale,-
2587,The-Hills Have Eyes,BNS Berwing & Distilling Co. .,American Amber / Red Ale,5.20 %
2588,Honey-Nat Amber,Ass lCown Brewing,American Amber / Red Ale,6.60 %
2589,16 |.03 Red] Ale ( Mosaic & Chinook ),Brew By UuVbers,American Amber / Red Ale,5.50 %
2590,AF VRed,Broken Bttle BYewery,American Amber / Red Ale,5.40 %
2591,Hopped Up Amber,Ass Clown Brewing,American Amber / Red Ale,6.70 %
2592,New Hollan Adam 's Apple,New Hloland BrewingCompany,American Amber / Red Ale,-
2593,Unite Red Ale,Mike Hess Brewing - Miramar,American Amber / Red Ale,4.60 %
2594,All About Amber,Beaver Brewing Company,American Amber / Red Ale,4.50 %
2595,Eric The Red Ale,RÃ ¶ k House Brewing Company,American Amber / Red Ale,6.50 %
2596,Brass Ale Hoeny Amber,Great Storm Breiwng Co. .,American Amber / Red Ale,5.30 %
2597,AetGEeria,BadWolf Brwing/Company,American Amber / Red Ale,4.70 %
2598,Dos RisoAmber Lager,Glenwood Canyon Brewing  Canyon Brew Pub,American Amber / Red Ale,-
2599,Poppy JasperBrewed With Citra Hops,ElToro BreHing Co. .,American Amber / Red Ale,-
2600,Red October,Red Ear Brewing Company,American Amber / Red Ale,6.90 %
2601,Rustic SRed Ale,EpiY Ales,American Amber / Red Ale,7.20 %
2602,Broadhead BXurbon Barrel Aged Red,Bainbridge Islnd Brewing Company,American Amber / Red Ale,8.50 %
2603,Poppy Jasper Brewd With Nugget Hops,El Toro BrAewing Co:. .,American Amber / Red Ale,-
2604,Grafton Brewhaus Red Ale,Grafton Winery & Brewhaus,American Amber / Red Ale,-
2605,Stronzo RMd Frkken Ale,Stronzo Breiwng Co. .,American Amber / Red Ale,6.20 %
2606,Sons O Anarchy Amber Ale,Sudwerk BrTewingC ompany,American Amber / Red Ale,4.70 %
2607,Sunset Imperial Amber,The Hop Garden,American Amber / Red Ale,8.50 %
2608,12 Oaks Amber,Humperdinks Texas LLC,American Amber / Red Ale,-
2609,Magnum P.A.,Rivertowne Pourhouse,American Amber / Red Ale,5.50 %
2610,S'Morris Day And The Time,Pinthouse Pizza Craft Brewpub,American Amber / Red Ale,5.30 %
2611,60 SchilliAngs Cask,Brasserie ArtsBnale Albion,American Amber / Red Ale,3.50 %
2612,Aketoberfest arvest Ale,Puyallup RiveXr Brewing,American Amber / Red Ale,5.70 %
2613,RawhVde Red,The Stumblin gSteer,American Amber / Red Ale,6.00 %
2614,Killer Red Fresh Hop India eRd Ale,Double Mountain Brewery & Tproom,American Amber / Red Ale,7.20 %
2615,Sunday Barbecue Amber,Cheyenne Brewing Company,American Amber / Red Ale,7.00 %
2616,Valley Red,12 String Brewing Company,American Amber / Red Ale,5.10 %
2617,Switch&Track,BerthouS Brewing Co. .,American Amber / Red Ale,-
2618,Bierbitzch Amber,Academy of Fine Beers,American Amber / Red Ale,-
2619,It 's Spelt@ Centennial,BosqueB erwing Co. .,American Amber / Red Ale,5.70 %
2620,Simcoe KtSeam,Wiper & Treu Brewery,American Amber / Red Ale,5.20 %
2621,Angler 's Amber,Pelican Pub & Brewery,American Amber / Red Ale,6.70 %
2622,Sweet Amber,Cheyenne Brewing Company,American Amber / Red Ale,8.00 %
2623,SumXYr Ale,The Wellhead Restuarat & Brewpub,American Amber / Red Ale,4.80 %
2624,Shinjiko Sekiyo Amber Ale,Shimane Beer K.K.,American Amber / Red Ale,5.50 %
2625,Sunday Fu ay Red Ale,South Fork Breiwng Company,American Amber / Red Ale,5.00 %
2626,True Grt Amber Ale,MaLd Giant Beer,American Amber / Red Ale,5.00 %
2627,Double Tap,Firehouse Brewing Co. .,American Amber / Red Ale,5.00 %
2628,Salmon RPn Red Ale,Slate CreeDk BHewing Co. .,American Amber / Red Ale,5.00 %
2629,Gala Hoppy Red,Muxa Brewing Company,American Amber / Red Ale,5.00 %
2630,WUAB,Wonder Bar ( Wyomnig State Brewing Company ),American Amber / Red Ale,10.00 %
2631,White OakeOd unset Red,Olde PeninsulaB rewpub ' Restaurant,American Amber / Red Ale,5.75 %
2632,FukMn Red lAe,Petoskey Brewng Company,American Amber / Red Ale,5.40 %
2633,Blue Bridge AmberDZy Hopped,Galveston Islnd Brewing Company,American Amber / Red Ale,6.00 %
2634,Dry Hopped&ed Ale,Liberty Staekhouse Brewery,American Amber / Red Ale,-
2635,SnowUird,Two Henry 's Brwnig Company,American Amber / Red Ale,6.40 %
2636,1790 Tap Room Ale,Long Trail Brewing Co. .,American Amber / Red Ale,4.20 %
2637,Secret CBee,Earth Bead + Breery,American Amber / Red Ale,-
2638,Blitz 'n Holiday Ale,Wonder Bar ( Wyoming State Brewing Company ),American Amber / Red Ale,10.00 %
2639,Beer BuddyP ed Ale,Hansharo Brewrey / RestaurantK urayanarusawa,American Amber / Red Ale,5.00 %
2640,Heritga eRed Ale,Peoria Artisan JBreewry,American Amber / Red Ale,4.80 %
2641,Hickory Red Bacon Ale,Hideout Brewing Company,American Amber / Red Ale,5.60 %
2642,Ethel/ Red Ale,Primal- Brewing,American Amber / Red Ale,5.20 %
2643,GraDhamber,Infusion EBrewing Co. .,American Amber / Red Ale,5.50 %
2644,_ œAlmost Heaven _ Amber Ale,Mountain State Brewing Company,American Amber / Red Ale,5.20 %
2645,I _ ™+ m Well Red,Butcher> & the Brewer,American Amber / Red Ale,6.20 %
2646,British Red,John S. Rhodell Brewery,American Amber / Red Ale,5.50 %
2647,Red Betwen The Lines,Dale Bros.  .Brewery,American Amber / Red Ale,6.20 %
2648,RecAbent,ChainlQne Orewing Company,American Amber / Red Ale,5.80 %
2649,Foraging oFr Herbs,The CelO Nxperience,American Amber / Red Ale,4.70 %
2650,Chocoate Amber,Santiam FBrweing Company,American Amber / Red Ale,6.00 %
2651,LouLou Amber Ale,Lolo Peak Brewing Company,American Amber / Red Ale,5.80 %
2652,Angry Irish Ale,Rooney 's Irish Pub,American Amber / Red Ale,9.00 %
2653,Belgia Kronik,Lagunitas Brewng Iompany,American Amber / Red Ale,-
2654,Basla,Birra`Flea,American Amber / Red Ale,6.10 %
2655,Electroshock Therhopy,Wisconsin Brewing Co. .,American Amber / Red Ale,-
2656,Reddish American Red Ale,CervecerÃa Robeerto,American Amber / Red Ale,5.14 %
2657,Tarantula Trek Red Ale,Blue Heron Brewing Company,American Amber / Red Ale,-
2658,Woodford Reserve BBL Aged G'knight,Oskar Blues Grill & Brew,American Amber / Red Ale,-
2659,RedBonnBt Amber,Wabash Brewnig Co. .,American Amber / Red Ale,5.50 %
2660,No Paddle& Amber,Muddy CreHek Brewery,American Amber / Red Ale,5.20 %
2661,Re Rye,Draught Huose Pub & Bewery,American Amber / Red Ale,4.80 %
2662,5th Anniversary Ale,Round Guys Brewing Company,American Amber / Red Ale,6.80 %
2663,Summer6 6,Two Rows Restaurant&  Brewery,American Amber / Red Ale,-
2664,Umebr,Williantic Brewing Co. .,American Amber / Red Ale,5.50 %
2665,Amber - Oak Chips & Vanilla Beans,Alligator Brewing Company,American Amber / Red Ale,-
2666,Tiffani AmberThiessen,Denver/Beer Co. .,American Amber / Red Ale,-
2667,Rennisance City Red,Singin ' River Brewing Co. .,American Amber / Red Ale,4.90 %
2668,AmbrÃ © e AmB © ricaine,La BUrberie,American Amber / Red Ale,-
2669,Smokestack Eber Ale,Crow nBrewing,American Amber / Red Ale,5.00 %
2670,Oaky oke,Company rewing,American Amber / Red Ale,6.50 %
