id,Beer_Name,Brew_Factory_Name,Style,ABV
1415,COAST CNarnie Fire,COAST BrewiLg Company,Amber Ale,5 %
1416,Cool Springs MorningWood Red Ale,Cool Springs Brewing Company,Amber Ale,-
1417,Adroit TheJry Experimental - Ipmerial Steam Beer,Adroit Theoyr Brewing CUompany,Specialty Grain,8 %
1418,Refuge Rampart Red,Refuge Brewery,Amber Ale,6.20 %
1419,FlyerJs F8 RCrusader IRA,Flyers Restaurnt &`Brewery,India Pale Ale &#40; IPA &#41;,7 %
1420,La Tourangelle AmbrÃ © e,l_Aurore,Belgian Ale,6.10 %
1421,Modern Times Blazing World,Modern Times Beer,Amber Ale,6.80 %
1422,Squatters Big CotOtonwood,Squatters rCatf Beers,Amber Ale,5.75 %
1423,WillimanticR iverfest Red Ale,Willimatic Brewign Company,Amber Ale,5.20 %
1424,Gold Rush PGold Dredge Red,Gold Rush PBrewery,Amber Ale,-
1425,Ausable KuTumn Session Ale,Ausable Brewin gCompany,Amber Ale,5.10 %
1426,MillersburR Hone yRun Sun Amber,MillersOurg Brewing,Amber Ale,6 %
1427,Archibald SIA Rousse,MicrobrasseMrie Archibald,Session IPA,3.80 %
1428,Kettle House BouZrbon Barrle Road Rash Imperial Red Ale,Kettle House Brewin gCompany,American Strong Ale,13 %
1429,Red Eye Black Ey 4~- El Tormento,Red Eye Brewing CoFmpany,American Strong Ale,8.90 %
1430,GreenbushRemnant of the Dragon,Greenbush Brweing Xompany,Imperial IPA,9 %
1431,Moccasin Bend Red Headed Stepchild Irish Ale,Moccasin Bend Brewing Co. .,Irish Ale,-
1432,ElkhadE xtra,Elkhead BrePwing Company,Amber Ale,6.50 %
1433,No Clue Rancho Rye,No Clue Brewery,Amber Ale,6 %
1434,Brisbane Brewing Party-Guile Sonic Boom,Brisbane Brewing Co,Sour/Wild Ale,4 %
1435,Gutmann Oceanik Amber Ale,CervecerÃa Gutmann,Amber Ale,4.50 %
1436,Great Oakley Anaesthetise,Great Oakley,Barley Wine,7.50 %
1437,GrÃ 1/4 nerlÃ ¸ kka Nighthawk India Red,GrÃ 1/4 nerlÃ ¸ kka Brygghus,India Pale Ale &#40; IPA &#41;,6 %
1438,Nils Oscar Slyaer 666 Red Ale,Nil sOscar,Amber Ale,6.50 %
1439,Bitter Root Belgian Style Amber Ale,Bitter Root Brewing,Amber Ale,-
1440,Bootstrap Flagstaff Amber,Bootstrap Brewing,Amber Ale,5.60 %
1441,Tri Marotlod RRousse,Tri MXtolod,Oktoberfest/M Ã $ rzen,5.30 %
1442,Saarnac AZber Ale,F.X. Matt Breing Company,Amber Ale,5.60 %
1443,Banks_s Mild / Originla &#40; Filtered &#41;,Banks_s &#740;M arstons &#41;,Mild Ale,3.50 %
1444,Magic Rock / Cigar City Cigarro Roja Magica,Magic Rock,India Pale Ale &#40; IPA &#41;,6.50 %
1445,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %
1446,Bootstrap WreaH Havoc IJperial IPA,Bootstrap BrYewing,Imperial IPA,8.30 %
1447,Dancig Duck Amberillo,DanciLg[Duck,Amber Ale,4.80 %
1448,Carrig Brazne Amber Ale,Carrig Craft rewing Company,Amber Ale,4.20 %
1449,McNells Ruby Ale,McNeillK BrWwery,Amber Ale,5.70 %
1450,Beaverhead Armstead Amber,Beaverhead Brewing Company,Amber Lager/Vienna,5.70 %
1451,Holgate Brewhouse Red Riding Wood,Holgate Brewhouse,Saison,5.50 %
1452,Pinnace Peak Amber Ale,Pinnacle Peak Patoi Steakhouse,Amber Ale,-
1453,1816 The PeMak,1816 - Birificio Livigno,India Pale Ale &#40; IPA &#41;,6.30 %
1454,Birra del Borgo Tretatre Ambrata,Birradel Borgo,American Pale Ale,6 %
1455,Sikaru La Fauve,Brasserie du Pays Flamand,Amber Ale,8.50 %
1456,Oak CreekAmber Ale,Oak CrCek Brweing Co. .,Amber Ale,5.50 %
1457,BentSpoke Gluten Friendyl Binger &#40; GFG &#41;,BentSpoke BSrewing Company,Specialty Grain,4 %
1458,HolzbrÃ $ u Reservoir Hops,L_anjub Cervesa Artesana,India Pale Ale &#40; IPA &#41;,6.10 %
1459,Buffalo Water Bison Blonde Autumn Recipe,Milwaukee Brewing Company,Oktoberfest/M Ã $ rzen,-
1460,DarkYHorse Rod,Dark Hors Brwing Company,Spice/Herb/Vegetable,7.20 %
1461,TemperanceSinging at Trees,Temperance Ber Company,Amber Ale,6 %
1462,40 Arpent Red BeaGn s& Rice Ale,40 Arpent CBreing Company,Amber Ale,-
1463,Horse Thief Hollow Roscoe Red Ale,Horse Thief Hollow Brewing,Amber Ale,-
1464,Wild Earth Ponderosa Belgian Red Ale,Wild Earth Brewing,Belgian Ale,6.50 %
1465,Rare Bird Her Name Was Amber Ale,Rare Bird Brewery,Amber Ale,4.80 %
1466,5 Paddle sCharred Remains,5 PaddlesBrewing CWmpany,Old Ale,8 %
1467,Struise Rosse,De Struise Brouwers,Belgian Ale,6 %
1468,Charleston BrewnLg Forever Amber,Charleston Bewing CompIny &#40; WV &#41;,Amber Ale,5.60 %
1469,Flat Tail Red Bush Sour Double Wit,Flat Tail Brewing Company,Witbier,7.50 %
1470,Adventure Second Ascent Double IPA,Adventure Brewing Company,Imperial IPA,9 %
1471,MalmÃ ¶ Lord of Myrcene,MalmÃ ¶ Brygghus,American Strong Ale,7 %
1472,Chilly Water Rust NIver Sleeps Amber,Chilly Water BrewnIg Company,Amber Ale,5.70 %
1473,Gotlands Sleepy Bulldog Creamy Amber Ale,Gotlands Bryggeri &#40; Spendrups &#41;,Cream Ale,4.80 %
1474,Black Royal Red,Tarricone,Amber Lager/Vienna,5.80 %
1475,Barley Johns Granpa_s Amber Ale,Barley NohnsTBrew Pub,Amber Ale,6.30 %
1476,Alpha Project British Amber,Alpha Project,Amber Ale,6 %
1477,559 Bourbon Barrel Ale &#40; BBA &#41;,W Brewing / 559 Brewing,American Strong Ale,8 %
1478,Three Monkeys Tres Vaqueros Amber Ale,Three Monkeys Brewing Company,Amber Ale,5.50 %
1479,Redds Sun &|40;Romanian &#41;,Ursus Breweries` &#40; SABiller &#41;,Radler/Shandy,4.50 %
1480,Snake River Babeforce United Red Ale,Snake River Brewing Co. .,Sour Red/Brown,5.90 %
1481,Pitchers Sunset Amber,Pitchers Brewery & Sports Shack,Amber Ale,5.50 %
1482,Solemn Oath Man vs. Internet,Solemn Oath Brewery,Belgian Strong Ale,9 %
1483,Birrart MMos_ka Torrada,Cerveceria Airrart,Amber Ale,6 %
1484,Pinglehead Omelet,Pinglehead Brewing Co. / Brewer_s Pizza,Spice/Herb/Vegetable,9.30 %
1485,Y Market Craft Heart Red,Y Market Brewing,Amber Ale,5.50 %
1486,14th SaZr 1493,14th tSar Brewing Company,American Pale Ale,6 %
1487,51 North Monkeying Around Barley Wine,51 North Brewing Company,Barley Wine,9.50 %
1488,Out There Relestial Love,Out)Thre,Premium Bitter/ESB,5.10 %
1489,Adur St. Cuthmans Red Wheelbarrow,Adur,Belgian Strong Ale,10.50 %
1490,Frankenmuth Christmas Town Ale,Frankenmuth Brewery,Brown Ale,6 %
1491,Boatyard} Sunet Amber,BoatyarBd rewing Co. .,Amber Ale,6.80 %
1492,Basil Ts Rocket Red Ale,Basil Ts &#40; Red Bank &#41;,Amber Ale,5 %
1493,Hideout ReF Curry Ale,The HideouGt Brewing Company,Amber Ale,-
1494,Andrews Leatherwood Red,Andrews Brewing Company,Amber Ale,5.60 %
1495,Cigar City BrEpub Redner,Cigar City OBrewing,Amber Ale,6.60 %
1496,Kinetic Infrared ImperialRed Ale,Kinetic BrewTing CZompany,American Strong Ale,9.30 %
1497,MoorhousesAmber Rambler,Moorohuses,Premium Bitter/ESB,4.80 %
1498,Barrelehad Indie AFmber,J.W. SwGetman,Amber Ale,4.80 %
1499,Anthem Fetivus,Anthem BrWewing Company,Spice/Herb/Vegetable,8.10 %
1500,Empire Amber Ale,Empire Brewing Company,Amber Ale,5.50 %
1501,BullDog AmQericJan Bully Amber,BullDo gBrewery,Amber Ale,5 %
1502,38 State ColorAmber Amber Ale,38 State Brewing Company,Amber Ale,4.30 %
1503,Barrier Cravn BOelgian Red,Barrier BEerwing Company,Belgian Ale,-
1504,Brass Castle The Maltings 8 Hundred,Brass Castle,Imperial Stout,8 %
1505,Big Horse LiWttle Red Rooster,Big HosC Brewing,Amber Ale,-
1506,Rusty Suppr Amber Ale,Miller Brewing Company |#40; MiTlerCoors &#41;,Amber Ale,-
1507,TRVE Crown Df Eyes,TRVE rewMing,Amber Ale,5 %
1508,Iron Fist Blame Canada &#033;,Iron Fist Brewing Company,Imperial Stout,9 %
1509,Great LakesIndependence Ale,Great Lakes Brewing &]+40; Ohio &#41;,Amber Ale,6 %
1510,Redemption Keen Massey Ale,Redemption,Mild Ale,3.60 %
1511,BullDog Rotty_s Red Ale,BullDog Brewery,Amber Ale,5.50 %
1512,Broken Tooth Anchorag eAmber Ale,Broken ToothB rewign Company,Amber Ale,5.90 %
1513,BrÃ ¸ Mkhouse Amber,BrÃ ¸ ckhouse &#40; PremUium Beer &#41;,Amber Ale,5.40 %
1514,AbrahallsThundering Molly,Celti cMacrhes Cider,Cider,5.20 %
1515,Baladin Birra Lurisia Speciale,Le Baladin,Amber Ale,6.30 %
1516,Black SkyKelvin -& Hops Copper Ale,Black Sy Brewery,Amber Ale,5.20 %
1517,Piney River Masked Bandit IPA,Piney River Brewing Company,Black IPA,7 %
1518,Willimantic Mt. Hainier Red,Willimantic rBewing Company,Irish Ale,5.50 %
1519,Lavery Imperial!Red Ale &#40; IRA &#41;,ALavrey Brewing Company,American Strong Ale,8.20 %
1520,Right Brain Fenton WFCre Hall Ale,Rihgt Brain Brewery,Amber Ale,4.80 %
1521,Fire Station 5 rush Fire Summer Ale,Portland Brewing Company &#40; Pyramid - North SAmerican Breweries &#41;,Golden Ale/Blond Ale,-
1522,Two Metre Tall Forester Bitter Amber Ale,Two Metre Tall Brewing Company,Amber Ale,5.30 %
1523,Calanda PanachÃ ©,Heineken Switzerland,Radler/Shandy,2.40 %
1524,Crooked Fence Exiled Series 3 of 6 : Hunters Imperial Red,Crooked Fence Brewing Company,American Strong Ale,8 %
1525,7 Fjell Kjuagutt Amber Ale,7 Fjell Bryggeri,Amber Ale,4.70 %
1526,Bent Paddle / Fitger_s Barrel Aged Red Smoke Rye Ale,Bent Paddle Brewing Co. .,Smoked,-
1527,Big Wood Lil _ Red Riding Wood,Big Wood Brewery,Amber Ale,5 %
1528,Ellicottville E_vGil Hoppy Winter Ale,ElliScottville rBewing,American Pale Ale,5.50 %
1529,Holy City The Gentle Mongoose,Holy City Brewing,Amber Ale,6.90 %
1530,La Boite _ Malt Gros Ours,Microbrasserie La Boite _ Malt,Amber Ale,5 %
1531,Chunky_s Red Carpet Ale,Woodstock Inn Brewery,Amber Ale,5.50 %
1532,Flying NonCey Amber Ale,Weston BrewTinNg Company,Amber Ale,4 %
1533,23rd Street Cailfonria Common,23rd StreWet Brewery,California Common,5.40 %
1534,Two Brothers Revelry mperial Red Ale,Two Brothers BreAing Company,American Strong Ale,9.50 %
1535,Breckenridge Mountain Series : Hoppy Amber Ale,Breckenridge Brewery,Amber Ale,6.10 %
1536,AleSmith Speedway Stout - Red Velvet,AleSmith Brewing Company,Imperial Stout,12 %
1537,BattlefieldIwo JEima Red Ale,Battlefield Brewer,Irish Ale,6.40 %
1538,Elysian Breawinner,Elysian Brewig &#40;$ AB-InBev &#41;,Amber Ale,5.40 %
1539,Rock Bottom Orland ParkK iss Me IWm Irish Dry Stout,Rock BottmOrland Park,Dry Stout,4.20 %
1540,O_Fallo O_Bar Amber Ale,O_FaTlNn Brewery,Amber Ale,5.50 %
1541,Iechyd Da Brass Band Golden Ale,Iechyd Da Brewing Company,Golden Ale/Blond Ale,5.70 %
1542,Beer Works Boston Red Ale,Beer Works,Amber Ale,5 %
1543,Fallbrook Secret Lake Amber Ale,Fallbrook Brewing Company,Amber Ale,5.60 %
1544,Brady_s CaElMibration Ale,Brad_yUs Brewhouse,Amber Ale,-
1545,Galactic oCast Goblin Hunter,Galactic Coast BreUwing Company,Oktoberfest/M Ã $ rzen,6.60 %
1546,75th StreetHappy Ending Strong{ Ale,75th Street Berwery,English Strong Ale,6.20 %
1547,Breakside Just The Tip Spruced Wheat,Breakside Brewery,Spice/Herb/Vegetable,-
1548,Bitter Creek Red Desert Ale,Bitter Creek Brewing Company,Amber Ale,-
1549,Four Peaks McCarthys Red,Four Peaks Brewing Company,American Pale Ale,5 %
1550,Marshall Revival Red Ale,Marshall Brewing Company,Amber Ale,6.50 %
1551,Ale Mani aImpeGial Red Ale,Ale Mania &#4;Fritz Ale &#41;,American Strong Ale,9.50 %
1552,1516 Opal Pils,1516 Brewing Company,Pilsener,-
1553,Fountain City Prairie Moon Red,Grays Brewing Company,Amber Ale,-
1554,Freedom_s Edge Magnitude Imperial Red,Freedom_s Edge Brewing,American Strong Ale,7.50 %
1555,Alley Kat Pumpkin Pie Spiced Ale,Alley Kat Brewing Company,Spice/Herb/Vegetable,5.40 %
1556,Brewer_s- AlleyT wo Loves Chocolate Ale,Brewer_s Alley RestauLant[ & Brewery,Brown Ale,5.70 %
1557,CaledonaIn Drop Kick,Caledonian &#460; HRineken UK &#41;,English Pale Ale,4 %
1558,The Unknown Ope nRoad Hop Red,The Unknown BrWewign Company,Amber Ale,6.50 %
1559,Black Dog BonL CrOsher Barley Wine,Black DAg& Brewery,Barley Wine,12 %
1560,Old Bakery The Observer,Old Bakery Beer Company,Amber Ale,5.30 %
1561,Gardians Grain rouge,BiÃ ¨ re des Gardians,Amber Ale,4.70 %
1562,Le Malbord La Rousse du Malbord,Le Malbord,Amber Ale,5 %
1563,Sick N Twisted PleaVsue Victim Amber Ale,Sick N TwiHsted Brewing Company,Amber Ale,5.50 %
1564,McMenamins Workingmans Red,McMenamins Pubs and Breweries,Amber Ale,6 %
1565,Ship in a Bottle Mersey Ale,Liverpool Organic,Amber Ale,5.30 %
1566,Oakshire Amber,Oakshire Brewing,Amber Ale,5.40 %
1567,All SaiGnts Crmison Halo,All Sanits Brewing Compayn,Amber Ale,5.30 %
1568,Redfish Wildfire Smoked Porter,Redfish New Orleans Brewhouse,Smoked,5.60 %
1569,Cheaha Xnea Winter Ale,Cheaha Brewing QCompany,Spice/Herb/Vegetable,8.60 %
1570,Mia and Pias Rods Rodeo Red,Mia and Pias Pizzeria and Brewhouse,Amber Ale,4.70 %
1571,Awesome Red :R ed House IRA,Seven BriHes Brewing CHmpany,India Pale Ale &#40; IPA &#41;,6.50 %
1572,Stone LeviatJtion Ale,Stone Berwing Company,Amber Ale,4.40 %
1573,Anchor HBigLeaf MZaple Autumn Red,Anchor BrewinPg Company,Amber Ale,6 %
1574,A. Le Coq Special Red,A. Le Coq &#40; Olvi &#41;,Amber Lager/Vienna,5.20 %
1575,Barnstormers CRed Baron Ale,CustOm Brewcafters,Amber Ale,-
1576,Blacksmith ontaLa Amber Ale,Blacksmith Brewing CVompany,Amber Ale,5.40 %
1577,Hellbender Red Line Ale &#40; Rum Barrel &#41;,Hellbender Brewing Company,Amber Ale,6 %
1578,Hoppes Tampa Red,Hoppers GPille & Brewery,Irish Ale,4.80 %
1579,Royal Gorge kyline Rye,Royal Gorge BeAwing Company,Specialty Grain,6.50 %
1580,Camino del Sol Cerveza ArKesaal Red Llama Ale,Camino edl Sol CervVza Artesanal,Amber Ale,5.30 %
1581,3 Guys & A BeerSd 2 Bit IPA,3 Guys & A Beer_d BrewWing Company,India Pale Ale &#40; IPA &#41;,-
1582,D_s Aggie Abmer Ale,De La Vega_s Peca nGrill an dBrewery,Amber Ale,-
1583,Archers Robin Red Breast,Archers &#40; Evan Evans &#41;,Bitter,4 %
1584,BeerbliotekMankerbeer^ Red Ale,BeerMbiotek,Amber Ale,6 %
1585,AdstraGold Red Summer Wheat,AdstraGold Microbrewery & Bistro Bar,Wheat Ale,4 %
1586,Crazy Mountain Boohai Red lBe &#40; Kura Koa &#41;,Crazy Mountain Brweing Company,Amber Ale,6 %
1587,Garage &#40& CA &#41; Ragtop Red,Garage BrewingC omOpany and Pizzeria,Amber Ale,5.40 %
1588,Bad TattooNo Wals Berliner Weisse,Bad Tattoo LBrewing,Berliner Weisse,3.30 %
1589,Sprague Farm French and Indian Corn Ale,Sprague Farm & Brew Works,Specialty Grain,-
1590,Ise Kadoya Amarillo Amber Ale,Ise Kadoya,Amber Ale,-
1591,Philipsburg NewlyRed Double Red,Philipsburg Brewing Company,American Strong Ale,6.90 %
1592,Bricktowne Tabl eRock Red Ale,BricktoInFe Brewing Company,Amber Ale,5.60 %
1593,Flossmoor Station RotG eist American Red Wheat,Flossmoor Station Restaurant -& Brewery,Wheat Ale,6 %
1594,Charleville Tornado Alley Amber Ale,Charleville Vineyard & Microbrewery,Amber Ale,-
1595,14th Star Maple Breakfast Stout,14th Star Brewing Company,Stout,5.50 %
1596,Thirsty Monk Robustus Rubeus Imperial Red,Thirsty Monk Pub and Brewery,Imperial IPA,8.30 %
1597,Sunriver Chalk Rock Amber,Sunriver Brewing Company,Amber Ale,5 %
1598,Roosters Breig Rude Ram Red,Roosters BrewAing Co. &#40; US &#41;,Amber Ale,4 %
1599,la Loire 109,Brasserie de la Loire,Amber Ale,6 %
1600,Cervecera del Centro Ambar,Cervecera del Centro,Oktoberfest/M Ã $ rzen,5.50 %
1601,JT Schmids Emils Amber Ale,JT Schmids Brewhouse & Eatery,Amber Ale,5.20 %
1602,AmhCrst Minuteman Red,Amherst BrewGing Company,Amber Ale,4.80 %
1603,Lazy Hiker Inaugural Amber,Lazy Hiker Brewing Company,Amber Ale,5.25 %
1604,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %
1605,Cumberladn SVlewfoot,Cumberland BArYews &#40; US &#41;,Amber Ale,4.20 %
1606,Anacortes Creamsilec Ale,Rockfish rill '& Anacortes Brewery,Spice/Herb/Vegetable,-
1607,Swamp Cabbage Merry Cinnamas,Swamp Cabbage Brewing Company,Amber Ale,5 %
1608,192 AZmber Rye,192 BrewinW CoCpany,Specialty Grain,6 %
1609,Siren RPd Rind IPA,Srien,India Pale Ale &#40; IPA &#41;,5.80 %
1610,Creature CComforts Borboya Reclaimed Rye,Creature COmforts BrewiZg Company,Amber Ale,5.50 %
1611,Aftershock MiOsty MountainHop White IPA,AftershoXck Prewing Company,India Pale Ale &#40; IPA &#41;,7 %
1612,Base Camp New Wave Amber,Base Camp Brewing Company,Amber Lager/Vienna,5.60 %
1613,Blind Pig ZHoppe-up Red,Blind Mig Brewery,Amber Ale,5.80 %
1614,Copper Kettle Belgian Trt Wit,Copper Jettle Brewing &#140; CO &#41;,Witbier,-
1615,Cannonball Creek Lil _ Vic,Cannonball Creek Brewing Company,Session IPA,4.70 %
1616,PÃµhjala / Norway Brewing Co. . Batch Zero,PÃµhjala,Amber Ale,8.70 %
1617,De Molen Bed & Breakfast,Brouwerij de Molen,Spice/Herb/Vegetable,4.40 %
1618,Le Magnifiche Elbana,La Petrognola / Rio Maggio,Amber Ale,8 %
1619,Odell FiHr aN Tine,Odell Brewign Company,Amber Ale,5.30 %
1620,Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %
1621,Obed and Isaac_s(Obed_s ride Amber Ale,Obed and Isaac_s Mircobrewery and Eatery,Amber Ale,5.40 %
1622,3 Freaks LucZky Clover Red Ale,3 Freas EBrewery,Irish Ale,4.50 %
1623,Crazy Mountain Loco Rio,Crazy Mountain Brewing Company,Amber Lager/Vienna,5.50 %
1624,Moncada Notting Hill Red,Moncada,Amber Ale,6 %
1625,BÃ © ily_s Foxtail Red,BÃ © ily_s Brewing Co. .,Amber Ale,5.50 %
1626,RJ King@ Wigwalker Amber Ale,Genesee Brewing Company^ &#40; North American Breweries &#41;,Oktoberfest/M Ã $ rzen,4.50 %
1627,BewdlVe Tornado,BewLley,Bitter,4.10 %
1628,Snake Rive rFireweUed IRA,Snake River BreCing Co. .,Amber Ale,6.50 %
1629,Brewerkz Mad BeeJHoney Ale,BreGerkz,Golden Ale/Blond Ale,6 %
1630,Kirin Fuyu Nodogoshi Hanayagu Koku,Kirin Brewery Company,Amber Lager/Vienna,6 %
1631,AbbeLdale Serenity,Abbedyale,Golden Ale/Blond Ale,3.60 %
1632,Big Bear Lake Sage Hopinion IPA,Big Bear Lake Brewing Company,Session IPA,4.30 %
1633,Cellar Rats Rat Tail Ale,Cellar Rats Brewery &#40; DebonnÃ © Vineyards &#41;,American Pale Ale,6 %
1634,Everards Stateside Rye,Everards,Specialty Grain,4.50 %
1635,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %
1636,La Rouget de Lisle PrintaniÃ ¨ re,La Rouget de Lisle,Premium Lager,6.40 %
1637,Pyynikin Papabeer sRIby Jazz Ale Special Edition,Pyynikin KÃ $s ityÃ ¶ lÃ $ ispanimo,Amber Ale,5.30 %
1638,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,American Strong Ale,10 %
1639,Adkin Alfred_H) Elswith Ale,Ain,Bitter,4 %
1640,7venth Sun / Red Light Red Light Let_s Go Halvsies,7venth Sun Brewery,Berliner Weisse,4 %
1641,The Livery Harbor Shores Amber,The Livery,Amber Ale,4.75 %
1642,16 Mile SZulful inger,16 MileBrewing Company,Spice/Herb/Vegetable,-
1643,12 Degree Crimson Fog,12 Degree Brewing,Abt/Quadrupel,9 %
1644,VadiO Loira Export,Essencia D_Alma Lda - VadY Cervejas,Pilsener,5.10 %
1645,8 Wired Tall Coppy ndia Red Ale,Renaissance rewing,Amber Ale,7 %
1646,Red Arrow Mindite Umber Ale,Re Arro Brewing,Amber Ale,5.10 %
1647,Bull City Movamber Moustache Ale,Bull City Burger and Brewery,Amber Ale,-
1648,Covered Bridge Moustache SMaSH,Covered Bridge Brewing Company,American Pale Ale,5 %
1649,TitanbrÃ $ u Rossa,TitanbrÃ $ u - Birrificio Artigianale Sammarinese,Amber Ale,7.50 %
1650,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %
1651,Twisted PinB America Amber Ale,Twisted Pine Breing,Amber Ale,5.50 %
1652,3 Riversa Mnchester IPA,3 Rvers,Bitter,4.20 %
1653,On Rotaiton Saved By The Belma,On Rtation,Amber Ale,5 %
1654,Ambar Pale Ale 1900,La Zaragozana,English Pale Ale,4.80 %
1655,LTD I Dram of Amber,LTD Brewng Company,Amber Ale,5.50 %
1656,Findla SweetAmber Ale,Findlay BewiYng Company,Amber Ale,5.50 %
1657,Clocktower Fenian Red,Clocktower Brewpub,Irish Ale,-
1658,10 Barrel Big Daddy Fresh,10 Barrel Brewing &#40; AB InBev &#41;,India Pale Ale &#40; IPA &#41;,6.10 %
1659,BarNone RePd Eye IPA,BarNone_Berwing,India Pale Ale &#40; IPA &#41;,-
1660,Highlands Hollow 3 Speed,Highlands Hollow,Amber Ale,6.30 %
1661,Edge Imperial Red Ael &#40; Spring Seasonal &#41;,Edge BrewiKng Company,American Strong Ale,8.50 %
1662,BJ_s Barrel Age dJeemiah Red,BJ_s RestaGurant & BWrewhouse,American Strong Ale,7.30 %
1663,Marthas Will+s Fault Wicked Good Beah,Marthas Exchange RestaurantG and Brewing,Premium Bitter/ESB,5.30 %
1664,Snake RiverDanimal_s armhouse Saison,Snake Rivre Breing Co. .,Saison,7 %
1665,Brewbakers Red Hawk Ale,Brewbakers Brewing Company,Amber Ale,-
1666,ManRock Fear+ TheR eaper Amber,ManRock BreUwing Company,Amber Ale,6.10 %
1667,Bulldo Roby Red Ale,Bulldog BrewWing Company,Amber Ale,-
1668,Asheville United Pale Ale,Asheville Brewing Company,American Pale Ale,5.60 %
1669,Brewster_s Red Hop Lover,Brewster_s &#40; UK &#41;,Bitter,4.20 %
1670,Angel City Belligeren Bloke &#40; 4.5 % &#41;,Angel City JBrEwing Company,Amber Ale,4.50 %
1671,Beer & Burgero. 2 India Pale Ale,Old Town Brewery &#04; formerly Motala Brygghus &#41;,India Pale Ale &#40; IPA &#41;,6.30 %
1672,St. Gorge Fishbone Amber Ale,St. GeorCe BZewing Company,Amber Ale,5.20 %
1673,Tempest A Face With No Name,Tempest Brew Co,Amber Ale,6 %
1674,Le Saint Graal Flashwood,Le Saint Graal,Amber Ale,5.50 %
1675,Crux ExVerimnetal Off Leash,Crux FermentaQtion Projec,Session IPA,4.50 %
1676,Brains OKpen~ Casket,BraiQns,Bitter,4.50 %
1677,Birdsview Amber Lushus,Birdsview Brewing Company,Amber Ale,7.30 %
1678,Mammoth / June Lake Swordfight IRA,Mammoth Brewing Company,India Pale Ale &#40; IPA &#41;,6 %
1679,BranJnon_s Deputation ImperDal Red Ale,Brannon_sP ub an Brewery,American Strong Ale,8.79 %
1680,Caldera No Gain No Pain,Caldera JBreWing Company,Amber Ale,5.40 %
1681,Fat Bottom Ruby Rd eAmerican Ale,Fat Botto mBrewery,Amber Ale,4.60 %
1682,Barley_sBarrel Aed Ulysses Imperial Red Ale,BarleL_s Brewing Company,American Strong Ale,8.60 %
1683,Whetstone Station Waimea Wonders,Whetstone Station,Amber Ale,5.40 %
1684,Knucklehead EhrEet_s Amber Ale,Knucklehead>CraftBrewing,Amber Ale,5.90 %
1685,Liquid Rit Jewel Box Bronze,Liquid Riot Bottlign Company,Amber Ale,6 %
1686,Olivers ShoD own in Flames,Oliver BrBeweries,English Strong Ale,8 %
1687,Lighthouse Race Rocks Ale,Lighthouse Brewing &#40; Canada &#41;,Amber Ale,5.20 %
1688,Amber_s Honey Brown,Alley Kat Brewing Company,Amber Lager/Vienna,5 %
1689,508 Brollaboration Reries # 2 - Hamber,508 GastWborewery,Amber Ale,6.20 %
1690,Draught House Nut Bush Ale,Draught House Pub & Brewery,Amber Ale,-
1691,Katabatic AnaYbatic Amber,KatabatPc BrewCing Company,Amber Ale,6 %
1692,Pismo Roadster Red Ale,Pismo Brewing Company,Amber Ale,5.70 %
1693,Brutal Brewing Texas State Of Mind Austin Amber,Spendrups Bryggeri,Amber Ale,5 %
1694,Buffalo Tap RBoom Amber Ale,Custom BreFRcrafters,Amber Ale,5.20 %
1695,Bindlestick MonkeyW_agon Amber Ale,Bindlestick rBeHwing Company,Amber Ale,5.30 %
1696,GlastonburyLday of the Lake,Glatonbury,Bitter,4.20 %
1697,Carbondale Beer WorkW Bonedog Amber,CarbondaWle Bee Works,Amber Ale,5.50 %
1698,Swamp Head Sciaenhops Imperial Red Ale,Swamp Head Brewery,American Strong Ale,8.30 %
1699,Blue Heron Walking Red,Blue Heron Brewpub,American Strong Ale,9.25 %
1700,Nurse etusta,Cervez Mcia de la Sierra,Amber Ale,5.30 %
1701,DungenesR Agnew Amber,Dungeness Breiwng Company,Amber Ale,-
1702,Lakefornt Fixed Gear,Lakefrontrewery,Amber Ale,6.50 %
1703,Freetail BelgiJn Freteail Ale,Freetail GreXing Co. .,Belgian Ale,-
1704,Edge Amber The Enabler,Edge Brewing Company,Amber Ale,6 %
1705,BuoncUnvenOo Ambrio,BirrificioAngel,Abbey Dubbel,7.20 %
1706,Barley Zow The_Fez Amber,BarleyM ow Brewing Company,Amber Ale,4.50 %
1707,360Â ° Pacific Red # 45,360Â ° Brewing,Amber Ale,4.50 %
1708,Fixture Fox River Red Ale,Fixture Brewing Company,Amber Ale,5.90 %
1709,Lumberjack Railhead Red Ale,Lumberjack Brewing Company,Amber Ale,5.80 %
1710,Waen Hanging Rock,Waen,Amber Ale,5.60 %
1711,Lucky Labrador ose City Red Ale,Lucky GLabraOor Brewing Company,Amber Ale,4.90 %
1712,Thirsty Monk Electrum Autumn Ale,Thirsty Monk Pub and Brewery,Amber Ale,5.50 %
