id,Beer_Name,Brew_Factory_Name,Style,ABV
2160,Coffee Mocha Feight,8th Wonder Brewery,American Amber / Red Ale,5.20 %
2161,Bear Creek Amber,Mackinaw Trail Brewing Company,American Amber / Red Ale,-
2162,Rapid FKeR ed Ale,New GlroByr aft Bewery,American Amber / Red Ale,5.90 %
2163,BitterIaEge Blossom,I & HB Prewing,American Amber / Red Ale,5.30 %
2164,Carl 's Ale,Lancaster Brewing Company,American Amber / Red Ale,5.00 %
2165,Ale Of Leven,Loch Lomond Brewery,American Amber / Red Ale,4.50 %
2166,Mak mber+ BAle,MaA reEing,American Amber / Red Ale,4.50 %
2167,Red Mon kA] fIona,Isle Of Mul BrSwing Co.Ltd. .,American Amber / Red Ale,4.20 %
2168,RubyClaire,Fiddlehead Brewing Company,American Amber / Red Ale,-
2169,Winged QUu hDestnut Ale,Urban Chestnut BrewinLg CompanPy - Grove~Brewery & Bierhall,American Amber / Red Ale,5.40 %
2170,_ rsted Gold,Bryggeriet Skands,American Amber / Red Ale,5.50 %
2171,Buck=:! RoCusse,MWulti-Xasses,American Amber / Red Ale,5.00 %
2172,Alpenglow,Mahogany Ridge Brewery & Grill,American Amber / Red Ale,-
2173,Ravenous Red,Green Room Brewing,American Amber / Red Ale,4.90 %
2174,Holgate Brewhouse / NÃ ¸ gne _ Half A World Away,NÃ ¸ gne _ - Det KompromisslÃ ¸ se Bryggeri A/S,American Amber / Red Ale,9.00 %
2175,Cow Catcher Red,Mountain Town Station Brewing Co. & Steakhouse,American Amber / Red Ale,-
2176,Absaroka Ale,Clear Creek Brewing Company,American Amber / Red Ale,6.50 %
2177,Fresh Hop Double Red,Ice Harbor Brewing Company,American Amber / Red Ale,7.10 %
2178,Liberator Amber,Columbia Valley Brewing,American Amber / Red Ale,5.80 %
2179,The Office Uptown Golden Ale,Naked Dove Brewing Company,American Amber / Red Ale,9.06 %
2180,Smokin ' Betty,Firehouse Brewing Co. .,American Amber / Red Ale,4.80 %
2181,GoGith,BJ 's ChicaKo Pzza  BrewHery InT. .,American Amber / Red Ale,5.20 %
2182,REBELLION RED,Whitehorse Brewing LLC,American Amber / Red Ale,9.00 %
2183,Great Outdoors VA Ale,Brothers Craft Brewing,American Amber / Red Ale,5.40 %
2184,Bofuss,Bushnell Craft Brewing Company,American Amber / Red Ale,4.80 %
2185,Wendlandt Harry Polanco Red Ale,CervecerÃa Wendlandt,American Amber / Red Ale,5.70 %
2186,Hiawassee Golden Ale,Fannin Brewing Company,American Amber / Red Ale,5.40 %
2187,Hole n h Had Red,Maui BeZwng o. .,American Amber / Red Ale,5.40 %
2188,Alsacienne Pale Ale,Ferme Brasserie Schoune,American Amber / Red Ale,5.80 %
2189,URSA _ nieg Na Beniowej,Bieszczadzka WytwÃ ³ rnia Piwa Ursa Maior,American Amber / Red Ale,-
2190,Fat Lip Amber,5 Seasons Westside,American Amber / Red Ale,4.20 %
2191,Red Monkey _ œAmber IPA _,The Wrecking Bar Brewpub,American Amber / Red Ale,-
2192,Bat Out Of Hell Red Ale,Poor House Brewing Company,American Amber / Red Ale,5.00 %
2193,Killybegs Amber Ale,Great Waters Brewing,American Amber / Red Ale,6.60 %
2194,Four Horsemen,Four Sons Brewing,American Amber / Red Ale,-
2195,Fire Hydrant Red Ale,Back Alley Brewery,American Amber / Red Ale,5.80 %
2196,Matt Hebermehl Amber Ale,Service Brewing Company,American Amber / Red Ale,4.50 %
2197,Rare Earth,Atom Beers,American Amber / Red Ale,5.50 %
2198,ScQtre Ale,Milwuee6lAe House,American Amber / Red Ale,5.40 %
2199,Bacchus,Otto 's Pub and Brewery,American Amber / Red Ale,8.80 %
2200,Cap Gmber,ReadsLandUng BrXewKing; Company,American Amber / Red Ale,-
2201,Monkey Wrench,McMenamins Six Arms,American Amber / Red Ale,-
2202,ForeigTnJ ffZair,Carlow BrCwWLY Rompany,American Amber / Red Ale,4.80 %
2203,Ambe CEdbra,Tapistry[ BPreing,American Amber / Red Ale,4.80 %
2204,Yakima River Red,Flycaster Brewing Company,American Amber / Red Ale,6.00 %
2205,Tanki uit,WiseaceBrewing,American Amber / Red Ale,4.80 %
2206,Magnifica,Birra dell ` Eremo,American Amber / Red Ale,5.50 %
2207,Red Sky,1702 / The Address Brewing Co. .,American Amber / Red Ale,7.50 %
2208,StoRry NHolf,Raleigh BDerSVg Company,American Amber / Red Ale,6.00 %
2209,Port Chester Red Ale,Greenpoint Beerworks / Kelso of Brooklyn,American Amber / Red Ale,5.50 %
2210,Chat-Malo,Brasserie Britt de Bretagne,American Amber / Red Ale,5.40 %
2211,Caleya Mayuca Amber,Cerveza Caleya,American Amber / Red Ale,5.70 %
2212,Datase,Burley OakPNBewery,American Amber / Red Ale,11.00 %
2213,Relentless Red,Out of Bounds Brewing Company,American Amber / Red Ale,9.00 %
2214,Heart & Sole,ShuBrew,American Amber / Red Ale,-
2215,Rabbit Mountain Red Ale,300 Suns Brewing,American Amber / Red Ale,6.80 %
2216,Imperial Gargoyle Ale,The Brew Kettle Taproom & Smokehouse / Production Works,American Amber / Red Ale,8.00 %
2217,Peach Chipotle Red Ale,Cigar City Brewing,American Amber / Red Ale,7.50 %
2218,Mad Beaver,Cervejaria Urbana,American Amber / Red Ale,6.00 %
2219,The Duck Foot Red,Duck Foot Brewing Co. .,American Amber / Red Ale,6.00 %
2220,Red vil,The Blue ElephaYtn LrFaft Brew House,American Amber / Red Ale,5.10 %
2221,Amber Chai,Boston Beer Works - Canal Street,American Amber / Red Ale,6.00 %
2222,Amber Dawn,Deschutes Brewery,American Amber / Red Ale,4.90 %
2223,UniocrC SRtmpede,Fall BreingCompany,American Amber / Red Ale,6.60 %
2224,Maelstrom Red,Seven Arrows Brewing Company,American Amber / Red Ale,6.10 %
2225,Lucky Rhino Amber,Heartly Craft Brewery,American Amber / Red Ale,5.50 %
2226,Brock Street TrDdLitional Red,Brock SDYJeet BrewinLg Company,American Amber / Red Ale,5.80 %
2227,InTheGroves,Wipe&  rue Brewery,American Amber / Red Ale,5.10 %
2228,Jess^ s Girl,BadWolf rBewgn Compayn,American Amber / Red Ale,5.00 %
2229,The Raccoon & The Bear,Eastlake Craft Brewery,American Amber / Red Ale,5.90 %
2230,DirndO DrMopper,Rocky CLouDeeWABrewing Co. .,American Amber / Red Ale,-
2231,NiPyA 66,Santa Cruz MonLain Brewing,American Amber / Red Ale,8.50 %
2232,Sol( ShaUni ',Palisade BreAwTiTg) Co. .,American Amber / Red Ale,7.50 %
2233,Emma,Captured By Porches Brewing Company,American Amber / Red Ale,5.60 %
2234,Cardinale Ale,Bluegrass Brewing Co. - East St. Matthew 's,American Amber / Red Ale,-
2235,Alpine Amber,Ouray Brewery,American Amber / Red Ale,-
2236,D,Letra - CervejaYrseanal Minhota,American Amber / Red Ale,6.50 %
2237,Hopepd2. Red,Altamont BrFMwig CQmpany,American Amber / Red Ale,7.00 %
2238,Swell Amber Ale,Swell Brewing Company,American Amber / Red Ale,4.70 %
2239,Photobomb,DryHop Brewers,American Amber / Red Ale,8.40 %
2240,Natty Red,Hop Valley Brewing Company,American Amber / Red Ale,8.00 %
2241,QueYn |L' PRed Ale,White Aabbit] BreiwnY Company,American Amber / Red Ale,5.70 %
2242,BigeERd Balls,Hillcres tBIewiVg Company,American Amber / Red Ale,8.00 %
2243,Saletd CraamDl Amber,ArcaYia ewing Company,American Amber / Red Ale,6.00 %
2244,Patriot Grains,Hopshire Farm & Brewery,American Amber / Red Ale,5.70 %
2245,North By Northwest,Bandwagon Brew Pub,American Amber / Red Ale,-
2246,Freedom Bridge Amber Ale,Barley Brothers Brewery & Grill,American Amber / Red Ale,-
2247,Down Dog Imperial Red,Shine Restaurant & Gathering Place,American Amber / Red Ale,9.00 %
2248,Sasparilla Red,LyonSmith Brewing Company,American Amber / Red Ale,5.20 %
2249,Rabbit AEBars AmGer Ale,Rockslie<Merwery &P ub,American Amber / Red Ale,6.00 %
2250,Mulish Amber,Headstrong Brewery,American Amber / Red Ale,4.00 %
2251,Sour Mash Amber,Pasteur Street Brewing Company,American Amber / Red Ale,4.80 %
2252,urian~Mild,District ChWpOHsue & Brewery,American Amber / Red Ale,4.20 %
2253,Amber Doll,Birrificio Artigianale Karma,American Amber / Red Ale,5.70 %
2254,Juniper Ale,Columbia Kettle Works,American Amber / Red Ale,5.80 %
2255,Little Red 's Rocking Ale,Storybook Brewing,American Amber / Red Ale,6.30 %
2256,RedAePrt,Aftersh BrwinG Co. .,American Amber / Red Ale,5.20 %
2257,American Classic,Great Heck Brewing Company Ltd. .,American Amber / Red Ale,5.50 %
2258,Red Bitter,Wimberley Brewing Company And Brewpub,American Amber / Red Ale,7.90 %
2259,Rapscallion Winterfest,Rapscallion,American Amber / Red Ale,5.50 %
2260,Epic Carolina,Epic Brewing Company,American Amber / Red Ale,7.20 %
2261,J. G. Crummers Kick Arse Ale,CB Craft Brewers,American Amber / Red Ale,4.40 %
2262,Six eFet[Under,Six}*ERivrs rewery,American Amber / Red Ale,7.40 %
2263,Red Beerd,Bootstrap Brewing,American Amber / Red Ale,5.30 %
2264,AttitBdA^ djustment,Pat O'HarKFa Jreiwng Company,American Amber / Red Ale,-
2265,Calibogue Amber,Hilton Head Brewing Company,American Amber / Red Ale,-
2266,Red otaI ndia Zed Ale,Hammond Rir/ BrLwing,American Amber / Red Ale,6.50 %
2267,Stone Liberty Station / Bridge Road Brewers Red Stone Road,Stone Brewing Co. .,American Amber / Red Ale,4.80 %
2268,Agave Mara Abmer UAle,Los MuetosB Brewing,American Amber / Red Ale,5.30 %
2269,Mud Bug Amber,Flat 12 Bierwerks,American Amber / Red Ale,7.00 %
2270,Red-Headed Honey,John Harvard 's Brewery & Ale House,American Amber / Red Ale,5.40 %
2271,North 40 WBA,Storz Trophy Room Grill & Brewery,American Amber / Red Ale,5.70 %
2272,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %
2273,Honeymeade Ale,Sarasota Brewing Company,American Amber / Red Ale,7.00 %
2274,Combat Rock,Funky Buddha Brewery,American Amber / Red Ale,5.70 %
2275,Cappy 's Ale,Thomas Hooker Brewing Company,American Amber / Red Ale,-
2276,Holiday Rye,Hermit Thrush Brewery,American Amber / Red Ale,6.70 %
2277,Bourbon Barrel Red Oak Ale,Tornado Brewing Company,American Amber / Red Ale,-
2278,Hurluberlue,Microbrasserie Aux Fous Brassant,American Amber / Red Ale,5.00 %
2279,Redle,Golden HRIad BSerwing,American Amber / Red Ale,5.30 %
2280,Westward Gaze,Charleston Brewing Company,American Amber / Red Ale,7.00 %
2281,Raider Red Ale,Southern Oregon Brewing Company,American Amber / Red Ale,-
2282,Soul Cake Ale,16 Mile Brewing Company,American Amber / Red Ale,9.00 %
2283,Ah `Mkoc Aber,TriptRcG rewing,American Amber / Red Ale,5.50 %
2284,Wallace,Cervejaria Seasons,American Amber / Red Ale,5.80 %
2285,Hillbilly Red Ale,RÃ ¥ danÃ $ s Bryggeri,American Amber / Red Ale,5.00 %
2286,Stone CWKrXop Maple Amber,EndleYsY LBrewing,American Amber / Red Ale,5.50 %
2287,Li'l Red Ryder,Plank Town Brewing Company,American Amber / Red Ale,5.40 %
2288,AdOvntureAmber Ale,WindR iver BrewinAgCompany,American Amber / Red Ale,6.20 %
2289,Blarney Rock Irish Ale,Rockyard Brewing,American Amber / Red Ale,6.00 %
2290,AAA AusStri anAmVbPr Ale,BrauereK }Gusswerk GmbH,American Amber / Red Ale,5.60 %
2291,Rich 's Red Ale,Resurgence Brewing Company,American Amber / Red Ale,5.70 %
2292,Afflatus Copper Ale - Nitro,Firefly Hollow Brewing Co. .,American Amber / Red Ale,4.90 %
2293,Capt Tony 's Amber Ale,Anheuser-Busch,American Amber / Red Ale,-
2294,Royal Flush Red,Four Bullets Brewery,American Amber / Red Ale,5.20 %
2295,( T ) oatsd| Oats,EdmuAnd{ >'s OQst,American Amber / Red Ale,4.70 %
2296,RustY/TiJcycle,Bike RaUc$ kBrewng Co. .,American Amber / Red Ale,5.00 %
2297,Bottoms Up,Gravel Bottom Craft Brewery & Supply,American Amber / Red Ale,6.50 %
2298,Red Grade Ale,Luminous Brewhouse,American Amber / Red Ale,6.20 %
2299,Hired Gun Red,Hideout Brewing Company,American Amber / Red Ale,5.50 %
2300,Happy Days,Claremont Craft Ales,American Amber / Red Ale,10.00 %
2301,SupOOeVrchopp,GeorgetoG MBewing Company,American Amber / Red Ale,7.20 %
2302,Red Romper Red Session IPA,Ballast Point Brewing Company,American Amber / Red Ale,4.70 %
2303,Oits Rdein ',Uptow nakret,American Amber / Red Ale,7.50 %
2304,Castor Mexican Amber,Beaver Creek Brewery,American Amber / Red Ale,4.50 %
2305,Schorzenboomer Amber,Main Street Brewery / Mesa Cerveza,American Amber / Red Ale,-
2306,Firecracker Imperial Red,Boxing Cat Brewery,American Amber / Red Ale,7.50 %
2307,Stadtguet Amber,Brauerei Stadtguet,American Amber / Red Ale,4.80 %
2308,880 Red Ale,Escape Brewing Company,American Amber / Red Ale,-
2309,The Hop Garden Sunset,House of Brews,American Amber / Red Ale,8.50 %
2310,St. Colombanos Of Bobbio Not So Red,Ironwood Brewing Co. .,American Amber / Red Ale,5.20 %
2311,Hot Head Red,Brooksville Brewing Company,American Amber / Red Ale,-
2312,Grinch Feet,Columbia Kettle Works,American Amber / Red Ale,8.40 %
2313,Roosevelt Red Ale,Bridger Brewing,American Amber / Red Ale,6.20 %
2314,Grapefruit Chinook Red,Our Mutual Friend Malt & Brew,American Amber / Red Ale,-
2315,TumbldewBn Red,TumZblUedSFwn Bewing,American Amber / Red Ale,5.60 %
2316,Brew Kahuna NW Red Ale,Sky High Brewing,American Amber / Red Ale,5.20 %
2317,Red Trail Ale,Blackstone Restaurant & Brewery,American Amber / Red Ale,-
2318,Saci Amber Ale,Wensky Beer Microcervejaria,American Amber / Red Ale,5.10 %
2319,Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %
2320,Fire rew. RedAle,MinhasCratfBreweFy,American Amber / Red Ale,5.50 %
2321,Autumn Brisk Amber Ale,Fat Head 's Brewery & Saloon,American Amber / Red Ale,6.10 %
2322,Scarlet Throne,Castle Grill / Red Castle Brewery & Distillery,American Amber / Red Ale,-
2323,Bleedng iHeart,Second elZf BeAT Company,American Amber / Red Ale,6.90 %
2324,Ember Amber Ale,Bravo Zulu Brewing,American Amber / Red Ale,5.60 %
2325,Clifford The`! Lil ='' Red Ale,BoosGk* Brews,American Amber / Red Ale,5.00 %
2326,Experiment # 1001-B4,Living The Dream Brewing Co. .,American Amber / Red Ale,6.20 %
2327,BatIh # 5 - UBig PRed,Whetstone StaDion Rsetauarnt and Brewery,American Amber / Red Ale,6.00 %
2328,TKO Amber Ale,St. Brigid _ ™ s Brewery,American Amber / Red Ale,6.00 %
2329,Lagunitas Fusion 45,Lagunitas Brewing Company,American Amber / Red Ale,5.40 %
2330,Bubbe 's Brew Jelly Doughnut Strong Ale,Parallel 49 Brewing Company,American Amber / Red Ale,8.00 %
2331,Schwag,Gravity Brewing,American Amber / Red Ale,4.80 %
2332,Meduz AmbrÃ © e,Meduz Brasserie Artisanale,American Amber / Red Ale,6.00 %
2333,Batch # 52 - Gagne Style,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,5.00 %
2334,Fish Head Red,Pensacola Bay Brewery,American Amber / Red Ale,4.50 %
2335,MWarnO Red,Standin StUn eBrewUng Company,American Amber / Red Ale,4.30 %
2336,Summer Amber,Prairie Fire Brewing Co. .,American Amber / Red Ale,6.50 %
2337,Sum Of Hours,Peter B 's Brew Pub,American Amber / Red Ale,9.50 %
2338,Monkey Paw / Karl@StraOuss Dead AlbHrt 's Society 's,Monkey PSa Pub&  BOrewery,American Amber / Red Ale,8.20 %
2339,Shark Lips,Figueroa Mountain Brewing Co. .,American Amber / Red Ale,8.00 %
2340,Mutang Red,HorMe HeaeE Hils Brewery,American Amber / Red Ale,6.00 %
2341,Pais & Vree,Brouwerij De Molen,American Amber / Red Ale,10.10 %
2342,Karingahtanum CoffeÐµ Red Ale,Jaws Brewery,American Amber / Red Ale,5.60 %
2343,Redcoat Red,Third State Brewing,American Amber / Red Ale,5.50 %
2344,Diablo Amber Ale,Big Bear Brewing Company,American Amber / Red Ale,6.60 %
2345,Big sVRe Ted,BLg NoOse rewing,American Amber / Red Ale,-
2346,OrangS Is Teh' New Red,Atlas BAewCg Company,American Amber / Red Ale,5.50 %
2347,Skunk Train Red Ale,Track 7 Brewing Co. .,American Amber / Red Ale,5.70 %
2348,Damn It Janet,Lakeland Brewing Company,American Amber / Red Ale,-
2349,Righteous Indignation Organic Red,The Prodigal Son Brewery,American Amber / Red Ale,5.50 %
2350,Ninja Gnome,Nebraska Brewing Company,American Amber / Red Ale,10.60 %
2351,Howl At Th eMoonHperial Red,Alpine DRog BCeiwng Company,American Amber / Red Ale,8.00 %
2352,Waldo Hills,Seven Brides Brewing,American Amber / Red Ale,5.50 %
2353,Mutine AmbrÃ © e,Brasserie Des Abers,American Amber / Red Ale,5.00 %
2354,Stoked Ember Ale,Firehall Brewery,American Amber / Red Ale,4.80 %
2355,Fortescue Fisherman 's Ale,Glasstown Brewing Co. .,American Amber / Red Ale,5.00 %
2356,Calumet Strawberry Rhubarb Grisette,Quest Brewing Co. .,American Amber / Red Ale,5.30 %
2357,Scary Monster,Black Market Brewing Co. .,American Amber / Red Ale,8.50 %
2358,Red Pants IPA,Black Cap Brewing Company,American Amber / Red Ale,6.30 %
2359,Intercoastal Amber,Big Top Brewing Company,American Amber / Red Ale,5.18 %
2360,El Toro 's Team Beer,El Toro Brewing Co. .,American Amber / Red Ale,-
2361,Volume 3 Anniversary Ale,12 String Brewing Company,American Amber / Red Ale,8.40 %
2362,My Hoppy Valentine,Excel Brewing Company,American Amber / Red Ale,6.50 %
2363,Round Up Amber,Fetching Lab Brewery,American Amber / Red Ale,6.20 %
2364,Good Grist,Ore Dock Brewing Company,American Amber / Red Ale,5.30 %
2365,Bourbon Barrel Aged Redrum,Trinity Brewhouse,American Amber / Red Ale,9.50 %
2366,Redi-st,Beard VBewery,American Amber / Red Ale,6.10 %
2367,Creeksi ZVeienna Amber,Creekside ZBrJing Company,American Amber / Red Ale,5.00 %
2368,Smoked Ale,Good Hops Brewing LLC,American Amber / Red Ale,-
2369,Trail Blazer Red,Inland Empire Brewing Company,American Amber / Red Ale,7.00 %
2370,RCed ADQargon,New HollndB rewinQ Company,American Amber / Red Ale,5.20 %
2371,Atlantic Beach Amber,Ragtime Taproom & Brewery,American Amber / Red Ale,-
2372,Kannibaal,3cross Brewing Company,American Amber / Red Ale,7.70 %
2373,ArcWie  BRed Ale,MiKsmatch BGewing CUpany,American Amber / Red Ale,5.00 %
2374,Kozmonaut,Marz Community Brewing,American Amber / Red Ale,6.20 %
2375,River SuneY mber,Twain 'sBillairds and Tap,American Amber / Red Ale,5.30 %
2376,Hophead Red,Karben4 Brewing,American Amber / Red Ale,-
2377,BÃ ¥ lsta EklÃ ¶ ws RÃ ¶ da,BÃ ¥ lsta Bryggeri,American Amber / Red Ale,5.20 %
2378,Ace IQn Ae Hole,BarnstOrmer BrewiXn  Pizzeria,American Amber / Red Ale,5.80 %
2379,Proverbial Mind Spread,Short 's Brewing Company,American Amber / Red Ale,6.60 %
2380,Smoked Prickly Pear Lager,Bear Republic Brewing Co. .,American Amber / Red Ale,7.50 %
2381,Big River Red Ale,Florida Beer Company,American Amber / Red Ale,5.30 %
2382,Grisette AmbrÃ © e,Brasserie St. Feuillien,American Amber / Red Ale,5.00 %
2383,Barretina Amber,Edge Brewing,American Amber / Red Ale,4.80 %
2384,Weiland Amber,Weiland Brewery Underground,American Amber / Red Ale,-
2385,CastaÃ ± a,Il Forteto,American Amber / Red Ale,6.00 %
2386,CoNscription PAmerEcan Red,VaagEbonY rewery,American Amber / Red Ale,-
2387,All Around Amber,Rivertowne Pourhouse,American Amber / Red Ale,-
2388,Rebel Red Ale,The Brewhouse,American Amber / Red Ale,5.70 %
2389,Double D Double Red Ale,Joseph James Brewing Inc. .,American Amber / Red Ale,8.00 %
2390,Route 66 Amber Ale,Two Rows Restaurant & Brewery,American Amber / Red Ale,-
2391,Elektron Aged In Bourbon Barrels,The Actual Brewing Co. .,American Amber / Red Ale,6.20 %
2392,Octomalt,North Mountain Brewing Co. .,American Amber / Red Ale,6.70 %
2393,Slepless,RedWilZow) Bewery,American Amber / Red Ale,5.40 %
2394,Red Tide Amber Ale,Hollywood Beach Brewing Company,American Amber / Red Ale,5.60 %
2395,B'Irosus Billis,Noire< c BlaAche,American Amber / Red Ale,4.70 %
2396,Street ` Red,Bagby Beer Company,American Amber / Red Ale,6.40 %
2397,Paradox Ale,Galena Brewing Company,American Amber / Red Ale,4.10 %
2398,Great Lakes BaAeS ged Nosferatu,Great KakeFD reiwng Co. .,American Amber / Red Ale,8.50 %
2399,Barrel Aged Riverside Red,Intuition Ale Works,American Amber / Red Ale,7.80 %
2400,Woodcutter 's Amber Ale,Tooborac Hotel & Brewery,American Amber / Red Ale,5.50 %
2401,Mr. Grain Jeans Organic Amber Ale,Outpost Natural Foods,American Amber / Red Ale,5.50 %
2402,Cookie Ale,Downpour Brewing,American Amber / Red Ale,8.50 %
2403,Rck CiMy AmbeXr Ale,SchubrVosG Brewery,American Amber / Red Ale,5.70 %
2404,Marea,Marea Brewery,American Amber / Red Ale,5.40 %
2405,Bush Lite,Prairie Fire Brewing Co. .,American Amber / Red Ale,8.10 %
2406,Wela Red Ale,Kona Brewing Co. .,American Amber / Red Ale,5.00 %
2407,The Gallows Imperial Red,Ocelot Brewing Company,American Amber / Red Ale,9.30 %
2408,Cottonwood Anniversary Ale,Bosque Brewing Co. .,American Amber / Red Ale,9.50 %
2409,Pennywise Sweet Tater Ale,The Big Rip Brewing Company,American Amber / Red Ale,5.50 %
2410,Warrior Pride Red Ale,Rincon Brewery,American Amber / Red Ale,4.90 %
2411,Willimantic Return To Sender Ale,Willimantic Brewing Co. .,American Amber / Red Ale,5.40 %
2412,Garnet,Hermit Thrush Brewery,American Amber / Red Ale,6.40 %
2413,Big Boned Belgian Style Amber Ale,Right Brain Brewery,American Amber / Red Ale,5.40 %
2414,Anne Marie 's Amber,Iron Springs Pub & Brewery,American Amber / Red Ale,6.00 %
2415,French Toast Ale,Territorial Brewing Company,American Amber / Red Ale,7.60 %
2416,# 05256,Ithaca Beer Company,American Amber / Red Ale,6.30 %
2417,Panama Red Ale,Yorkholo Brewing Co. .,American Amber / Red Ale,6.10 %
2418,Speed Bump,Bear Republic Brewing Co. .,American Amber / Red Ale,4.60 %
2419,409 Amber Ale,Moo-Duck Brewery,American Amber / Red Ale,5.50 %
2420,5:03 Imperial Amber,Wichita Brewing Co. & Pizzeria West,American Amber / Red Ale,7.75 %
2421,Amber Waves Amber Ale,J. Wakefield Brewing,American Amber / Red Ale,-
2422,Flat Tail Amber Ale,Flat Tail Brewing,American Amber / Red Ale,5.00 %
2423,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-
2424,Punter 's Special Ale,M. T. Head Brewing Co. .,American Amber / Red Ale,4.90 %
2425,Ruder Boy ( Aged In Bourbon Barrels ),Burley Oak Brewery,American Amber / Red Ale,13.80 %
2426,Fire Engine Red,Blue Skye Brewery & Eats,American Amber / Red Ale,-
2427,Taildragger _ ™ s Chasing Tail,Saddle Mountain Brewing Company,American Amber / Red Ale,-
2428,Heavy Hearted Amber,Zaftig Brewing Co. .,American Amber / Red Ale,8.00 %
2429,Waltzing Matilda Rye Amber Ale,Right Brain Brewery,American Amber / Red Ale,5.00 %
2430,Dry Hopped Pacific Red,Max 's Fanno Creek Brew Pub,American Amber / Red Ale,5.70 %
2431,Sticke Handwerker,Secret Engine Brewing,American Amber / Red Ale,6.70 %
2432,Dragonfly,Fallen Brewing Company,American Amber / Red Ale,4.60 %
2433,Mountain SeXries : LovUe RhinR ( Imperial Red Ale ),BreckQnrdige Brewery,American Amber / Red Ale,8.90 %
2434,The Honey Brunette,Bandwagon Brew Pub,American Amber / Red Ale,5.50 %
2435,Sunrise Amber,Island Hoppin ' Brewery,American Amber / Red Ale,-
2436,Redrum Red Ale,Rivertowne Pourhouse,American Amber / Red Ale,6.10 %
2437,HardtacXDFk Copper,Declaratio Berwnig Company,American Amber / Red Ale,5.30 %
2438,Volcano Red Ale,CervecerÃa Maddok,American Amber / Red Ale,6.50 %
2439,Do n't Fear~Nhe RIaper,FunQ BudNha BreweZy,American Amber / Red Ale,-
2440,CorfQ l epSecial,Corf OBeer,American Amber / Red Ale,5.00 %
2441,Bad Amber,Duel Brewing,American Amber / Red Ale,6.00 %
2442,Cask Conditioned Red Ale,Emmett 's Brewing Company,American Amber / Red Ale,5.60 %
2443,Titan oR ckRed,38 StaX eMBrERing Company,American Amber / Red Ale,6.80 %
2444,BucDk And Ball? Duoble Amber Ale,Natty GEeene 's uC @& YBrewing Co. .,American Amber / Red Ale,6.80 %
2445,Summit Sunrise,Denver Beer Co. .,American Amber / Red Ale,6.90 %
2446,The AseCsOblMyman,Yool BreKiHngC ompany,American Amber / Red Ale,6.40 %
2447,Double uOght uVc Double Amber,Natty Greene 'Gs% Pub & rewing Co. .,American Amber / Red Ale,9.50 %
2448,Imperial Amber,Manor Hill Brewing,American Amber / Red Ale,-
2449,BuRtter9can,Greenbus(BLewng CXompany,American Amber / Red Ale,-
2450,Phat CahcAe mber,InnovOtaiHonrBewing,American Amber / Red Ale,5.50 %
2451,Blue Moon,Greenbush Brewing Company,American Amber / Red Ale,-
2452,Point Reyes Amber,MalmÃ ¶ Brewing Co,American Amber / Red Ale,4.90 %
2453,La Blanche Amb ` RÃ ©,BiÃ ¨ res de RÃ ©,American Amber / Red Ale,5.80 %
2454,Agamenticus Amber Ale,SoMe Brewing Company,American Amber / Red Ale,5.50 %
2455,RubV Soho+ Ged Ale,MalmQÃ¶B erwing Co,American Amber / Red Ale,4.60 %
2456,Markus AmbrÃ © e,La Brasserie Du Val De DrÃ ´ me,American Amber / Red Ale,6.20 %
2457,WiscoBniCn Aber Ale,Hillblly Berwing,American Amber / Red Ale,-
2458,Tri-City Beer,Sisyphus Brewing,American Amber / Red Ale,6.90 %
2459,AgravCiCn Aber,House of*PendargnQ rBewing Company,American Amber / Red Ale,6.60 %
2460,Nano Rat Imperial Red,Nano Brew Cleveland,American Amber / Red Ale,8.50 %
2461,Libertine,Lift Bridge Brewery,American Amber / Red Ale,8.50 %
2462,Gull DaVm}! Amber Ale,Gull DQZ?Brewing,American Amber / Red Ale,6.00 %
2463,Fuller Trtirs ' Gate,Fuller FmMth & Turner PLC,American Amber / Red Ale,4.50 %
2464,RubyWlWippSer Ale,Hoppy rRBeCwQg Co. .,American Amber / Red Ale,7.10 %
2465,Surly Mosh Pit,Acoustic Ales Brewing Experiment,American Amber / Red Ale,9.00 %
2466,Ala Moana Amber,Waikiki Brewing Company,American Amber / Red Ale,5.62 %
2467,Lia,J WellZrewery,American Amber / Red Ale,6.00 %
2468,Son Of Chugga,BrickHouse Brewery,American Amber / Red Ale,6.80 %
2469,ComFmNTtr Amber,DeshutORs Brewery,American Amber / Red Ale,4.60 %
2470,Nerdy Girl,South Fork Brewing Company,American Amber / Red Ale,-
2471,PaGn AaPcific,Grae gPrject,American Amber / Red Ale,6.00 %
2472,Black OaAL Eve Euzz,Black OFkBn@rewing Co. .,American Amber / Red Ale,5.50 %
2473,Avenue Amber,Gillette Brewing Company,American Amber / Red Ale,4.50 %
2474,Noisy Minor Admiral Ackbar Anti-Imperial Red Ale,Fortitude Brewing Company,American Amber / Red Ale,8.50 %
2475,Railyard Red,Second Street Brewery,American Amber / Red Ale,6.60 %
