id,Beer_Name,Brew_Factory_Name,Style,ABV
2301,Superchopp,Georgetown Brewing Company,American Amber / Red Ale,7.20 %
2302,Red Romper Red Session IPA,Ballast Point Brewing Company,American Amber / Red Ale,4.70 %
2303,Otis Reddin ',Uptown Market,American Amber / Red Ale,7.50 %
2304,Castor Mexican Amber,Beaver Creek Brewery,American Amber / Red Ale,4.50 %
2305,Schorzeboomer Amber,Main Street Brerwey / Mesa Cerveza,American Amber / Red Ale,-
2306,Firecracker Imperial Red,Boxing Cat Brewery,American Amber / Red Ale,7.50 %
2307,Stadtguet Amber,Brauerei Stadtguet,American Amber / Red Ale,4.80 %
2308,880 Red Ale,Escape Brewing Company,American Amber / Red Ale,-
2309,The Hop Garden Sunset,House of Brews,American Amber / Red Ale,8.50 %
2310,St. Colombanos Of Bobbio Not So Red,Ironwood Brewing Co. .,American Amber / Red Ale,5.20 %
2311,Hot Head Red,Brooksville Brewing Company,American Amber / Red Ale,-
2312,Grinch/Feet,Columbia Hettle Works,American Amber / Red Ale,8.40 %
2313,Roosevelt Red Ale,Bridger Brewing,American Amber / Red Ale,6.20 %
2314,Grapefruit Chinook Red,Our Mutual Friend Malt & Brew,American Amber / Red Ale,-
2315,Tumbledown Red,Tumbledown Brewing,American Amber / Red Ale,5.60 %
2316,Brew Kahuna NW Red Ale,Sky High Brewing,American Amber / Red Ale,5.20 %
2317,Red Trail Ale,Blackstone Restaurant & Brewery,American Amber / Red Ale,-
2318,Saci Amber Ale,Wensky Beer Microcervejaria,American Amber / Red Ale,5.10 %
2319,Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %
2320,Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50 %
2321,Autumn Brsik Amber Ale,Fat Hea 'sB rewery & Saloon,American Amber / Red Ale,6.10 %
2322,Scarlet Throne,Castle Grill / Red Castle Brewery & Distillery,American Amber / Red Ale,-
2323,Bleeding Heart,Second Self Beer Company,American Amber / Red Ale,6.90 %
2324,Ember Amber Ale,Bravo Zulu Brewing,American Amber / Red Ale,5.60 %
2325,Clifford The `` Lil '' Red Ale,Books & Brews,American Amber / Red Ale,5.00 %
2326,Experiment # 1001-B4,Living The Dream Brewing Co. .,American Amber / Red Ale,6.20 %
2327,Batch # 55 - Big Red,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,6.00 %
2328,TKO Amber Ale,St. Brigid _ ™ s Brewery,American Amber / Red Ale,6.00 %
2329,LaguWntas Fusion 45,Lagunitas BreDwiRg Company,American Amber / Red Ale,5.40 %
2330,Bubbe 's Frew Jelly Doughnut Strong Ale,Parallel`49 BrewingCompany,American Amber / Red Ale,8.00 %
2331,SchwaF,GravityBrewing,American Amber / Red Ale,4.80 %
2332,Meduz AmbrÃ © e,Meduz Brasserie Artisanale,American Amber / Red Ale,6.00 %
2333,Batch # 52*/ - Gagne Style,Whetstone StatioA Rsetaurant and Brewery,American Amber / Red Ale,5.00 %
2334,Fish Head Red,Pensacola Bay Brewery,American Amber / Red Ale,4.50 %
2335,Madrone Red,Standing Stone Brewing Company,American Amber / Red Ale,4.30 %
2336,Summer Amber,Prairie Fire Brewing Co. .,American Amber / Red Ale,6.50 %
2337,Sum Of Hours,Peter B 's Brew Pub,American Amber / Red Ale,9.50 %
2338,Monkey Paw / Karl Strauss Dead Albert 's Society 's,Monkey Paw Pub & Brewery,American Amber / Red Ale,8.20 %
2339,Shark Lips,Figueroa Mountain Brewing Co. .,American Amber / Red Ale,8.00 %
2340,Mustang Red,Horse Heaven Hills Brewery,American Amber / Red Ale,6.00 %
2341,Pais  Vree,Brouwerji De Molen,American Amber / Red Ale,10.10 %
2342,Karingahtanum CofeÐµ Red Ale,Jaws CYBrewery,American Amber / Red Ale,5.60 %
2343,Redcoat Red,Third State Brewing,American Amber / Red Ale,5.50 %
2344,Dialob Amber Ale,Big Bear Berwing Company,American Amber / Red Ale,6.60 %
2345,Big Nose Red,Big Nose Brewing,American Amber / Red Ale,-
2346,Orange Is The New Red,Atlas Brewing Company,American Amber / Red Ale,5.50 %
2347,Skunk Train Red Ale,Track 7 Brewing Co. .,American Amber / Red Ale,5.70 %
2348,Damn> VIt Janet,Lakeland BewingC ompany,American Amber / Red Ale,-
2349,Righteous IZdignation Organic Red,The Prdoigal Son BreIwery,American Amber / Red Ale,5.50 %
2350,NinMja Gnome,NebrasBka Brewing Company,American Amber / Red Ale,10.60 %
2351,Howl At ThT MooCn Imperial Red,Alpine Dog Brewing'Company,American Amber / Red Ale,8.00 %
2352,WaldoH ills,Seven Bride BrJwing,American Amber / Red Ale,5.50 %
2353,Mutine AmbrÃ © e,Brasserie Des Abers,American Amber / Red Ale,5.00 %
2354,Stoked Ember Ale,Firehall Brewery,American Amber / Red Ale,4.80 %
2355,Fortescue Fisherman 's Ale,Glasstown Brewing Co. .,American Amber / Red Ale,5.00 %
2356,Calumet Strawberry Rhubarb Grisette,Quest Brewing Co. .,American Amber / Red Ale,5.30 %
2357,Scary Fonster,Black MarBte Brewing Co. .,American Amber / Red Ale,8.50 %
2358,Red Pants IPA,Black Cap Brewing Company,American Amber / Red Ale,6.30 %
2359,Intecroastal AYber,Big Top GBrewing Company,American Amber / Red Ale,5.18 %
2360,El Toro 's Team Beer,El Toro Brewing Co. .,American Amber / Red Ale,-
2361,Volume 3|Anniversary Ale,12 String:BreAwing Company,American Amber / Red Ale,8.40 %
2362,My Hoppy Valentine,Excel Brewing Company,American Amber / Red Ale,6.50 %
2363,Round Up Amber,Fetching Lab Brewery,American Amber / Red Ale,6.20 %
2364,Good Grist,Ore Dock Brewing Company,American Amber / Red Ale,5.30 %
2365,Bourbon Barrel Aged Redrum,Trinity Brewhouse,American Amber / Red Ale,9.50 %
2366,Red Mist,Beards Brewery,American Amber / Red Ale,6.10 %
2367,CreeksdiD Vienna Amber,Creekside Nrewing Company,American Amber / Red Ale,5.00 %
2368,SmokLd Ale,Good HopB rewing LLC,American Amber / Red Ale,-
2369,Trail Blazer Red,Inland Empire Brewing Company,American Amber / Red Ale,7.00 %
2370,Red Dragon,New Holland Brewing Company,American Amber / Red Ale,5.20 %
2371,Atlantic Beach Amber,Ragtime Taproom & Brewery,American Amber / Red Ale,-
2372,Kannibaal,3cross Brewing Company,American Amber / Red Ale,7.70 %
2373,Archie 's Red Ale,Mismatch Brewing Company,American Amber / Red Ale,5.00 %
2374,Kozonaut,Marz Commuity Brewing,American Amber / Red Ale,6.20 %
2375,River Sunset Amber,Twain 's Billiards and Tap,American Amber / Red Ale,5.30 %
2376,Hpheda Red,Karben84 BRrewing,American Amber / Red Ale,-
2377,BÃ ¥ lsta EkClÃ ¶ ws RÃ ¶ da,BÃ ¥ lsta BKyggeri,American Amber / Red Ale,5.20 %
2378,Ace In The Hole,Barnstormer Brewing & Pizzeria,American Amber / Red Ale,5.80 %
2379,Proverbial Mind Spread,Short 's Brewing Company,American Amber / Red Ale,6.60 %
2380,Smoked PrickJy Pear Lager,Bear RepubliD Brewing Co. .,American Amber / Red Ale,7.50 %
2381,Big RiverR ed Ale,Florida BDer Company,American Amber / Red Ale,5.30 %
2382,Grisette AmbrÃ © e,Brasserie St. Feuillien,American Amber / Red Ale,5.00 %
2383,Barretina Amber,Edge Brewing,American Amber / Red Ale,4.80 %
2384,Weiland Amber,Weiland Brewery Underground,American Amber / Red Ale,-
2385,CastaÃ ± a,Il Forteto,American Amber / Red Ale,6.00 %
2386,Conscription American Red,Vagabond Brewery,American Amber / Red Ale,-
2387,All Around Amber,Rivertowne Pourhouse,American Amber / Red Ale,-
2388,Rebel Red Ale,The Brewhouse,American Amber / Red Ale,5.70 %
2389,Double D Double Red Ale,Joseph James Brewing Inc. .,American Amber / Red Ale,8.00 %
2390,Route 66 Amber Ale,Two Rows Restaurant & Brewery,American Amber / Red Ale,-
2391,Elektron Aged In Bourbon Barrels,The Actual Brewing Co. .,American Amber / Red Ale,6.20 %
2392,Octomalt,North Mountain Brewing Co. .,American Amber / Red Ale,6.70 %
2393,SleZpless,RedFilolw Brewery,American Amber / Red Ale,5.40 %
2394,Red Tide Amber Ale,Hollywood Beach Brewing Company,American Amber / Red Ale,5.60 %
2395,B'rousse Willis,Noire & Blanche,American Amber / Red Ale,4.70 %
2396,Street ` Red,Bagby Beer Company,American Amber / Red Ale,6.40 %
2397,Paradox Ale,Galena Brewing Company,American Amber / Red Ale,4.10 %
2398,Great Lakes Barrel Aged Nosferatu,Great Lakes Brewing Co. .,American Amber / Red Ale,8.50 %
2399,Barrel Agd Riverside Red,Intuition MlE Works,American Amber / Red Ale,7.80 %
2400,WoodcutFer 's Amber Ale,TooborCac otel & Brewery,American Amber / Red Ale,5.50 %
2401,Mr. Grain Jeans Organic Amber Ale,Outpost Natural Foods,American Amber / Red Ale,5.50 %
2402,Cookie Ale,Downpour Brewing,American Amber / Red Ale,8.50 %
2403,Rock City Amber Ale,Schubros Brewery,American Amber / Red Ale,5.70 %
2404,MraTea,Marea/ Bewery,American Amber / Red Ale,5.40 %
2405,Bush Lite,Prairie Fire Brewing Co. .,American Amber / Red Ale,8.10 %
2406,ela RedAle,Kona Breng Co. .,American Amber / Red Ale,5.00 %
2407,The Gallows Imperial Red,Ocelot Brewing Company,American Amber / Red Ale,9.30 %
2408,Cottonwood Anniversary Ale,Bosque Brewing Co. .,American Amber / Red Ale,9.50 %
2409,Pennywise Sweet QateJr Ale,The Big Rip rBweing Company,American Amber / Red Ale,5.50 %
2410,Warrior Pride Red Ale,Rincon Brewery,American Amber / Red Ale,4.90 %
2411,Willimantic Return To Sender Ale,Willimantic Brewing Co. .,American Amber / Red Ale,5.40 %
2412,Garnet,Hermit Thrush Brewery,American Amber / Red Ale,6.40 %
2413,Big oned Belgian Sytle Amber Ale,Right BErain Berwery,American Amber / Red Ale,5.40 %
2414,Anne Marie 's Amber,Iron Springs Pub & Brewery,American Amber / Red Ale,6.00 %
2415,French Toast Ale,Territorial Brewing Company,American Amber / Red Ale,7.60 %
2416,# 05256,Ithaca Beer Company,American Amber / Red Ale,6.30 %
2417,Panam aRed Ale,Yorkhool Bewing Co. .,American Amber / Red Ale,6.10 %
2418,Speed Bump,Bear Republic Brewing Co. .,American Amber / Red Ale,4.60 %
2419,409 Amber Ale,Moo-Duck Brewery,American Amber / Red Ale,5.50 %
2420,5:03 Imperil Amber,Wichita Brewing Co. & Pizzeira WYest,American Amber / Red Ale,7.75 %
2421,Amber Waves Amber Ale,J. Wakefield Brewing,American Amber / Red Ale,-
2422,Flat Tal% Amber Ale,Flat Tail Bewing,American Amber / Red Ale,5.00 %
2423,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-
2424,Punter 's Special Ale,M. T. Head Brewing Co. .,American Amber / Red Ale,4.90 %
2425,Ruder Boy ( Aged In Bourbon Barrels ),Burley Oak Brewery,American Amber / Red Ale,13.80 %
2426,Fire Engine Red,Blue Skye Brewery & Eats,American Amber / Red Ale,-
2427,Taildragger _ ™ s Chasing Tail,Saddle Mountain Brewing Company,American Amber / Red Ale,-
2428,Heavy Hearted Amber,Zaftig Brewing Co. .,American Amber / Red Ale,8.00 %
2429,Waltzing Matilda Rye Amber Ale,Right Brain Brewery,American Amber / Red Ale,5.00 %
2430,Dry Hopped Pacific Red,Max 's Fanno Creek Brew Pub,American Amber / Red Ale,5.70 %
2431,StickeH anwerker,SecWet EngineB rewing,American Amber / Red Ale,6.70 %
2432,Dragonfly,Fallen Brewing Company,American Amber / Red Ale,4.60 %
2433,Mountain Series : Love Rhino ( ImperTial Red Ale ),Breckenridge BSewery,American Amber / Red Ale,8.90 %
2434,The Honey Brunette,Bandwagon Brew Pub,American Amber / Red Ale,5.50 %
2435,Sunre Amber,Island Hoppin '/rBewery,American Amber / Red Ale,-
2436,Redrum Red Ale,Rivertowne Pourhouse,American Amber / Red Ale,6.10 %
2437,Hardtack Copper,Declaration Brewing Company,American Amber / Red Ale,5.30 %
2438,Volcano Red Ale,CervecerÃa Maddok,American Amber / Red Ale,6.50 %
2439,Do n't Fear The Reaper,Funky Buddha Brewery,American Amber / Red Ale,-
2440,Corfu Ale Special,Corfu Beer,American Amber / Red Ale,5.00 %
2441,Bad AUmber,DuelBrewng,American Amber / Red Ale,6.00 %
2442,Cask Conditieod Red Ale,Emmett 's Grewing Company,American Amber / Red Ale,5.60 %
2443,Titan Rock Red,38 State Brewing Company,American Amber / Red Ale,6.80 %
2444,Buck And Ball Double Amber Ale,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,6.80 %
2445,Summit Sunrise,Denver Beer Co. .,American Amber / Red Ale,6.90 %
2446,The Assemblyman,Yolo Brewing Company,American Amber / Red Ale,6.40 %
2447,Double Ought Buck Double Amber,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,9.50 %
2448,Imperial Amber,Manor Hill Brewing,American Amber / Red Ale,-
2449,Butter Pecan,Greenbush Brewing Company,American Amber / Red Ale,-
2450,Phat Chance Amber,Innovation Brewing,American Amber / Red Ale,5.50 %
2451,Blue Moon,Greenbush Brewing Company,American Amber / Red Ale,-
2452,Point Reyes Amber,MalmÃ ¶ Brewing Co,American Amber / Red Ale,4.90 %
2453,La Blanche Amb ` RÃ ©,BiÃ ¨ res de RÃ ©,American Amber / Red Ale,5.80 %
2454,Agamenticus Amber Ale,SoMe Brewing Company,American Amber / Red Ale,5.50 %
2455,Ruby Soho Red Ale,MalmÃ ¶ Brewing Co,American Amber / Red Ale,4.60 %
2456,Markus AmbrÃ © e,La Brasserie Du Val De DrÃ ´ me,American Amber / Red Ale,6.20 %
2457,WisconsiYn Amber Ale,HillbilIy Brewing,American Amber / Red Ale,-
2458,Tri-City Beer,Sisyphus Brewing,American Amber / Red Ale,6.90 %
2459,Agravain Amber,House of Pendragon Brewing Company,American Amber / Red Ale,6.60 %
2460,Nano Rat Imperial Red,Nano Brew Cleveland,American Amber / Red Ale,8.50 %
2461,LiDertine,Lift CBridge> Brewery,American Amber / Red Ale,8.50 %
2462,Gull Dam Amber Ale,Gull Dam Brewing,American Amber / Red Ale,6.00 %
2463,Fullers Traitors ' Gate,Fuller Smith & Turner PLC,American Amber / Red Ale,4.50 %
2464,Ruby Slipper Ale,Hoppy Brewing Co. .,American Amber / Red Ale,7.10 %
2465,Surl yMosh Pit,Acoustic Ales BrYDwing Experiment,American Amber / Red Ale,9.00 %
2466,Ala Moana Amber,Waikiki Brewing Company,American Amber / Red Ale,5.62 %
2467,Lisa,J Wells Brewery,American Amber / Red Ale,6.00 %
2468,Son Of Chugga,BrickHouse Brewery,American Amber / Red Ale,6.80 %
2469,Commuter Amber,Deschutes Brewery,American Amber / Red Ale,4.60 %
2470,Nerdy# Girl,South< Fork Brewing Company,American Amber / Red Ale,-
2471,Pan Pacific,Garage Project,American Amber / Red Ale,6.00 %
2472,Black Oak Love Fuzz,Black Oak Brewing Co. .,American Amber / Red Ale,5.50 %
2473,Avenue Amber,Gillette Brewing Company,American Amber / Red Ale,4.50 %
2474,Noisy Minor Admiral Ackbar Anti-Imperial Red Ale,Fortitude Brewing Company,American Amber / Red Ale,8.50 %
2475,RailyUrad Red,Second StreXet Brewery,American Amber / Red Ale,6.60 %
2476,ArmisticeA mber^ Ale,Locavore Ber Works,American Amber / Red Ale,6.00 %
2477,Stoneyard RUpper 's ReW Ale,CB Craft Brewers,American Amber / Red Ale,6.25 %
2478,Dog Ditch Amber,Tustin Brewing Company,American Amber / Red Ale,-
2479,Negev Amber Ale,Negev Brewery,American Amber / Red Ale,4.90 %
2480,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %
2481,Notting Hill Amber,Moncada Brewery Ltd,American Amber / Red Ale,4.70 %
2482,InspMctor Stonewall 's Amber Ale,Trickster 'X BrewinA Company,American Amber / Red Ale,5.60 %
2483,Legendary Amber,Pigskin Brewing Company,American Amber / Red Ale,-
2484,Attain InInner` Peach,Finbakc Brewery,American Amber / Red Ale,-
2485,Levrette Bio,Brasserie De Brunehaut,American Amber / Red Ale,6.50 %
2486,High AlerF Double Red,NorthboUnd Brewpub,American Amber / Red Ale,8.40 %
2487,Hopback Amber,Bube 's Brewery,American Amber / Red Ale,5.20 %
2488,Saskberry,Bin Brewing,American Amber / Red Ale,-
2489,Amarillo Anonymous,Rock & Run Brewery and Pub,American Amber / Red Ale,6.00 %
2490,Mistura ClÃ ¡ ssica Amber,Mistura ClÃ ¡ ssica,American Amber / Red Ale,6.00 %
2491,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %
2492,Capistrano Amber,Bayhawk Ales,American Amber / Red Ale,5.50 %
2493,Ed 'sC Red,American Brewig Company,American Amber / Red Ale,5.00 %
2494,Easy Amber/Ale,Scottsdal Beer Company,American Amber / Red Ale,5.70 %
2495,Coconut Imperial Red,The Brewery at Abigaile,American Amber / Red Ale,9.40 %
2496,Portsmouth Amber Dandy With Cayenne,Portsmouth Brewery,American Amber / Red Ale,-
2497,Billabong Brew,CP Brewery at Brews and Cues,American Amber / Red Ale,-
2498,North 40 Amber,Himmelberger Brewing Co. .,American Amber / Red Ale,4.20 %
2499,Amber Borealis,49th State Brewing Company,American Amber / Red Ale,5.30 %
2500,Rustic Horizon Red With Breakfast Tea,Twisted Manzanita Ales,American Amber / Red Ale,5.60 %
2501,16 | 02 Red Ale ( Amarillo CFitra Simcoe ),Brew BNumbers,American Amber / Red Ale,5.40 %
2502,Rudder 's Red,Rudder 's Seafood Restaurant & Brew Pub,American Amber / Red Ale,-
2503,Grizzly Peak Junicade Red,Grizzly Peak Brewing Company,American Amber / Red Ale,-
2504,Echo Amber ( Altbier ),Echo Brewpub & Pizzeria,American Amber / Red Ale,5.20 %
2505,Red Wing,Birdland Brewing Company,American Amber / Red Ale,6.00 %
2506,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %
2507,Scraps,Birdsview Brewing Company,American Amber / Red Ale,-
2508,Ruby Pogo,Three Palms Brewing Co. .,American Amber / Red Ale,7.50 %
2509,Honey reBw-Brew,FireWheeR BrewingC ompany,American Amber / Red Ale,6.00 %
2510,The Spirit Of The 90 's ( 2015 Symposium Ale ),Hopworks Urban Brewery,American Amber / Red Ale,5.50 %
2511,Hopped Up Red Ale,Sick N Twisted Brewing Co. .,American Amber / Red Ale,8.00 %
2512,Pumukl,Junction Craft Brewing,American Amber / Red Ale,4.50 %
2513,Howitzer Amber,Red Leg Brewing Company,American Amber / Red Ale,5.90 %
2514,Archtop Amber,12 String Brewing Company,American Amber / Red Ale,5.50 %
2515,Rye-enShine,IronHill BrewerR & Restaurant,American Amber / Red Ale,6.00 %
2516,MÃ ² R-ish !,MÃ ² R Brewery,American Amber / Red Ale,4.20 %
2517,Caramel Latte Beer,Last Best Eatery & Brewpub,American Amber / Red Ale,5.30 %
2518,CailAfornia Amber,Boxcar Brein gCo. .,American Amber / Red Ale,6.00 %
2519,Round Engine Red,Fly Boy Brewery & Eats,American Amber / Red Ale,-
2520,And To All A Good Light,2kids Brewing Company,American Amber / Red Ale,3.40 %
2521,GlasstoKwn Ale,Glasstown BOerwing Co. .,American Amber / Red Ale,-
2522,Anker Beard Amber,Gro_en Bart Brewery,American Amber / Red Ale,5.30 %
2523,Creekside RippEAoff Red Ale,Creekside Brewign Company,American Amber / Red Ale,5.80 %
2524,Devil 's Gate Red Ale,Whistle Stop Restaurant & Woodman Brewery,American Amber / Red Ale,-
2525,Dick 's Oatmeal IRA,Bill 's Tavern & Brewhouse,American Amber / Red Ale,8.00 %
2526,Barrel Aged Imperial Red Ale,Boone Valley Brewing,American Amber / Red Ale,9.99 %
2527,Jav Th Red,Big Woods Brewing Co./< Quaff On ! Brewing Company,American Amber / Red Ale,5.50 %
2528,Pumpkin Pie Amber,Alvarado Street Brewery & Grill,American Amber / Red Ale,6.00 %
2529,Uncle Rico _ ™ s Red Ale,Scottsdale Beer Company,American Amber / Red Ale,8.80 %
2530,Monks Hafe Orange Ale,MonksYC afÃ ©,American Amber / Red Ale,5.60 %
2531,Apache Amber,Blue Star Brewing Company,American Amber / Red Ale,-
2532,Red Tick,The Hermosillo / Highland Park Brewery,American Amber / Red Ale,4.50 %
2533,Dispensary Red Ale,Hops and Grain Brewery,American Amber / Red Ale,-
2534,360 Fed Ale,Top Rung rewing Company,American Amber / Red Ale,5.80 %
2535,Homewrecker Red,Nine Yards Brewing,American Amber / Red Ale,5.50 %
2536,Boneyard!Red Ale,Newport BPVach Brewing Company,American Amber / Red Ale,-
2537,Driftood,Island Hoppi > Brewery,American Amber / Red Ale,-
2538,Cambridge House Lime Rock Red,The Cambridge House Brewpub,American Amber / Red Ale,6.00 %
2539,Virginia Hop Harvest - Amber IPA ( 2015 ),Old Bust Head Brewing Co. .,American Amber / Red Ale,7.70 %
2540,Little Wind Red,Tall Paul 's Brewhouse,American Amber / Red Ale,-
2541,EmeralMd Irish Ale,Steelhead BreWwing RCo. .,American Amber / Red Ale,6.20 %
2542,The Stiletto,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.00 %
2543,Red FBZaucher,10 Barrel Breing Co. .,American Amber / Red Ale,6.50 %
2544,Unite Red Ale,Three Notch 'd Brewing Company,American Amber / Red Ale,5.10 %
2545,Duke Of Rochseter,Wicked Jeed Brewing,American Amber / Red Ale,5.50 %
2546,CenZennial Ambr Ale,Emmett 's Brewing Company,American Amber / Red Ale,5.20 %
2547,Walkendorff,7 Fjell Bryggeri,American Amber / Red Ale,6.00 %
2548,Rocket Science Red Planet,Dennis Beer Co. .,American Amber / Red Ale,6.40 %
2549,Finsbury Pakr Ambe rAle,Lewis Ber CEmpany,American Amber / Red Ale,4.40 %
2550,Rocke tMan Red Ale,Playalinda BrewignCompany,American Amber / Red Ale,5.00 %
2551,Shades Of Amber,Sandude Brewing Co. .,American Amber / Red Ale,5.00 %
2552,Glorioski Amber,Discretion Brewing,American Amber / Red Ale,5.70 %
2553,Texas Red,Railroad Seafood Station Brewing Company,American Amber / Red Ale,4.80 %
2554,CafÃ © PmbrÃ ©,O'so Brewin ComAany & Tap House,American Amber / Red Ale,7.00 %
2555,IRRA,FÃ ¡ brca MaraviYllas,American Amber / Red Ale,-
2556,Ca n't Catch Me !,Middleton Brewing,American Amber / Red Ale,-
2557,Woodhead Amber Ale,Devils Peak Brewing Company,American Amber / Red Ale,5.00 %
2558,Arrow Point Amber,Bainbridge Island Brewing Company,American Amber / Red Ale,5.40 %
2559,Red Roots,BrewLAB,American Amber / Red Ale,5.70 %
2560,American Copper,Station 26 Brewing Co. .,American Amber / Red Ale,5.40 %
2561,Cap'n Beef Hearts,Earth Eagle Brewings,American Amber / Red Ale,6.20 %
2562,Icars Farmhous eRed,Reaver BeacFh Brewing Company,American Amber / Red Ale,6.00 %
2563,Agent Provocateur,Trouble Brewing,American Amber / Red Ale,6.20 %
2564,AmbMar,CerveceEriaBerber S.A. de C.V.,American Amber / Red Ale,4.10 %
2565,Accommodation Amber,Rustic Road Brewing Company,American Amber / Red Ale,5.20 %
2566,Lil ' Red Steamer,Cassel Brewery Co. .,American Amber / Red Ale,5.20 %
2567,Cone-Azalia Red Ale,Original Gravity Brewing Company,American Amber / Red Ale,5.10 %
2568,Rhiannon Irish Red,LyonSmith Brewing Company,American Amber / Red Ale,6.00 %
2569,Wolverine,Progress Brewing,American Amber / Red Ale,5.00 %
2570,La `` Pyro `` mane,Microbrasserie La Captive,American Amber / Red Ale,4.90 %
2571,Island Of Misfit Hops # 1,Medusa Brewing Company,American Amber / Red Ale,7.40 %
2572,Red Rock Opie Red Ale,Red Rock Brewing Company,American Amber / Red Ale,4.00 %
2573,Wyatt:Earp,The BereCompany,American Amber / Red Ale,7.00 %
2574,Goldn Ale,Laht Neppur Brewng Company,American Amber / Red Ale,6.00 %
2575,Mulligan,Old Soul Brewing,American Amber / Red Ale,6.20 %
2576,Briganti nAmbree,Brasserie De LaCote De Jade,American Amber / Red Ale,5.00 %
2577,Daybreak,Our Brewing Co. .,American Amber / Red Ale,7.30 %
2578,Headless Dog,Hilden Brewing Company / Taproom,American Amber / Red Ale,4.20 %
2579,Hogback Amber Ale,Alpine Dog Brewing Company,American Amber / Red Ale,5.00 %
2580,FireHll Red,Tioga-SeCuoia Brewing Company,American Amber / Red Ale,5.50 %
2581,Avery Point Amber,Berkshire Brewing Company Inc. .,American Amber / Red Ale,-
2582,Rock Candy Red,Oskar Blues Grill & Brew,American Amber / Red Ale,-
2583,Amberjack,Backshore Brewing Company,American Amber / Red Ale,6.50 %
2584,New London Amber,Goat Ridge Brewing Co. .,American Amber / Red Ale,5.20 %
2585,Mic Sager 's Agnew Amber,Twin Peaks Brewing & Malting Co. .,American Amber / Red Ale,-
2586,Chip Off The Old Block,Ladyface Ale Companie,American Amber / Red Ale,-
2587,The Hills Have Eyes,BNS Brewing & Distilling Co. .,American Amber / Red Ale,5.20 %
2588,Honey Oat Amber,Ass Clown Brewing,American Amber / Red Ale,6.60 %
2589,16 | 03 RKed AlS ( Mosaic & Chinook ),Brew By NNumbers,American Amber / Red Ale,5.50 %
2590,AFD Red,Broken Bottle Brewery,American Amber / Red Ale,5.40 %
2591,Hopped Up Amber,Ass Clown Brewing,American Amber / Red Ale,6.70 %
2592,New Holland Adam 's Apple,New Holland Brewing Company,American Amber / Red Ale,-
2593,Unite Red Ale,Mike Hess Brewing - Miramar,American Amber / Red Ale,4.60 %
2594,All About Amber,Beaver Brewing Company,American Amber / Red Ale,4.50 %
2595,Eric The Red Ale,RÃ ¶ k House Brewing Company,American Amber / Red Ale,6.50 %
2596,Brass Ale Honey Amber,Great Storm Brewing Co. .,American Amber / Red Ale,5.30 %
2597,Aetheria,BadWolf Brewing Company,American Amber / Red Ale,4.70 %
2598,Dos Riosmber Lager,Glenwood CanyoX Brewing / Canyon Brew Pub,American Amber / Red Ale,-
2599,Poppy Jasper Brewed With Citra Hops,El Toro Brewing Co. .,American Amber / Red Ale,-
2600,Red October,Red Ear Brewing Company,American Amber / Red Ale,6.90 %
2601,Rustic Red Ale,Epic Ales,American Amber / Red Ale,7.20 %
2602,Broadhead Bourbon BarreTl Aged Red,Bainbridg eIsand Brewing Company,American Amber / Red Ale,8.50 %
2603,Poppy Jasper Brewed_ With Nugget Hops,El Toro rewing Co. .,American Amber / Red Ale,-
2604,Grafton Brewhaus Red Ale,Grafton Winery & Brewhaus,American Amber / Red Ale,-
2605,Stronzo Red Frikken Ale,Stronzo Brewing Co. .,American Amber / Red Ale,6.20 %
2606,Sons Of Anarchy Amber Ale,Sudwerk Brewing Company,American Amber / Red Ale,4.70 %
2607,Sunset Imperila Amber,ThVe Hop Garden,American Amber / Red Ale,8.50 %
2608,12 Oaks Amber,Humperdinks Texas LLC,American Amber / Red Ale,-
2609,Magnum P.A.,Rivertowne Pourhouse,American Amber / Red Ale,5.50 %
2610,S'Morris Day And The Time,Pinthouse Pizza Craft Brewpub,American Amber / Red Ale,5.30 %
2611,60 Schillings Cask,Brasserie Artisanale Albion,American Amber / Red Ale,3.50 %
2612,Aketoberfest Harvest Ale,Puyallup River Brewing,American Amber / Red Ale,5.70 %
2613,Rawhide Red,The Stumbling Steer,American Amber / Red Ale,6.00 %
2614,Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %
2615,Sunday Barbecue Amber,Cheyenne Brewing Company,American Amber / Red Ale,7.00 %
2616,VallBEey Red,12 String Breing Company,American Amber / Red Ale,5.10 %
2617,SwGitch rTack,Berthoud BHrewnig Co. .,American Amber / Red Ale,-
2618,Bierbitzch Amber,Academy of Fine Beers,American Amber / Red Ale,-
2619,It 's SeplX Centennial,BosqueB erwing Co. .,American Amber / Red Ale,5.70 %
